District,EAST,NORTH,Plot_names,Total_C_ha,Year,Zone,Mean_Temp_yr,Mean_D_R,Isothermality,Temp_Seasnoality,Max_Temp_Warmest_Month,Min_Temp_Coldest_Month,Temp_Range_yr,Mean_Temp_Wattest_Q,Mean_Temp_Driest_Q,Mean_Tem_Warmest_Q,Mean_Temp_Coldest_Q,Prec_yr,Prec_Wattest_Month,Prec_Driest_Month,Prec_Seasonality,Prec_Wattest_Q,Prec_Driest_Q,Prec_Warmest_Q,Prec_Coldest_Q
Minbu,641019,2209038,N2209038E641019,244.7933173,2013,46,254,106,45,3503,362,128,234,276,201,290,201,1457,282,2,90,765,13,450,13
Minbu,627000,2231000,N2231000E627000,45.93046737,2013,46,253,106,45,3543,361,127,234,275,199,290,199,1536,306,2,91,817,14,468,14
Minbu,621000,2233000,N2233000E621000,332.0123118,2013,46,250,106,45,3565,358,124,234,272,196,286,196,1509,294,2,91,796,14,463,14
Minbu,629000,2227000,N2227000E629000,184.7388059,2013,46,252,106,45,3537,360,126,234,274,198,288,198,1488,290,2,90,784,14,458,14
Minbu,633016,2209045,N2209045E633016,231.5217983,2013,46,249,106,45,3529,357,123,234,271,195,285,195,1444,276,2,90,754,13,447,13
Minbu,630960,2213079,N2213079E630960,100.3894247,2013,46,248,106,45,3529,356,122,234,270,194,284,194,1454,278,2,90,759,14,450,14
Minbu,634908,2214872,N2214872E634908,356.1171507,2013,46,248,106,45,3529,356,122,234,270,194,284,194,1454,278,2,90,759,14,450,14
Minbu,633000,2211000,N2211000E633000,233.097058,2013,46,247,105,45,3532,354,121,233,270,193,283,193,1435,273,2,90,746,13,446,13
Minbu,642075,2220024,N2220024E642075,40.19219568,2013,46,242,105,45,3506,348,117,231,264,188,277,188,1455,275,2,89,755,15,450,15
Minbu,635000,2227000,N2227000E635000,360.2919191,2013,46,246,106,45,3530,353,119,234,268,192,281,192,1473,282,2,90,769,15,454,15
Minbu,625000,2231000,N2231000E625000,586.8226304,2013,46,245,105,44,3526,352,118,234,267,191,280,191,1485,284,2,90,776,15,458,15
Minbu,627000,2233000,N2233000E627000,180.064718,2013,46,244,105,44,3551,351,117,234,267,190,279,190,1484,283,2,90,775,15,458,15
Minbu,633000,2223000,N2223000E633000,263.3043563,2013,46,244,105,44,3538,351,117,234,266,190,280,190,1465,278,2,89,762,15,453,15
Minbu,635000,2223000,N2223000E635000,321.8831102,2013,46,243,105,45,3516,349,117,232,265,189,278,189,1457,275,2,89,756,15,451,15
Minbu,631000,2229000,N2229000E631000,489.2307522,2013,46,243,105,45,3508,349,117,232,265,189,278,189,1467,278,2,89,763,15,454,15
Minbu,631000,2233000,N2233000E631000,228.5764482,2013,46,242,105,45,3528,349,116,233,265,188,277,188,1476,280,2,89,769,15,456,15
Minbu,637000,2229000,N2229000E637000,251.7245533,2013,46,245,106,45,3566,352,118,234,268,190,281,190,1456,275,2,89,757,15,452,15
Minbu,637000,2223000,N2223000E637000,358.0141151,2013,46,246,106,45,3570,352,119,233,269,191,281,191,1445,273,2,90,751,15,448,15
Minbu,631000,2227000,N2227000E631000,11.79764627,2013,46,247,106,45,3546,355,120,235,270,193,283,193,1436,271,2,90,747,14,447,14
Minbu,629245,2219132,N2219132E629245,502.4226262,2013,46,247,106,45,3561,354,120,234,269,192,283,192,1427,268,2,90,740,14,445,14
Minbu,629046,2220975,N2220975E629046,491.3885569,2013,46,246,106,45,3544,353,119,234,269,192,281,192,1436,271,2,90,746,15,445,15
Minbu,635132,2220967,N2220967E635132,168.2509284,2013,46,243,105,45,3528,350,117,233,265,189,278,189,1449,273,2,90,751,15,449,15
Minbu,639032,2214986,N2214986E639032,47.22569095,2013,46,244,105,45,3541,351,118,233,267,190,280,190,1439,271,2,90,745,15,447,15
Minbu,635000,2211000,N2211000E635000,256.0524665,2013,46,245,105,45,3513,352,119,233,267,191,280,191,1425,268,2,89,736,15,443,15
Minbu,640974,2215000,N2215000E640974,47.2211695,2013,46,247,106,45,3538,354,120,234,270,193,282,193,1426,269,2,90,740,13,444,13
Minbu,633054,2215148,N2215148E633054,293.261043,2013,46,248,106,45,3560,356,122,234,271,194,284,194,1417,266,2,89,735,13,442,13
Minbu,637000,2211000,N2211000E637000,65.97868398,2013,46,250,106,45,3541,357,123,234,272,196,285,196,1403,263,2,90,727,13,438,13
Minbu,649173,2205130,N2205130E649173,168.1564505,2013,46,249,106,45,3528,356,123,233,271,195,284,195,1406,265,2,89,729,13,438,13
Minbu,641020,2201004,N2201004E641020,150.1616355,2013,46,249,106,45,3510,356,124,232,271,195,284,195,1404,265,2,89,727,13,437,13
Minbu,653004,2199062,N2199062E653004,241.3969861,2013,46,252,107,45,3543,359,125,234,274,198,287,198,1371,255,2,89,708,13,429,13
Minbu,655000,2196998,N2196998E655000,171.0602525,2013,46,254,107,45,3503,362,128,234,276,201,290,201,1357,253,2,89,701,12,426,12
Minbu,643057,2195056,N2195056E643057,25.25266787,2013,46,254,107,45,3562,362,127,235,276,200,290,200,1347,250,2,89,694,12,424,12
Minbu,639076,2201030,N2201030E639076,239.3472628,2013,46,252,107,45,3555,360,125,235,274,197,287,197,1359,252,2,89,700,13,427,13
Minbu,645000,2205000,N2205000E645000,62.66321556,2013,46,248,106,45,3535,355,121,234,270,194,284,194,1375,255,2,89,708,13,431,13
Minbu,643003,2203002,N2203002E643003,96.10983872,2013,46,249,107,45,3561,356,122,234,272,194,284,194,1362,252,2,89,700,13,428,13
Minbu,636962,2206994,N2206994E636962,196.596546,2013,46,250,107,45,3574,358,122,236,273,195,285,195,1364,252,2,89,701,13,429,13
Minbu,639165,2199089,N2199089E639165,251.5979224,2013,46,253,107,45,3566,361,125,236,275,198,289,198,1346,250,2,89,692,13,424,13
Minbu,641027,2195005,N2195005E641027,319.7619558,2013,46,257,107,45,3584,366,129,237,279,202,293,202,1318,245,2,90,677,12,418,12
Minbu,655098,2193238,N2193238E655098,244.7642,2013,46,258,108,45,3572,367,130,237,280,203,294,203,1309,244,2,89,672,12,415,12
Minbu,655079,2203115,N2203115E655079,111.4697348,2013,46,252,108,45,3588,360,124,236,275,197,288,197,1319,245,2,89,674,13,419,13
Minbu,636889,2203092,N2203092E636889,76.12810416,2013,46,255,108,45,3578,363,126,237,278,200,291,200,1328,247,2,89,682,12,421,12
Minbu,643071,2219035,N2219035E643071,247.5838248,2013,46,250,107,45,3597,358,121,237,273,195,286,195,1378,255,2,90,711,13,434,13
Minbu,635039,2209014,N2209014E635039,239.004386,2013,46,249,108,45,3613,358,121,237,273,194,285,194,1337,248,2,89,684,13,423,13
Minbu,643005,2211035,N2211035E643005,147.6047916,2013,46,249,108,45,3590,357,120,237,273,194,284,194,1322,245,2,88,673,13,420,13
Minbu,637184,2216960,N2216960E637184,180.5597752,2013,46,245,107,45,3616,353,117,236,269,190,281,190,1342,248,2,89,684,13,426,13
Minbu,636970,2218932,N2218932E636970,132.5416005,2013,46,251,108,45,3599,360,122,238,274,196,287,196,1353,251,2,89,695,13,428,13
Minbu,623000,2233000,N2233000E623000,307.3275433,2013,46,246,107,45,3626,354,117,237,270,210,282,191,1394,257,2,89,718,15,439,15
Minbu,631000,2225000,N2225000E631000,290.070902,2013,46,249,107,45,3592,357,120,237,272,194,285,194,1382,256,2,89,713,13,435,13
Minbu,629000,2225000,N2225000E629000,149.271877,2013,46,250,107,45,3595,358,121,237,273,195,285,195,1385,256,2,89,715,13,436,13
Minbu,639000,2229000,N2229000E639000,178.7012427,2013,46,248,107,45,3581,355,119,236,271,193,283,193,1397,259,2,89,722,14,439,14
Minbu,633779,2229848,N2229848E633779,422.3819603,2013,46,249,107,45,3576,356,120,236,272,194,284,194,1407,262,2,89,729,14,441,14
Taunggoo,223000,2057000,N223000E2057000,29.00269046,2010,47,248,107,45,3619,356,119,237,271,192,284,192,1426,267,2,90,741,14,445,14
Minbu,639214,2224961,N2224961E639214,118.5317285,2013,46,247,106,45,3605,354,119,235,270,192,283,192,1413,263,2,89,730,14,442,14
Minbu,627000,2225000,N2225000E627000,211.3708841,2013,46,251,107,45,3609,359,122,237,274,195,287,195,1395,260,2,89,723,13,438,13
Minbu,645010,2217010,N2217010E645010,168.6772258,2013,46,249,107,45,3605,357,120,237,272,194,285,194,1382,256,2,89,714,13,434,13
Taunggoo,221000,2053000,N221000E2053000,21.4341095,2010,47,251,107,45,3566,360,124,236,274,197,287,197,1365,253,2,89,703,13,430,13
Minbu,639001,2211001,N2211001E639001,255.4819914,2013,46,247,106,45,3550,354,120,234,270,193,283,193,1377,255,2,89,709,13,432,13
Minbu,633137,2213040,N2213040E633137,20.15455755,2013,46,248,106,45,3557,355,121,234,270,193,284,193,1397,260,2,89,722,13,437,13
Minbu,645000,2213000,N2213000E645000,83.41695263,2013,46,247,106,45,3573,354,120,234,270,192,283,192,1382,256,2,89,711,13,433,13
Minbu,646492,2209116,N2209116E646492,221.186447,2013,46,248,106,45,3510,356,122,234,271,195,284,195,1394,260,2,89,720,13,436,13
Minbu,639145,2218452,N2218452E639145,142.9412199,2013,46,249,106,45,3550,356,122,234,272,195,285,195,1413,265,2,90,733,13,441,13
Minbu,642992,2223186,N2223186E642992,194.6642092,2013,46,248,106,45,3568,356,121,235,271,194,284,194,1427,268,2,90,741,14,445,14
Minbu,633000,2237000,N2237000E633000,479.0782385,2013,46,243,106,45,3576,350,116,234,266,188,279,188,1460,274,2,90,758,15,454,15
Minbu,625000,2243000,N2243000E625000,208.9215733,2013,46,242,106,45,3572,350,115,235,266,188,278,188,1462,274,2,90,760,15,455,15
Minbu,625007,2241006,N2241006E625007,252.7100879,2013,46,242,106,45,3545,349,115,234,265,188,277,188,1474,277,2,90,767,15,458,15
Minbu,627004,2241002,N2241002E627004,266.9715312,2013,46,245,106,45,3595,352,117,235,268,190,281,190,1481,280,2,90,774,15,459,15
Yamethin,237000,2247500,N2247500E237000,228.6399768,2016,47,241,105,44,3576,348,114,234,265,186,277,186,1500,283,2,89,783,16,465,16
Yamethin,219000,2253500,N2253500E219000,44.5981916,2016,47,244,106,44,3599,352,116,236,268,189,280,189,1494,282,2,90,782,15,463,15
Minbu,625003,2245007,N2245007E625003,297.1648126,2013,46,241,106,45,3582,348,113,235,264,186,276,186,1473,276,2,90,766,15,458,15
Minbu,627008,2245011,N2245011E627008,244.7428275,2013,46,241,106,45,3565,347,113,234,264,186,276,186,1466,274,2,89,761,15,457,15
Minbu,627000,2255000,N2255000E627000,120.8082307,2013,46,239,106,45,3546,346,112,234,263,185,274,185,1476,275,2,89,766,16,461,16
Minbu,637000,2239000,N2239000E637000,139.5173022,2013,46,245,107,45,3625,353,117,236,269,209,281,190,1431,267,2,89,742,15,447,15
Minbu,635000,2243000,N2243000E635000,94.74837418,2013,46,241,106,45,3612,348,113,235,265,186,277,186,1428,264,2,89,736,15,448,15
Yamethin,243000,2237500,N2237500E243000,62.88222335,2016,47,243,107,45,3602,350,114,236,267,206,278,188,1415,261,2,89,729,15,445,15
Minbu,631000,2237000,N2237000E631000,186.9062834,2013,46,244,107,45,3605,351,115,236,268,207,279,189,1417,262,2,89,731,15,445,15
Minbu,629000,2239000,N2239000E629000,369.2687575,2013,46,244,107,45,3602,351,115,236,268,208,280,189,1406,259,2,89,724,15,442,15
Minbu,633000,2243000,N2243000E633000,120.9637976,2013,46,240,107,45,3638,347,111,236,264,204,276,185,1411,259,2,89,725,15,445,15
Minbu,631000,2243000,N2243000E631000,236.5569919,2013,46,240,107,45,3618,347,112,235,264,185,276,185,1423,262,2,89,732,15,447,15
Yamethin,239000,2245500,N2245500E239000,6.4186147,2016,47,238,107,45,3618,345,110,235,262,183,274,183,1435,264,2,89,738,15,451,15
Minbu,617000,2247000,N2247000E617000,285.5118591,2013,46,237,106,45,3588,344,109,235,261,201,272,182,1432,263,2,89,734,16,451,16
Yamethin,227000,2251500,N2251500E227000,49.6083768,2016,47,236,106,45,3577,342,107,235,259,199,271,181,1445,265,2,89,741,17,455,17
Minbu,609000,2257000,N2257000E609000,308.2071455,2013,46,235,106,45,3586,341,106,235,258,199,270,180,1455,268,2,89,747,17,458,17
Minbu,639000,2256000,N2256000E639000,98.06452514,2013,46,235,106,45,3562,341,107,234,259,199,270,181,1459,269,2,89,750,17,459,17
Minbu,611000,2253000,N2253000E611000,283.6289258,2013,46,237,106,45,3582,343,108,235,261,200,272,182,1449,267,2,89,745,17,455,17
Yamethin,219000,2256500,N2256500E219000,129.7406804,2016,47,237,106,45,3583,343,109,234,261,201,272,182,1465,271,2,89,756,17,459,17
Yamethin,233000,2251500,N2251500E233000,37.61318593,2016,47,237,106,45,3569,344,109,235,261,201,272,183,1456,269,2,89,750,17,456,17
Minbu,619000,2247000,N2247000E619000,390.1127508,2013,46,240,106,44,3606,347,111,236,263,184,275,184,1442,267,2,89,745,15,452,15
Yamethin,235000,2255500,N2255500E235000,283.7530152,2016,47,239,106,45,3568,345,110,235,262,184,274,184,1470,273,2,89,761,16,460,16
Yamethin,233000,2257500,N2257500E233000,218.5667954,2016,47,238,106,45,3561,345,110,235,262,202,273,184,1481,275,2,89,768,17,462,17
Minbu,611000,2265000,N2265000E611000,182.7184281,2013,46,238,106,45,3598,344,109,235,262,201,273,182,1484,275,2,89,769,17,464,17
Yamethin,233000,2259500,N2259500E233000,122.0870414,2016,47,237,106,45,3587,343,109,234,261,201,273,182,1475,273,2,89,762,17,462,17
Yamethin,235000,2257500,N2257500E235000,29.72847502,2016,47,236,106,45,3618,342,107,235,260,199,271,180,1468,271,2,89,757,17,461,17
Katha,776000,2684000,N2684000E776000,208.9665103,2015,46,235,106,45,3606,341,106,235,259,198,270,180,1463,270,2,89,753,17,460,17
Minbu,642000,2265000,N2265000E642000,58.65796584,2013,46,234,106,45,3595,340,105,235,258,198,269,179,1474,272,2,89,760,17,463,17
Minbu,636000,2265000,N2265000E636000,183.5323787,2013,46,236,106,45,3594,342,107,235,260,199,271,180,1476,273,2,89,762,17,463,17
Yamethin,229000,2271500,N2271500E229000,71.33009227,2016,47,235,106,45,3611,340,106,234,259,198,270,179,1499,278,2,90,777,17,470,17
Yamethin,223000,2269500,N2269500E223000,71.7885589,2016,47,235,106,45,3626,341,106,235,260,198,270,179,1486,275,2,89,768,17,466,17
Yamethin,225000,2269500,N2269500E225000,59.05179427,2016,47,234,106,45,3593,340,105,235,258,197,269,179,1482,274,2,89,765,17,466,17
Yamethin,231000,2271500,N2271500E231000,174.9475489,2016,47,235,106,45,3633,340,105,235,260,197,270,179,1494,277,2,89,774,17,469,17
Minbu,601000,2275000,N2275000E601000,18.51036782,2013,46,236,106,45,3620,341,106,235,261,198,270,180,1503,279,3,89,780,19,471,19
Minbu,591000,2275000,N2275000E591000,101.6485872,2013,46,237,107,45,3653,344,107,237,261,199,272,181,1506,280,2,90,784,17,472,17
Meiktila,241000,2271500,N2271500E241000,82.38763696,2016,47,238,106,44,3635,344,108,236,262,201,273,182,1505,281,2,90,785,17,470,17
Minbu,603000,2269000,N2269000E603000,112.7238609,2013,46,237,106,45,3608,343,108,235,261,200,272,181,1494,278,2,89,776,17,467,17
Minbu,621000,2269000,N2269000E621000,40.6735545,2013,46,239,106,44,3605,346,110,236,263,202,275,184,1498,279,2,90,780,17,468,17
Minbu,639000,2274000,N2274000E639000,64.91981999,2013,46,233,105,45,3567,338,105,233,260,178,267,178,1548,290,3,89,808,19,481,19
Yamethin,227000,2267500,N2267500E227000,209.1094538,2016,47,236,106,45,3605,342,108,234,261,199,271,181,1522,285,3,90,793,18,474,18
Minbu,609000,2271000,N2271000E609000,91.87838253,2013,46,236,106,45,3593,341,107,234,260,199,271,180,1521,284,3,90,792,18,474,18
Minbu,615000,2269000,N2269000E615000,194.8481146,2013,46,237,106,45,3587,343,109,234,261,200,272,182,1509,282,2,90,786,17,470,17
Minbu,609000,2265000,N2265000E609000,191.2321695,2013,46,240,106,44,3621,347,111,236,264,184,275,184,1494,279,2,90,778,16,466,16
Minbu,641995,2262000,N2262000E641995,82.41467081,2013,46,239,106,45,3595,345,110,235,263,202,274,184,1487,277,2,90,772,17,464,17
Yamethin,227000,2259500,N2259500E227000,67.14477469,2016,47,242,106,44,3613,349,113,236,265,186,277,186,1495,280,2,90,780,16,465,16
Minbu,607000,2265000,N2265000E607000,212.4382669,2013,46,239,106,45,3589,346,111,235,263,184,275,184,1504,282,2,90,785,16,468,16
Yamethin,237000,2267500,N2267500E237000,130.2076398,2016,47,235,105,45,3588,340,107,233,259,180,270,180,1534,288,3,90,800,18,476,18
Yamethin,235000,2263500,N2263500E235000,47.50715153,2016,47,237,106,45,3573,344,110,234,261,201,273,183,1520,286,2,90,794,17,471,17
Minbu,605000,2265000,N2265000E605000,214.9116261,2013,46,240,106,45,3585,346,112,234,263,185,275,185,1511,284,2,90,790,16,469,16
Minbu,639000,2262000,N2262000E639000,64.64793611,2013,46,240,106,45,3587,347,113,234,264,186,276,186,1507,284,2,90,788,16,467,16
Minbu,611000,2259000,N2259000E611000,146.5545217,2013,46,239,106,45,3578,346,111,235,262,203,275,184,1520,287,2,90,794,17,471,17
Yamethin,233000,2263500,N2263500E233000,23.44743941,2016,47,238,105,44,3586,344,110,234,261,201,273,183,1529,288,2,90,799,17,474,17
Yamethin,235000,2267500,N2267500E235000,59.56924849,2016,47,237,105,44,3581,343,109,234,262,201,272,183,1541,291,3,90,807,18,477,18
Minbu,639000,2271000,N2271000E639000,54.31954184,2013,46,237,106,45,3602,344,109,235,261,201,273,182,1551,293,3,90,814,18,479,18
Yamethin,221000,2271500,N2271500E221000,48.59777475,2016,47,235,105,45,3581,340,107,233,259,180,269,180,1539,288,3,89,802,19,478,19
Minbu,597000,2275000,N2275000E597000,35.91832748,2013,46,234,105,44,3584,340,106,234,259,179,269,179,1554,292,3,90,812,19,482,19
Minbu,595000,2275000,N2275000E595000,92.45219902,2013,46,240,106,45,3610,347,112,235,264,185,276,185,1569,298,3,90,828,17,484,17
Minbu,607000,2271000,N2271000E607000,118.3945472,2013,46,240,106,45,3599,347,113,234,264,185,276,185,1557,296,2,91,822,16,480,16
Minbu,605000,2271000,N2271000E605000,184.3705151,2013,46,241,106,45,3607,349,114,235,265,186,277,186,1565,298,2,90,827,16,482,16
Yamethin,231000,2263500,N2263500E231000,179.9407658,2016,47,243,106,45,3584,350,116,234,267,188,279,188,1561,299,2,90,824,16,480,16
Yamethin,229000,2269500,N2269500E229000,84.28977005,2016,47,244,106,45,3589,351,116,235,268,189,279,189,1571,301,2,91,832,16,482,16
Yamethin,227000,2263500,N2263500E227000,141.9237855,2016,47,245,106,45,3582,352,117,235,268,190,280,190,1568,302,2,91,830,16,481,16
Minbu,611000,2257000,N2257000E611000,187.8529536,2013,46,245,106,45,3583,352,118,234,268,190,281,190,1547,298,2,91,817,16,475,16
Yamethin,231000,2257500,N2257500E231000,7.750526002,2016,47,241,105,44,3569,348,114,234,265,187,277,187,1538,293,2,90,808,16,474,16
Minbu,607000,2259000,N2259000E607000,230.6401014,2013,46,241,105,44,3569,348,114,234,265,187,277,187,1538,293,2,90,808,16,474,16
Yamethin,223000,2267500,N2267500E223000,63.12020115,2016,47,241,106,45,3568,348,113,235,264,186,276,186,1556,296,2,90,820,16,480,16
Yamethin,235000,2265500,N2265500E235000,13.06047615,2016,47,237,105,45,3545,342,110,232,260,201,272,182,1536,290,3,89,803,18,474,18
Yamethin,233000,2267500,N2267500E233000,33.44826693,2016,47,239,106,45,3566,345,111,234,262,202,274,184,1550,294,3,90,814,18,478,18
Minbu,609000,2259000,N2259000E609000,139.975914,2013,46,238,105,45,3549,343,111,232,261,202,272,183,1526,288,2,90,797,17,472,17
Minbu,611000,2255000,N2255000E611000,283.586347,2013,46,238,105,45,3553,344,111,233,261,202,273,183,1517,287,2,90,792,17,469,17
Yamethin,237000,2253500,N2253500E237000,83.9429499,2016,47,239,105,45,3548,346,113,233,262,185,274,185,1528,290,2,90,800,16,472,16
Minbu,625013,2247025,N2247025E625013,268.0418398,2013,46,241,105,44,3552,348,114,234,264,187,276,187,1520,289,2,90,796,16,469,16
Minbu,617000,2245000,N2245000E617000,297.6359706,2013,46,243,106,45,3579,350,116,234,266,188,279,188,1509,288,2,90,792,15,465,15
Minbu,631011,2247035,N2247035E631011,209.467088,2013,46,239,105,44,3554,346,112,234,263,185,274,185,1508,285,2,90,787,16,467,16
Minbu,631000,2235000,N2235000E631000,412.2083446,2013,46,243,106,45,3578,350,116,234,266,188,279,188,1475,279,2,90,769,15,457,15
Minbu,629000,2235000,N2235000E629000,433.3095338,2013,46,239,105,45,3508,346,114,232,262,186,274,186,1484,281,2,90,772,15,460,15
Minbu,631000,2241000,N2241000E631000,418.9738828,2013,46,245,105,44,3556,352,118,234,268,191,280,191,1509,289,2,90,792,15,465,15
Minbu,635000,2239000,N2239000E635000,140.0096941,2013,46,243,105,45,3521,349,117,232,265,189,278,189,1499,286,2,90,784,15,463,15
Minbu,627000,2235000,N2235000E627000,455.5418688,2013,46,247,105,45,3542,353,120,233,269,192,282,192,1508,291,2,90,793,15,463,15
Minbu,629000,2243000,N2243000E629000,184.235756,2013,46,247,106,45,3581,355,120,235,270,193,284,193,1518,293,2,90,800,15,466,15
Minbu,619003,2245007,N2245007E619003,214.1931371,2013,46,248,106,45,3567,356,121,235,271,193,284,193,1529,296,2,90,807,15,470,15
Minbu,623019,2247016,N2247016E623019,220.4191761,2013,46,245,106,45,3591,352,117,235,268,190,281,190,1531,294,2,90,806,15,471,15
Minbu,629013,2247016,N2247016E629013,274.5593475,2013,46,245,105,44,3584,352,118,234,268,190,280,190,1528,293,2,90,805,15,470,15
Yamethin,233000,2253500,N2253500E233000,25.7524562,2016,47,244,106,45,3559,352,117,235,267,190,280,190,1538,295,2,90,810,16,473,16
Yamethin,231000,2253500,N2253500E231000,15.77769174,2016,47,246,106,45,3557,354,119,235,269,192,282,192,1548,299,2,90,818,16,475,16
Yamethin,225000,2253500,N2253500E225000,56.70214442,2016,47,245,105,44,3576,353,118,235,268,191,281,191,1558,302,2,91,825,16,476,16
Minbu,621000,2241000,N2241000E621000,315.3579733,2013,46,248,106,45,3567,355,121,234,270,193,284,193,1541,301,2,91,815,15,472,15
Yamethin,239000,2243500,N2243500E239000,31.98478722,2016,47,248,105,44,3562,355,121,234,271,194,284,194,1550,304,2,91,822,15,473,15
Minbu,625000,2235000,N2235000E625000,457.2203047,2013,46,251,105,45,3536,358,125,233,273,197,287,197,1556,309,2,91,827,14,475,14
Minbu,619000,2241000,N2241000E619000,199.5553698,2013,46,252,106,45,3539,359,125,234,274,198,288,198,1567,312,2,91,835,14,477,14
Minbu,631000,2251000,N2251000E631000,173.5407454,2013,46,250,105,44,3541,357,123,234,272,196,286,196,1583,314,2,91,844,15,481,15
Minbu,636000,2244000,N2244000E636000,86.47224003,2013,46,249,105,44,3546,356,122,234,271,195,285,195,1560,307,2,90,828,15,476,15
Yamethin,223000,2253500,N2253500E223000,59.83662134,2016,47,247,105,44,3566,354,120,234,270,192,282,192,1574,307,2,90,834,16,481,16
Minbu,605000,2263000,N2263000E605000,216.1454433,2013,46,250,106,45,3549,358,123,235,273,196,286,196,1604,317,2,91,857,16,487,16
Yamethin,229000,2267500,N2267500E229000,370.9210068,2016,47,249,106,45,3603,357,122,235,273,194,285,194,1611,316,2,91,861,16,490,16
Minbu,607000,2263000,N2263000E607000,229.5368646,2013,46,250,106,44,3620,358,122,236,273,194,286,194,1594,314,2,91,850,16,485,16
Yamethin,227000,2257500,N2257500E227000,12.46330345,2016,47,246,106,45,3568,354,119,235,269,192,282,192,1567,304,2,91,831,16,479,16
Yamethin,229000,2263500,N2263500E229000,150.199875,2016,47,245,106,45,3594,353,118,235,269,190,281,190,1581,306,2,91,839,16,484,16
Yamethin,231000,2267500,N2267500E231000,172.3151639,2016,47,249,106,44,3607,357,121,236,272,194,285,194,1601,312,2,91,854,16,489,16
Meiktila,243000,2269500,N2269500E243000,79.44735747,2016,47,246,106,45,3583,353,118,235,269,191,282,191,1596,309,2,90,849,16,488,16
Minbu,611000,2273000,N2273000E611000,215.327501,2013,46,249,106,44,3640,357,120,237,273,193,285,193,1606,310,2,91,857,16,491,16
Minbu,609000,2273000,N2273000E609000,21.75869045,2013,46,252,106,44,3622,360,123,237,275,196,288,196,1623,316,2,91,869,16,495,16
Yamethin,237000,2269500,N2269500E237000,37.80536619,2016,47,251,106,44,3613,359,123,236,274,195,287,195,1610,315,2,91,861,16,491,16
Yamethin,223000,2257500,N2257500E223000,57.39627529,2016,47,243,104,45,3479,348,118,230,265,189,277,189,1636,323,3,91,868,17,498,17
Minbu,633014,2247011,N2247011E633014,241.4601381,2013,46,249,104,45,3514,355,124,231,271,195,285,195,1651,335,2,91,883,16,500,16
Minbu,611000,2263000,N2263000E611000,192.4157071,2013,46,239,103,44,3479,344,115,229,265,186,274,186,1647,322,3,90,872,19,503,19
Yamethin,233000,2269500,N2269500E233000,104.3825866,2016,47,227,102,45,3430,329,105,224,253,175,261,175,1633,312,3,89,867,21,503,21
Meiktila,231000,2273500,N2273500E231000,121.4789296,2016,47,228,102,45,3455,329,105,224,254,175,261,175,1643,314,3,90,875,21,507,21
Minbu,637000,2233000,N2233000E637000,265.1923964,2013,46,249,103,45,3428,353,126,227,273,197,284,197,1666,335,3,91,891,18,508,18
Minbu,631003,2239005,N2239005E631003,261.4860817,2013,46,234,101,45,3335,334,113,221,258,183,266,183,1628,315,3,90,862,20,500,20
Minbu,621006,2239001,N2239001E621006,224.27842,2013,46,243,102,44,3418,347,120,227,268,191,278,191,1639,325,3,90,871,19,500,19
Minbu,629000,2245003,N2245003E629000,269.8677388,2013,46,234,101,45,3417,335,111,224,259,181,267,181,1616,312,3,90,854,20,496,20
Minbu,623002,2239005,N2239005E623002,155.9234201,2013,46,236,102,45,3410,339,114,225,261,184,270,184,1615,314,3,90,854,19,495,19
Minbu,623000,2231000,N2231000E623000,504.5599246,2013,46,239,102,45,3385,341,117,224,263,187,272,187,1599,312,3,90,844,18,490,18
Minbu,641328,2221357,N2221357E641328,265.716128,2013,46,221,99,45,3284,320,102,218,246,189,253,171,1562,294,3,88,819,22,483,22
Minbu,628980,2215001,N2215001E628980,83.34593095,2013,46,219,99,45,3284,317,100,217,243,187,251,169,1539,288,3,88,803,22,475,22
Minbu,637142,2215098,N2215098E637142,6.658719997,2013,46,219,99,45,3284,317,100,217,243,187,251,169,1539,288,3,88,803,22,475,22
Minbu,632960,2218981,N2218981E632960,183.3465699,2013,46,222,99,45,3281,321,103,218,246,190,254,172,1553,292,3,88,813,22,479,22
Minbu,627099,2219049,N2219049E627099,91.80859559,2013,46,242,102,45,3365,345,120,225,266,190,276,190,1596,314,3,90,844,18,488,18
Minbu,631004,2218992,N2218992E631004,180.4496055,2013,46,240,102,45,3374,343,119,224,264,189,274,189,1597,312,3,89,843,18,490,18
Minbu,627000,2229000,N2229000E627000,493.5111772,2013,46,248,103,45,3386,352,125,227,271,196,282,196,1623,325,2,91,864,16,496,16
Taunggoo,223000,2041000,N223000E2041000,21.50965442,2010,47,248,103,45,3433,353,125,228,272,196,283,196,1636,329,3,91,873,17,499,17
Minbu,625000,2229000,N2229000E625000,401.3192426,2013,46,240,102,45,3370,342,118,224,263,188,274,188,1618,317,3,90,857,19,497,19
Minbu,634987,2213010,N2213010E634987,116.1719008,2013,46,241,101,45,3350,343,120,223,265,190,275,190,1598,313,3,89,845,18,490,18
Minbu,649070,2207053,N2207053E649070,230.7019363,2013,46,249,102,45,3369,352,127,225,272,197,282,197,1607,320,2,91,856,16,494,16
Minbu,647000,2197000,N2197000E647000,125.4728338,2013,46,241,101,45,3307,343,121,222,264,190,274,190,1575,306,3,89,829,18,485,18
Minbu,637174,2201106,N2201106E637174,298.0689164,2013,46,246,102,45,3370,350,125,225,270,195,280,195,1580,312,2,90,837,16,486,16
