District,EAST,NORTH,Plot_names,Total_C_ha,Year,Zone,Mean_Temp_yr,Mean_D_R,Isothermality,Temp_Seasnoality,Max_Temp_Warmest_Month,Min_Temp_Coldest_Month,Temp_Range_yr,Mean_Temp_Wattest_Q,Mean_Temp_Driest_Q,Mean_Tem_Warmest_Q,Mean_Temp_Coldest_Q,Prec_yr,Prec_Wattest_Month,Prec_Driest_Month,Prec_Seasonality,Prec_Wattest_Q,Prec_Driest_Q,Prec_Warmest_Q,Prec_Coldest_Q
Taunggoo,205000,2039000,N205000E2039000,120.1273849,2010,47,227,93,44,2927,327,118,209,241,204,258,184,1375,275,1,92,733,8,363,13
Pyay,697773,2048661,N2048661E697773,234.4118001,2017,46,197,86,43,2948,293,93,200,205,176,227,154,1526,348,3,97,865,12,350,95
Mawlaik,690000,2684000,N2684000E690000,211.9997106,2014,46,238,95,45,2893,337,126,211,250,214,268,194,1405,268,1,90,734,7,396,12
Pyay,685558,2042367,N2042367E685558,16.15948569,2017,46,234,95,45,2904,334,123,211,248,211,265,191,1367,265,1,91,713,7,378,12
Bago,189000,2041000,N2041000E189000,119.7618179,2012,47,247,98,45,2926,348,133,215,257,223,278,203,1304,259,0,90,667,7,378,11
Pyay,697847,2042517,N2042517E697847,295.7217595,2017,46,245,97,44,2967,347,131,216,255,220,276,201,1293,260,0,90,669,6,370,10
Pyay,683484,2044389,N2044389E683484,415.5497959,2017,46,245,97,45,2908,347,132,215,255,221,276,202,1288,260,0,90,668,6,368,10
Pyay,693700,2046564,N2046564E693700,309.1087032,2017,46,216,91,43,2914,314,107,207,224,194,246,173,1391,288,2,93,759,9,348,14
Pyay,695749,2046589,N2046589E695749,325.3174024,2017,46,241,97,45,2960,342,128,214,251,218,272,197,1277,258,0,90,668,7,357,11
Pyay,687556,2046489,N2046489E687556,335.4225142,2017,46,246,98,45,2945,347,132,215,256,221,277,202,1273,260,0,90,663,6,362,10
Pyay,693725,2044516,N2044516E693725,272.1460612,2017,46,246,97,45,2895,347,133,214,256,222,276,202,1281,260,0,90,666,6,365,10
Pyay,695773,2044541,N2044541E695773,344.6847523,2017,46,247,98,45,2928,349,133,216,257,223,278,203,1246,257,0,90,650,6,356,10
Pyay,697798,2046613,N2046613E697798,273.3696645,2017,46,248,99,45,2946,350,133,217,257,223,279,204,1194,250,0,90,628,6,340,10
Bago,807000,2047000,N2047000E807000,94.94142384,2012,46,253,100,45,2974,355,137,218,263,228,284,208,1157,244,0,90,605,6,336,10
Pyay,689604,2046513,N2046513E689604,161.0764995,2017,46,243,98,45,2933,345,130,215,253,220,274,199,1205,250,0,90,636,5,340,10
Pyay,697822,2044565,N2044565E697822,309.6457088,2017,46,244,98,45,2944,346,130,216,254,220,275,200,1210,250,0,90,637,5,343,10
Mawlaik,706000,2684000,N2684000E706000,220.7789252,2014,46,243,98,45,2939,345,129,216,252,219,274,199,1192,246,0,89,628,5,338,10
Bago,809000,2043000,N2043000E809000,101.0610444,2012,46,233,95,44,2929,334,121,213,241,210,264,190,1261,252,1,90,669,7,344,12
Pyay,687581,2044440,N2044440E687581,311.0090374,2017,46,244,98,45,2936,346,130,216,253,220,275,200,1214,250,0,90,638,5,345,10
Pyay,685533,2044414,N2044414E685533,413.4545624,2017,46,244,98,45,2934,346,131,215,254,221,275,200,1255,256,0,90,656,5,357,10
Bago,187000,2043000,N2043000E187000,107.489933,2012,47,243,97,45,2952,345,130,215,253,219,274,199,1263,256,0,90,659,6,358,11
Pyay,687606,2042392,N2042392E687606,134.6882872,2017,46,240,97,45,2917,342,128,214,251,216,271,197,1275,255,0,90,664,6,360,11
Bago,191000,2041000,N2041000E191000,89.09959189,2012,47,237,96,45,2893,338,125,213,246,213,268,194,1300,256,1,90,678,7,363,12
Mawlaik,698000,2684000,N2684000E698000,364.7864102,2014,46,243,98,45,2961,345,129,216,253,219,275,199,1233,249,0,90,642,6,352,11
Bago,809000,2041000,N2041000E809000,110.4702,2012,46,246,98,45,2907,349,132,217,255,222,277,203,1193,245,0,90,623,5,343,10
Bago,811000,2041000,N2041000E811000,159.1822183,2012,46,243,98,45,2905,346,129,217,252,220,274,200,1164,239,0,89,612,5,332,10
Pyay,689629,2044466,N2044466E689629,161.5454706,2017,46,233,97,44,2979,336,120,216,243,210,265,189,1196,244,1,90,641,7,326,12
Pyay,691678,2044491,N2044491E691678,514.0764947,2017,46,243,99,45,2961,346,129,217,253,219,274,199,1088,230,0,90,582,5,307,10
Bago,811000,2043000,N2043000E811000,83.56595868,2012,46,240,98,44,2919,344,126,218,249,217,271,197,1104,231,0,89,591,5,309,10
Pyay,691702,2042443,N2042443E691702,262.1988512,2017,46,233,97,45,2955,335,120,215,242,210,264,189,1157,236,1,89,621,7,316,12
Pyay,689654,2042417,N2042417E689654,173.3949592,2017,46,242,98,45,2923,345,128,217,250,219,273,198,1135,236,0,89,603,5,320,10
Mawlaik,704000,2684000,N2684000E704000,223.9401506,2014,46,244,99,45,2932,347,130,217,253,220,275,200,1132,235,0,89,598,5,323,10
Bago,813000,2041000,N2041000E813000,174.4353589,2012,46,243,99,45,2950,347,129,218,252,219,274,199,1099,229,0,89,583,5,313,10
Pyay,693730,2042467,N2042467E693730,547.0534853,2017,46,245,100,45,2940,348,130,218,254,221,276,201,1062,224,0,89,565,5,304,10
Bago,815000,2041000,N2041000E815000,110.3701272,2012,46,244,100,45,2952,348,129,219,254,221,275,200,1070,224,0,89,568,5,306,10
Pyay,695799,2042492,N2042492E695799,419.0084851,2017,46,251,101,45,2955,356,135,221,261,227,283,207,995,212,0,89,525,5,292,10
Pyay,691653,2046539,N2046539E691653,296.0850895,2017,46,250,101,45,2978,354,133,221,260,225,281,205,1059,228,0,89,563,5,305,10
Pyay,685507,2046463,N2046463E685507,458.3515582,2017,46,246,100,45,2978,350,131,219,256,222,277,202,1072,229,0,89,572,5,306,10
Taunggoo,205000,2069000,N205000E2069000,260.8782324,2010,47,248,99,45,2996,350,133,217,259,223,280,203,1195,243,0,89,618,7,344,11
Taunggoo,205000,2061000,N205000E2061000,48.43480119,2010,47,248,99,45,2962,350,134,216,259,224,279,204,1202,247,0,89,625,7,345,11
Pyay,689579,2048562,N2048562E689579,296.4472542,2017,46,243,98,45,2948,345,129,216,252,219,274,199,1196,249,0,90,633,5,336,10
Pyay,695725,2048638,N2048638E695725,289.7604008,2017,46,249,99,45,2965,351,134,217,258,224,280,204,1185,248,0,90,622,6,339,10
Taunggoo,205000,2047000,N205000E2047000,136.6892268,2010,47,249,99,45,2960,351,134,217,259,224,280,204,1216,251,0,90,633,6,349,10
Taunggoo,205000,2053000,N205000E2053000,45.78063918,2010,47,239,97,45,2955,341,127,214,249,216,270,195,1218,249,0,90,644,6,338,11
Taunggoo,205000,2051000,N205000E2051000,48.90480025,2010,47,243,97,45,2964,344,129,215,253,218,274,198,1250,253,0,90,652,7,352,11
Taunggoo,205000,2045000,N205000E2045000,81.37391854,2010,47,249,99,45,2940,351,135,216,259,224,280,205,1249,254,0,89,645,7,360,11
Pyay,693676,2048612,N2048612E693676,308.5947683,2017,46,241,97,45,2952,342,127,215,251,217,272,197,1265,256,0,90,663,7,353,11
Pyay,691627,2048587,N2048587E691627,300.0806807,2017,46,243,97,45,2954,344,129,215,253,218,274,199,1291,259,0,90,671,7,364,11
Pyay,687530,2048537,N2048537E687530,231.5952897,2017,46,220,92,44,2960,319,111,208,230,198,251,177,1360,276,1,92,736,8,347,13
Taunggoo,205000,2041000,N205000E2041000,100.4277824,2010,47,244,96,45,2929,344,131,213,258,219,274,200,1324,262,0,90,690,7,374,11
Taunggoo,205000,2043000,N205000E2043000,93.18652304,2010,47,243,97,45,2940,344,130,214,253,219,274,199,1284,258,0,90,667,7,362,11
Taunggoo,205000,2049000,N205000E2049000,76.29089972,2010,47,239,96,45,2938,339,127,212,253,215,269,195,1324,261,1,90,692,8,368,12
Taunggoo,205000,2055000,N205000E2055000,43.41807148,2010,47,243,97,45,2949,343,130,213,257,219,274,199,1313,259,0,90,684,7,371,11
Taunggoo,205000,2057000,N205000E2057000,55.19563379,2010,47,241,97,45,2951,342,129,213,251,218,272,197,1275,255,0,90,664,7,357,11
Taunggoo,205000,2059000,N205000E2059000,142.0794975,2010,47,232,95,44,2961,333,121,212,242,209,263,189,1266,254,1,91,673,7,342,12
Taunggoo,205000,2063000,N205000E2063000,110.7972567,2010,47,240,97,45,2931,341,128,213,250,216,271,197,1246,251,0,90,653,7,347,11
Taunggoo,205000,2067000,N205000E2067000,213.2434469,2010,47,247,98,45,2971,349,133,216,261,222,278,202,1260,251,0,89,650,7,362,11
Taunggoo,205000,2065000,N205000E2065000,244.7500731,2010,47,244,97,45,2968,345,130,215,258,219,275,200,1302,256,0,90,678,7,371,11
Mawlaik,708000,2684000,N2684000E708000,233.6273606,2014,46,244,97,45,2947,344,131,213,258,219,275,200,1256,249,0,90,648,7,358,11
Mawlaik,710000,2684000,N2684000E710000,250.4774858,2014,46,248,99,45,3004,349,133,216,263,223,279,202,1220,241,0,89,623,7,355,11
Mawlaik,714000,2684000,N2684000E714000,217.0484769,2014,46,245,99,45,2998,347,131,216,255,220,276,200,1187,237,0,89,611,7,342,11
Pyay,687505,2050586,N2050586E687505,71.42932872,2017,46,240,98,45,3024,341,125,216,250,215,271,194,1197,237,1,89,620,8,339,12
Pyay,689553,2050611,N2050611E689553,97.52906747,2017,46,242,99,45,3024,344,128,216,253,217,274,197,1160,231,1,88,597,8,334,12
Pyay,691602,2050636,N2050636E691602,114.4035005,2017,46,231,97,45,3027,332,118,214,242,206,262,186,1175,236,1,89,623,7,322,12
Taunggoo,205000,2135000,N205000E2135000,1.196839936,2010,47,229,96,44,3031,330,116,214,239,204,260,183,1183,238,1,90,633,7,319,12
Taunggoo,205000,2111000,N205000E2111000,19.642175,2010,47,226,96,44,3055,327,113,214,236,202,257,180,1195,241,1,90,644,7,317,12
Taunggoo,205000,2093000,N205000E2093000,82.17282361,2010,47,228,96,44,3045,329,115,214,238,204,260,183,1186,239,1,90,637,7,318,12
Taunggoo,205000,2105000,N205000E2105000,24.85296764,2010,47,244,99,45,3021,345,129,216,254,218,275,198,1157,232,0,88,598,7,333,11
Taunggoo,205000,2091000,N205000E2091000,45.55114646,2010,47,229,96,44,3022,330,116,214,239,205,260,184,1183,239,1,90,636,7,316,12
Taunggoo,205000,2075000,N205000E2075000,49.63435672,2010,47,236,97,44,3031,339,122,217,246,212,268,191,1156,235,1,89,611,7,321,12
Taunggoo,205000,2073000,N205000E2073000,46.75175066,2010,47,239,99,45,2995,341,125,216,249,215,270,194,1101,227,0,89,583,6,309,11
Taunggoo,205000,2085000,N205000E2085000,61.8547936,2010,47,241,99,45,3011,344,127,217,252,216,273,196,1092,225,0,88,575,6,310,11
Taunggoo,205000,2071000,N205000E2071000,67.87973328,2010,47,246,100,45,2987,349,131,218,257,221,277,201,1088,228,0,89,573,6,311,11
Pyay,693651,2050661,N2050661E693651,253.4366786,2017,46,242,100,45,3064,346,126,220,252,216,273,196,1078,219,0,88,562,6,311,11
Pyay,685455,2050561,N2050561E685455,376.930257,2017,46,232,98,45,3037,334,118,216,241,208,263,186,1122,228,1,89,598,7,308,12
Taunggoo,205000,2099000,N205000E2099000,46.66677184,2010,47,234,98,45,3055,336,119,217,244,209,265,188,1111,227,1,89,592,7,306,12
Taunggoo,205000,2133000,N205000E2133000,9.105763091,2010,47,244,100,45,3056,348,129,219,255,219,276,198,1103,224,0,88,572,7,319,11
Taunggoo,205000,2095000,N205000E2095000,46.3853831,2010,47,233,97,44,3026,335,119,216,244,209,264,188,1153,234,1,89,613,7,316,12
Taunggoo,205000,2115000,N205000E2115000,11.95298356,2010,47,237,98,45,3041,339,122,217,247,212,268,191,1142,231,1,88,601,7,319,12
Taunggoo,205000,2137000,N205000E2137000,6.883912293,2010,47,236,98,45,3007,338,123,215,246,212,267,191,1144,231,1,88,601,8,320,12
Pyay,689528,2052661,N2052661E689528,72.40833642,2017,46,232,97,45,3047,333,118,215,242,207,263,186,1162,232,1,89,613,8,321,12
Pyay,697749,2050711,N2050711E697749,105.7782451,2017,46,238,99,45,3072,340,123,217,248,213,270,192,1139,228,1,88,594,8,322,12
Pyay,691577,2052666,N2052666E691577,451.9589987,2017,46,237,98,45,3065,339,122,217,247,212,268,191,1129,226,1,87,589,8,320,12
Pyay,697724,2052760,N2052760E697724,199.9316622,2017,46,229,97,44,3070,331,115,216,239,204,261,183,1160,232,1,89,616,7,318,12
Pyay,687454,2054684,N2054684E687454,386.570786,2017,46,233,97,44,3075,335,119,216,243,208,265,187,1160,230,1,88,607,8,324,13
Pyay,695651,2054784,N2054784E695651,261.265027,2017,46,236,98,45,3091,338,121,217,247,211,268,190,1135,225,1,87,589,8,323,13
Pyay,689502,2054710,N2054710E689502,556.5210467,2017,46,226,97,45,3050,328,113,215,237,202,258,181,1175,234,1,89,624,8,320,14
Pyay,691552,2054735,N2054735E691552,324.0371723,2017,46,232,98,45,3048,334,118,216,242,207,263,186,1134,227,1,88,597,7,316,13
Pyay,697701,2054809,N2054809E697701,163.4229337,2017,46,238,99,45,3064,341,123,218,249,212,270,192,1112,221,1,87,575,8,320,13
Pyay,699750,2054833,N2054833E699750,164.9455503,2017,46,234,99,45,3088,337,119,218,244,209,266,188,1118,223,1,87,584,8,316,13
Pyay,693601,2054760,N2054760E693601,314.1913224,2017,46,229,98,45,3064,331,115,216,239,204,261,183,1140,228,1,88,604,7,315,13
Pyay,699775,2052784,N2052784E699775,320.3418215,2017,46,235,99,45,3066,338,120,218,246,210,267,189,1121,224,1,87,586,8,316,13
Pyay,693873,2052231,N2052231E693873,146.2530154,2017,46,223,96,44,3043,324,110,214,233,199,254,178,1160,234,1,89,627,8,309,13
Pyay,693626,2052710,N2052710E693626,426.3390642,2017,46,233,98,44,3069,336,118,218,243,208,264,187,1108,224,1,88,586,7,309,12
Pyay,683355,2054633,N2054633E683355,227.0229575,2017,46,226,97,44,3093,328,112,216,237,202,258,181,1142,229,1,88,610,7,311,13
Pyay,703849,2054882,N2054882E703849,155.4803351,2017,46,225,97,44,3099,327,110,217,235,200,256,179,1142,228,1,88,610,8,311,14
Pyay,701800,2054857,N2054857E701800,38.79844725,2017,46,229,98,45,3047,331,115,216,240,204,260,184,1127,225,1,88,595,7,313,13
Pyay,689478,2056759,N2056759E689478,231.1977747,2017,46,233,99,45,3094,336,118,218,243,208,265,187,1111,221,1,87,581,7,314,13
Pyay,703826,2056930,N2056930E703826,158.6839242,2017,46,234,99,45,3076,337,119,218,245,208,266,188,1108,220,1,87,576,8,316,13
Pyay,683303,2058732,N2058732E683303,62.86588852,2017,46,233,99,45,3098,335,117,218,244,207,264,186,1117,220,1,86,580,8,318,13
Pyay,685352,2058758,N2058758E685352,204.9417842,2017,46,221,96,44,3087,322,106,216,231,196,252,175,1170,232,1,88,626,8,317,14
Pyay,705875,2056955,N2056955E705875,163.4870504,2017,46,210,94,44,3062,310,99,211,221,186,242,165,1242,245,2,90,676,9,325,15
Pyay,691527,2056784,N2056784E691527,255.4758086,2017,46,221,97,45,3066,322,107,215,232,197,252,176,1161,232,1,89,623,8,313,14
Pyay,693577,2056810,N2056810E693577,232.2027075,2017,46,238,100,45,3106,341,121,220,249,212,270,191,1065,212,1,87,550,7,310,13
Pyay,695601,2058884,N2058884E695601,213.0114566,2017,46,228,98,44,3088,331,113,218,239,203,260,182,1120,221,1,87,588,7,315,13
Pyay,697652,2058909,N2058909E697652,289.7289599,2017,46,221,97,44,3101,322,106,216,231,195,252,174,1159,229,1,88,618,8,317,14
Pyay,685327,2060807,N2060807E685327,95.62252391,2017,46,243,102,45,3151,348,126,222,254,216,276,196,1040,202,1,85,523,8,314,13
Pyay,681199,2062805,N2062805E681199,105.6459222,2017,46,242,101,45,3141,347,125,222,254,216,275,195,1046,203,1,85,526,8,315,13
Pyay,683277,2060782,N2060782E683277,208.6534674,2017,46,233,100,45,3102,336,118,218,245,208,265,187,1094,215,1,86,565,8,316,13
Pyay,679149,2062779,N2062779E679149,77.7566575,2017,46,234,99,45,3103,338,118,220,245,208,266,188,1102,215,1,86,567,8,319,13
Pyay,681226,2060756,N2060756E681226,189.7935929,2017,46,231,99,45,3121,334,116,218,242,205,263,184,1114,219,1,87,579,8,317,13
Pyay,693552,2058860,N2058860E693552,214.679176,2017,46,227,98,45,3081,329,113,216,237,202,259,181,1134,224,1,87,597,8,316,14
Pyay,691501,2058834,N2058834E691501,406.8722213,2017,46,211,94,44,3077,311,99,212,222,187,243,166,1250,246,2,89,678,9,328,15
Pyay,679176,2060729,N2060729E679176,155.2117862,2017,46,220,96,44,3075,321,107,214,230,196,251,174,1184,233,1,89,631,8,322,14
Pyay,697627,2060959,N2060959E697627,81.7254098,2017,46,228,98,45,3110,330,113,217,238,202,259,181,1147,225,1,87,600,9,322,14
Pyay,701752,2058956,N2058956E701752,127.9020542,2017,46,237,99,45,3085,339,121,218,248,211,268,190,1114,217,1,87,570,8,324,13
Pyay,695577,2060934,N2060934E695577,378.3714744,2017,46,231,98,45,3089,332,116,216,242,205,262,184,1151,225,1,87,597,9,326,14
Pyay,699701,2058932,N2058932E699701,352.05133,2017,46,232,98,45,3098,333,117,216,242,207,263,185,1145,224,1,87,594,9,325,14
Pyay,689452,2058809,N2058809E689452,406.3305938,2017,46,238,99,45,3093,340,122,218,249,212,269,191,1119,219,1,86,573,8,326,13
Pyay,687428,2056734,N2056734E687428,325.3361358,2017,46,239,99,45,3075,342,124,218,250,214,271,193,1109,219,1,87,570,8,322,13
Pyay,681252,2058706,N2058706E681252,132.9995575,2017,46,236,99,45,3077,339,121,218,246,211,268,190,1123,220,1,87,578,8,324,13
Pyay,699729,2056882,N2056882E699729,88.62032033,2017,46,243,100,45,3052,345,127,218,254,217,274,197,1116,218,1,86,566,8,329,13
Pyay,697676,2056859,N2056859E697676,108.4173406,2017,46,239,99,45,3067,341,124,217,250,213,270,193,1142,223,1,87,584,8,331,13
Pyay,685379,2056708,N2056708E685379,173.0291151,2017,46,240,99,45,3073,342,125,217,251,214,272,194,1135,223,1,87,582,8,329,13
Pyay,693527,2060910,N2060910E693527,358.5173499,2017,46,238,99,45,3083,340,123,217,248,213,270,192,1130,219,1,86,575,8,331,13
Mawlaik,716000,2684000,N2684000E716000,199.5712637,2014,46,244,100,45,3092,347,128,219,255,217,276,197,1132,217,1,86,567,8,339,13
Pyay,691476,2060884,N2060884E691476,543.7473332,2017,46,241,99,45,3067,343,126,217,252,215,273,195,1152,221,1,86,580,8,341,13
Pyay,683329,2056682,N2056682E683329,212.2181193,2017,46,239,99,45,3077,341,124,217,250,213,270,193,1152,226,1,87,591,8,332,13
Pyay,687479,2052635,N2052635E687479,155.4777948,2017,46,230,97,45,3027,330,117,213,240,205,261,184,1182,236,1,89,627,8,322,12
Pyay,695701,2050687,N2050687E695701,195.8168898,2017,46,240,99,45,3050,342,125,217,250,214,272,194,1146,229,1,88,594,8,327,12
Pyay,705899,2054905,N2054905E705899,150.2421587,2017,46,247,99,45,3055,349,132,217,263,221,279,201,1242,235,1,88,633,9,367,13
Pyay,685404,2054658,N2054658E685404,31.46684937,2017,46,248,99,45,3055,350,133,217,264,222,280,202,1241,236,1,88,633,9,368,13
Pyay,695675,2052735,N2052735E695675,62.39190825,2017,46,246,98,45,3013,347,131,216,261,221,277,200,1243,238,1,88,635,9,364,13
Pyay,695627,2056834,N2056834E695627,114.2681955,2017,46,248,99,45,3047,350,133,217,264,222,280,202,1240,233,1,88,630,9,371,13
Pyay,687403,2058783,N2058783E687403,127.9841734,2017,46,248,99,45,3045,350,133,217,264,222,280,203,1242,232,1,87,630,10,372,14
Pyay,689401,2062909,N2062909E689401,42.14313626,2017,46,250,99,45,3060,352,135,217,269,224,282,204,1304,242,1,88,670,11,395,14
Pyay,691401,2067036,N2067036E691401,133.079206,2017,46,251,99,45,3066,352,135,217,269,224,282,204,1305,242,1,88,672,11,398,14
Pyay,687145,2079294,N2079294E687145,58.68073563,2017,46,242,100,45,3178,344,125,219,260,214,274,194,1234,223,1,86,610,11,382,14
Pyay,689197,2079319,N2079319E689197,94.16167939,2017,46,244,101,45,3200,347,126,221,262,216,277,196,1217,219,1,85,599,11,379,14
Pyay,791843,2080302,N2080302E791843,62.4552662,2017,46,243,101,45,3166,346,125,221,261,215,275,195,1224,221,1,85,603,11,381,14
Pyay,769258,2080135,N2080135E769258,21.00628165,2017,46,244,101,46,3160,347,128,219,262,216,277,197,1244,223,1,86,617,11,387,14
Pyay,685067,2081320,N2081320E685067,179.6806268,2017,46,247,101,45,3206,349,129,220,265,218,279,198,1246,223,1,86,618,12,389,14
Pyay,691198,2083450,N2083450E691198,52.38958476,2017,46,232,98,45,3142,332,117,215,250,205,264,185,1290,235,2,86,644,13,389,17
Pyay,687119,2081346,N2081346E687119,146.1090747,2017,46,249,101,45,3191,353,131,222,269,220,282,201,1230,219,1,86,608,11,387,14
Pyay,689171,2081372,N2081372E689171,47.35644536,2017,46,245,101,45,3212,348,127,221,263,216,278,196,1223,220,1,86,603,11,382,14
Pyay,693251,2083475,N2083475E693251,100.062844,2017,46,243,101,45,3215,345,125,220,261,214,275,194,1232,222,1,86,608,11,384,14
Pyay,726078,2085901,N2085901E726078,42.77345174,2017,46,242,100,45,3179,344,125,219,260,213,274,194,1254,226,1,86,622,11,389,14
Pyay,701439,2085628,N2085628E701439,24.29595711,2017,46,233,99,45,3159,334,117,217,251,205,265,185,1291,235,2,86,645,13,390,17
Pyay,689146,2083425,N2083425E689146,43.83867453,2017,46,251,102,46,3205,353,133,220,272,223,284,202,1268,229,1,86,636,12,399,14
Taunggoo,209000,2133000,N209000E2133000,4.355291359,2010,47,246,101,45,3222,348,128,220,267,217,279,197,1294,235,1,86,649,13,404,15
Pyay,791791,2088517,N2088517E791791,16.26764496,2017,46,233,99,45,3183,334,117,217,252,205,266,185,1295,236,2,86,647,13,392,17
Pyay,793843,2088532,N2088532E793843,93.74354757,2017,46,239,100,45,3219,341,122,219,258,210,271,190,1267,228,1,86,629,12,390,16
Pyay,797954,2088563,N2088563E797954,34.06234697,2017,46,229,98,45,3199,330,113,217,248,201,262,181,1286,234,2,86,641,13,387,17
Taunggoo,209000,2065000,N209000E2065000,448.3934794,2010,47,241,100,45,3212,343,123,220,259,212,273,192,1267,228,1,86,629,13,392,15
Taunggoo,209000,2067000,N209000E2067000,222.9611887,2010,47,227,98,45,3162,328,112,216,246,200,260,180,1298,237,2,86,648,13,389,17
Taunggoo,209000,2195000,N209000E2195000,49.43512301,2010,47,237,100,45,3230,339,120,219,256,208,269,188,1269,229,1,86,630,12,390,16
Taunggoo,209000,2063000,N209000E2063000,242.5763502,2010,47,234,99,45,3159,335,119,216,252,206,266,186,1294,235,2,86,645,14,394,17
Taunggoo,209000,2193000,N209000E2193000,54.53834446,2010,47,231,99,45,3148,332,116,216,249,204,263,184,1308,239,2,86,654,14,395,17
Pyay,680802,2093587,N2093587E680802,84.6043275,2017,46,229,98,45,3155,330,114,216,248,202,261,182,1320,242,2,86,661,14,398,17
Pyay,682855,2093614,N2093614E682855,118.0558834,2017,46,237,100,45,3200,339,120,219,255,208,269,188,1276,230,1,86,633,13,392,16
Pyay,799968,2094733,N2094733E799968,142.4908677,2017,46,234,99,45,3159,334,118,216,252,205,266,186,1313,240,2,86,657,14,400,17
Taunggoo,211000,2113000,N211000E2113000,19.16525883,2010,47,242,101,45,3226,344,124,220,264,213,275,193,1347,248,2,86,679,15,418,16
Thayet,677000,2113000,N2113000E677000,301.3657996,2013,46,246,101,45,3258,348,127,221,267,216,279,196,1350,250,2,87,684,15,421,15
Thayet,673000,2121000,N2121000E673000,140.6221056,2013,46,246,101,45,3253,349,128,221,268,216,279,197,1369,255,2,87,697,15,427,15
Thayet,673000,2117000,N2117000E673000,34.13719103,2013,46,233,99,45,3202,333,116,217,255,204,265,184,1362,251,2,87,685,15,417,17
Thayet,675000,2121000,N2121000E675000,288.7379669,2013,46,239,100,45,3259,341,121,220,262,209,272,190,1355,250,2,87,682,15,419,16
Thayet,675000,2117000,N2117000E675000,286.9158843,2013,46,242,101,45,3271,344,123,221,264,212,275,192,1337,246,2,87,672,15,415,16
Thayet,681000,2113000,N2113000E681000,60.88883784,2013,46,240,101,45,3253,342,121,221,262,210,273,191,1334,245,2,86,669,15,413,16
Thayet,679000,2113000,N2113000E679000,165.4967819,2013,46,230,99,45,3212,329,113,216,249,201,262,181,1364,251,2,87,686,14,416,17
Taunggoo,211000,2115000,N211000E2115000,18.0040518,2010,47,230,99,45,3190,330,113,217,249,201,262,181,1358,250,2,86,683,14,414,17
Thayet,675000,2111000,N2111000E675000,174.6238992,2013,46,240,101,45,3238,342,122,220,259,210,273,191,1328,243,2,87,666,15,411,16
Taunggoo,211000,2055000,N211000E2055000,24.0265958,2010,47,242,101,45,3263,345,124,221,261,213,275,192,1320,241,2,86,661,15,410,16
Thayet,677000,2109000,N2109000E677000,234.0504235,2013,46,230,99,45,3165,331,114,217,249,202,262,182,1345,247,2,86,675,14,409,17
Taunggoo,211000,2053000,N211000E2053000,55.10663684,2010,47,230,99,45,3189,330,113,217,249,201,262,182,1352,249,2,87,679,14,412,17
Thayet,693000,2101000,N2101000E693000,229.9420793,2013,46,246,101,45,3261,349,128,221,268,217,279,196,1317,241,1,87,663,14,411,15
Pyay,787636,2099655,N2099655E787636,22.31597844,2017,46,250,102,45,3229,353,131,222,271,220,283,201,1307,240,1,87,659,14,410,14
Pyay,799955,2096791,N2096791E799955,53.64967852,2017,46,232,99,45,3168,333,116,217,250,204,265,184,1320,241,2,86,660,14,402,17
Pyay,682803,2097721,N2097721E682803,81.46001964,2017,46,233,99,45,3207,334,116,218,252,204,265,184,1293,234,2,86,643,14,394,17
Pyay,684856,2097748,N2097748E684856,42.70596975,2017,46,214,96,45,3148,312,100,212,233,187,246,167,1360,252,2,86,682,14,401,19
Taunggoo,210000,2083000,N210000E2083000,110.367445,2010,47,214,96,45,3171,312,99,213,233,186,246,166,1362,252,2,86,683,14,403,19
Thayet,684000,2100000,N2100000E684000,214.2591541,2013,46,236,100,45,3217,338,119,219,255,207,268,187,1290,233,2,86,641,14,396,17
Pyay,791692,2102905,N2102905E791692,160.8107651,2017,46,243,101,45,3237,346,124,222,262,214,276,194,1282,232,1,86,638,13,399,15
Pyay,793747,2102919,N2102919E793747,25.04383329,2017,46,230,99,45,3205,331,113,218,248,201,262,181,1301,236,2,86,648,14,395,17
Pyay,795804,2102933,N2102933E795804,40.35563385,2017,46,226,99,45,3223,326,109,217,245,197,258,177,1308,238,2,86,651,13,395,17
Pyay,686911,2097774,N2097774E686911,114.6513644,2017,46,214,96,45,3184,312,99,213,227,186,246,166,1351,250,2,86,678,14,398,19
Thayet,683000,2099000,N2099000E683000,220.8882282,2013,46,221,98,45,3169,320,105,215,233,193,253,173,1318,241,2,86,658,13,394,18
Thayet,677000,2101000,N2101000E677000,208.1241444,2013,46,237,101,45,3263,340,118,222,256,207,270,187,1250,226,1,85,616,12,387,15
Pyay,797870,2100883,N2100883E797870,153.4935492,2017,46,237,101,45,3263,340,118,222,256,207,270,187,1250,226,1,85,616,12,387,15
Thayet,689000,2101000,N2101000E689000,234.599512,2013,46,240,102,45,3246,343,121,222,259,211,273,191,1241,224,1,86,611,12,386,14
Thayet,681000,2103000,N2103000E681000,398.2519393,2013,46,221,98,45,3190,320,105,215,240,193,252,172,1328,242,2,86,662,13,398,18
Pyay,797847,2105003,N2105003E797847,66.89962696,2017,46,241,102,45,3251,344,122,222,261,212,274,192,1246,225,1,86,614,13,388,15
Pyay,791664,2107018,N2107018E791664,46.47622092,2017,46,236,101,45,3267,338,117,221,255,206,269,186,1266,229,1,86,626,13,390,15
