Plot_names,EAST,NORTH,Year,District,Township,Zone
N198000E1989999,198000,1989999,2011,Thayarwaddy,Letpadan,47
N198000E1992000,198000,1992000,2011,Thayarwaddy,Letpadan,47
N198000E1995978,198000,1995978,2011,Thayarwaddy,Letpadan,47
N198009E2002016,198009,2002016,2011,Thayarwaddy,Letpadan,47
N198028E1993997,198028,1993997,2011,Thayarwaddy,Letpadan,47
N199000E2041000,199000,2041000,2010,Taunggoo,Phyu,47
N199000E2045000,199000,2045000,2010,Taunggoo,Phyu,47
N199000E2047000,199000,2047000,2010,Taunggoo,Phyu,47
N199000E2049000,199000,2049000,2010,Taunggoo,Phyu,47
N199000E2053000,199000,2053000,2010,Taunggoo,Phyu,47
N199000E2055000,199000,2055000,2010,Taunggoo,Phyu,47
N199000E2057000,199000,2057000,2010,Taunggoo,Phyu,47
N199000E2059000,199000,2059000,2010,Taunggoo,Phyu,47
N199000E2061000,199000,2061000,2010,Taunggoo,Phyu,47
N199000E2063000,199000,2063000,2010,Taunggoo,Phyu,47
N199000E2065000,199000,2065000,2010,Taunggoo,Phyu,47
N199000E2067000,199000,2067000,2010,Taunggoo,Phyu,47
N199000E2069000,199000,2069000,2010,Taunggoo,Phyu,47
N199000E2071000,199000,2071000,2010,Taunggoo,Phyu,47
N199000E2073000,199000,2073000,2010,Taunggoo,Oktwin,47
N199000E2075000,199000,2075000,2010,Taunggoo,Oktwin,47
N199000E2077000,199000,2077000,2010,Taunggoo,Oktwin,47
N199000E2079000,199000,2079000,2010,Taunggoo,Oktwin,47
N199000E2081000,199000,2081000,2010,Taunggoo,Oktwin,47
N199000E2083000,199000,2083000,2010,Taunggoo,Oktwin,47
N199000E2085000,199000,2085000,2010,Taunggoo,Oktwin,47
N199000E2087000,199000,2087000,2010,Taunggoo,Oktwin,47
N199000E2091000,199000,2091000,2010,Taunggoo,Taunggoo,47
N199000E2093000,199000,2093000,2010,Taunggoo,Taunggoo,47
N199000E2097000,199000,2097000,2010,Taunggoo,Taunggoo,47
N199000E2099000,199000,2099000,2010,Taunggoo,Taunggoo,47
N199000E2103000,199000,2103000,2010,Taunggoo,Taunggoo,47
N199000E2107000,199000,2107000,2010,Taunggoo,Taunggoo,47
N199000E2119000,199000,2119000,2010,Taunggoo,Yedashe,47
N199000E2121000,199000,2121000,2010,Taunggoo,Yedashe,47
N199000E2125000,199000,2125000,2010,Taunggoo,Yedashe,47
N199000E2135000,199000,2135000,2010,Taunggoo,Yedashe,47
N199000E2137000,199000,2137000,2010,Taunggoo,Yedashe,47
N199000E2141000,199000,2141000,2010,Taunggoo,Yedashe,47
N199000E2143000,199000,2143000,2010,Taunggoo,Yedashe,47
N199000E2145000,199000,2145000,2010,Taunggoo,Yedashe,47
N199000E2147000,199000,2147000,2010,Taunggoo,Yedashe,47
N199091E2133057,199091,2133057,2010,Taunggoo,Yedashe,47
N199968E1999999,199968,1999999,2011,Thayarwaddy,Letpadan,47
N199981E1997953,199981,1997953,2011,Thayarwaddy,Letpadan,47
N199997E1996014,199997,1996014,2011,Thayarwaddy,Letpadan,47
N199998E1992000,199998,1992000,2011,Thayarwaddy,Letpadan,47
N199999E1990000,199999,1990000,2011,Thayarwaddy,Letpadan,47
N200012E1994025,200012,1994025,2011,Thayarwaddy,Letpadan,47
N200139E2002051,200139,2002051,2011,Thayarwaddy,Letpadan,47
N200194E2003964,200194,2003964,2011,Thayarwaddy,Letpadan,47
N201000E2041000,201000,2041000,2010,Taunggoo,Phyu,47
N201000E2043000,201000,2043000,2010,Taunggoo,Phyu,47
N201000E2045000,201000,2045000,2010,Taunggoo,Phyu,47
N201000E2047000,201000,2047000,2010,Taunggoo,Phyu,47
N201000E2049000,201000,2049000,2010,Taunggoo,Phyu,47
N201000E2051000,201000,2051000,2010,Taunggoo,Phyu,47
N201000E2055000,201000,2055000,2010,Taunggoo,Phyu,47
N201000E2057000,201000,2057000,2010,Taunggoo,Phyu,47
N201000E2059000,201000,2059000,2010,Taunggoo,Phyu,47
N201000E2061000,201000,2061000,2010,Taunggoo,Phyu,47
N201000E2063000,201000,2063000,2010,Taunggoo,Phyu,47
N201000E2065000,201000,2065000,2010,Taunggoo,Phyu,47
N201000E2067000,201000,2067000,2010,Taunggoo,Phyu,47
N201000E2069000,201000,2069000,2010,Taunggoo,Phyu,47
N201000E2071000,201000,2071000,2010,Taunggoo,Phyu,47
N201000E2073000,201000,2073000,2010,Taunggoo,Oktwin,47
N201000E2075000,201000,2075000,2010,Taunggoo,Oktwin,47
N201000E2077000,201000,2077000,2010,Taunggoo,Oktwin,47
N201000E2079000,201000,2079000,2010,Taunggoo,Oktwin,47
N201000E2081000,201000,2081000,2010,Taunggoo,Oktwin,47
N201000E2085000,201000,2085000,2010,Taunggoo,Oktwin,47
N201000E2087000,201000,2087000,2010,Taunggoo,Oktwin,47
N201000E2091000,201000,2091000,2010,Taunggoo,Taunggoo,47
N201000E2093000,201000,2093000,2010,Taunggoo,Taunggoo,47
N201000E2095000,201000,2095000,2010,Taunggoo,Taunggoo,47
N201000E2097000,201000,2097000,2010,Taunggoo,Taunggoo,47
N201000E2099000,201000,2099000,2010,Taunggoo,Taunggoo,47
N201000E2101000,201000,2101000,2010,Taunggoo,Taunggoo,47
N201000E2105000,201000,2105000,2010,Taunggoo,Taunggoo,47
N201000E2109000,201000,2109000,2010,Taunggoo,Taunggoo,47
N201000E2111000,201000,2111000,2010,Taunggoo,Taunggoo,47
N201000E2121000,201000,2121000,2010,Taunggoo,Yedashe,47
N201000E2123000,201000,2123000,2010,Taunggoo,Yedashe,47
N201000E2131000,201000,2131000,2010,Taunggoo,Yedashe,47
N201000E2133000,201000,2133000,2010,Taunggoo,Yedashe,47
N201000E2135000,201000,2135000,2010,Taunggoo,Yedashe,47
N201000E2137000,201000,2137000,2010,Taunggoo,Yedashe,47
N201000E2139000,201000,2139000,2010,Taunggoo,Yedashe,47
N201000E2141000,201000,2141000,2010,Taunggoo,Yedashe,47
N201000E2143000,201000,2143000,2010,Taunggoo,Yedashe,47
N201000E2151000,201000,2151000,2010,Taunggoo,Yedashe,47
N201957E1994022,201957,1994022,2011,Thayarwaddy,Letpadan,47
N201998E1990001,201998,1990001,2011,Thayarwaddy,Letpadan,47
N201998E1996010,201998,1996010,2011,Thayarwaddy,Letpadan,47
N202002E1991998,202002,1991998,2011,Thayarwaddy,Letpadan,47
N202008E2002021,202008,2002021,2011,Thayarwaddy,Letpadan,47
N202009E2000011,202009,2000011,2011,Thayarwaddy,Letpadan,47
N202081E1998001,202081,1998001,2011,Thayarwaddy,Letpadan,47
N203000E2041000,203000,2041000,2010,Taunggoo,Phyu,47
N203000E2043000,203000,2043000,2010,Taunggoo,Phyu,47
N203000E2045000,203000,2045000,2010,Taunggoo,Phyu,47
N203000E2047000,203000,2047000,2010,Taunggoo,Phyu,47
N203000E2049000,203000,2049000,2010,Taunggoo,Phyu,47
N203000E2051000,203000,2051000,2010,Taunggoo,Phyu,47
N203000E2053000,203000,2053000,2010,Taunggoo,Phyu,47
N203000E2057000,203000,2057000,2010,Taunggoo,Phyu,47
N203000E2059000,203000,2059000,2010,Taunggoo,Phyu,47
N203000E2061000,203000,2061000,2010,Taunggoo,Phyu,47
N203000E2063000,203000,2063000,2010,Taunggoo,Phyu,47
N203000E2065000,203000,2065000,2010,Taunggoo,Phyu,47
N203000E2067000,203000,2067000,2010,Taunggoo,Phyu,47
N203000E2069000,203000,2069000,2010,Taunggoo,Phyu,47
N203000E2071000,203000,2071000,2010,Taunggoo,Oktwin,47
N203000E2073000,203000,2073000,2010,Taunggoo,Oktwin,47
N203000E2075000,203000,2075000,2010,Taunggoo,Oktwin,47
N203000E2079000,203000,2079000,2010,Taunggoo,Oktwin,47
N203000E2083000,203000,2083000,2010,Taunggoo,Oktwin,47
N203000E2085000,203000,2085000,2010,Taunggoo,Oktwin,47
N203000E2089000,203000,2089000,2010,Taunggoo,Taunggoo,47
N203000E2091000,203000,2091000,2010,Taunggoo,Taunggoo,47
N203000E2093000,203000,2093000,2010,Taunggoo,Taunggoo,47
N203000E2095000,203000,2095000,2010,Taunggoo,Taunggoo,47
N203000E2099000,203000,2099000,2010,Taunggoo,Taunggoo,47
N203000E2101000,203000,2101000,2010,Taunggoo,Taunggoo,47
N203000E2103000,203000,2103000,2010,Taunggoo,Taunggoo,47
N203000E2105000,203000,2105000,2010,Taunggoo,Taunggoo,47
N203000E2109000,203000,2109000,2010,Taunggoo,Taunggoo,47
N203000E2111000,203000,2111000,2010,Taunggoo,Taunggoo,47
N203000E2113000,203000,2113000,2010,Taunggoo,Taunggoo,47
N203000E2115000,203000,2115000,2010,Taunggoo,Taunggoo,47
N203000E2117000,203000,2117000,2010,Taunggoo,Taunggoo,47
N203000E2133000,203000,2133000,2010,Taunggoo,Yedashe,47
N203000E2135000,203000,2135000,2010,Taunggoo,Yedashe,47
N203000E2137000,203000,2137000,2010,Taunggoo,Yedashe,47
N203000E2147000,203000,2147000,2010,Taunggoo,Yedashe,47
N203000E2149000,203000,2149000,2010,Taunggoo,Yedashe,47
N205000E2039000,205000,2039000,2010,Taunggoo,Phyu,47
N205000E2041000,205000,2041000,2010,Taunggoo,Phyu,47
N205000E2043000,205000,2043000,2010,Taunggoo,Phyu,47
N205000E2045000,205000,2045000,2010,Taunggoo,Phyu,47
N205000E2047000,205000,2047000,2010,Taunggoo,Phyu,47
N205000E2049000,205000,2049000,2010,Taunggoo,Phyu,47
N205000E2051000,205000,2051000,2010,Taunggoo,Phyu,47
N205000E2053000,205000,2053000,2010,Taunggoo,Phyu,47
N205000E2055000,205000,2055000,2010,Taunggoo,Phyu,47
N205000E2057000,205000,2057000,2010,Taunggoo,Phyu,47
N205000E2059000,205000,2059000,2010,Taunggoo,Phyu,47
N205000E2061000,205000,2061000,2010,Taunggoo,Phyu,47
N205000E2063000,205000,2063000,2010,Taunggoo,Phyu,47
N205000E2065000,205000,2065000,2010,Taunggoo,Phyu,47
N205000E2067000,205000,2067000,2010,Taunggoo,Phyu,47
N205000E2069000,205000,2069000,2010,Taunggoo,Phyu,47
N205000E2071000,205000,2071000,2010,Taunggoo,Oktwin,47
N205000E2073000,205000,2073000,2010,Taunggoo,Oktwin,47
N205000E2075000,205000,2075000,2010,Taunggoo,Oktwin,47
N205000E2085000,205000,2085000,2010,Taunggoo,Oktwin,47
N205000E2091000,205000,2091000,2010,Taunggoo,Taunggoo,47
N205000E2093000,205000,2093000,2010,Taunggoo,Taunggoo,47
N205000E2095000,205000,2095000,2010,Taunggoo,Taunggoo,47
N205000E2099000,205000,2099000,2010,Taunggoo,Taunggoo,47
N205000E2105000,205000,2105000,2010,Taunggoo,Taunggoo,47
N205000E2111000,205000,2111000,2010,Taunggoo,Taunggoo,47
N205000E2115000,205000,2115000,2010,Taunggoo,Taunggoo,47
N205000E2133000,205000,2133000,2010,Taunggoo,Yedashe,47
N205000E2135000,205000,2135000,2010,Taunggoo,Yedashe,47
N205000E2137000,205000,2137000,2010,Taunggoo,Yedashe,47
N207000E2039000,207000,2039000,2010,Taunggoo,Phyu,47
N207000E2041000,207000,2041000,2010,Taunggoo,Phyu,47
N207000E2043000,207000,2043000,2010,Taunggoo,Phyu,47
N207000E2045000,207000,2045000,2010,Taunggoo,Phyu,47
N207000E2047000,207000,2047000,2010,Taunggoo,Phyu,47
N207000E2049000,207000,2049000,2010,Taunggoo,Phyu,47
N207000E2051000,207000,2051000,2010,Taunggoo,Phyu,47
N207000E2055000,207000,2055000,2010,Taunggoo,Phyu,47
N207000E2057000,207000,2057000,2010,Taunggoo,Phyu,47
N207000E2061000,207000,2061000,2010,Taunggoo,Phyu,47
N207000E2063000,207000,2063000,2010,Taunggoo,Phyu,47
N207000E2065000,207000,2065000,2010,Taunggoo,Phyu,47
N207000E2067000,207000,2067000,2010,Taunggoo,Phyu,47
N207000E2069000,207000,2069000,2010,Taunggoo,Phyu,47
N207000E2071000,207000,2071000,2010,Taunggoo,Oktwin,47
N207000E2073000,207000,2073000,2010,Taunggoo,Oktwin,47
N207000E2075000,207000,2075000,2010,Taunggoo,Oktwin,47
N207000E2077000,207000,2077000,2010,Taunggoo,Oktwin,47
N207000E2081000,207000,2081000,2010,Taunggoo,Oktwin,47
N207000E2083000,207000,2083000,2010,Taunggoo,Oktwin,47
N207000E2089000,207000,2089000,2010,Taunggoo,Oktwin,47
N207000E2091000,207000,2091000,2010,Taunggoo,Oktwin,47
N207000E2095000,207000,2095000,2010,Taunggoo,Taunggoo,47
N207000E2097000,207000,2097000,2010,Taunggoo,Taunggoo,47
N207000E2103000,207000,2103000,2010,Taunggoo,Taunggoo,47
N207000E2105000,207000,2105000,2010,Taunggoo,Taunggoo,47
N207000E2109000,207000,2109000,2010,Taunggoo,Taunggoo,47
N207000E2137000,207000,2137000,2010,Taunggoo,Yedashe,47
N207000E2155000,207000,2155000,2010,Taunggoo,Yedashe,47
N207000E2193000,207000,2193000,2010,Taunggoo,Taunggoo,47
N208000E2085000,208000,2085000,2010,Taunggoo,Oktwin,47
N209000E2037000,209000,2037000,2010,Taunggoo,Phyu,47
N209000E2039000,209000,2039000,2010,Taunggoo,Phyu,47
N209000E2041000,209000,2041000,2010,Taunggoo,Phyu,47
N209000E2043000,209000,2043000,2010,Taunggoo,Phyu,47
N209000E2045000,209000,2045000,2010,Taunggoo,Phyu,47
N209000E2047000,209000,2047000,2010,Taunggoo,Phyu,47
N209000E2049000,209000,2049000,2010,Taunggoo,Phyu,47
N209000E2051000,209000,2051000,2010,Taunggoo,Phyu,47
N209000E2053000,209000,2053000,2010,Taunggoo,Phyu,47
N209000E2055000,209000,2055000,2010,Taunggoo,Phyu,47
N209000E2061000,209000,2061000,2010,Taunggoo,Phyu,47
N209000E2063000,209000,2063000,2010,Taunggoo,Phyu,47
N209000E2065000,209000,2065000,2010,Taunggoo,Phyu,47
N209000E2067000,209000,2067000,2010,Taunggoo,Phyu,47
N209000E2069000,209000,2069000,2010,Taunggoo,Oktwin,47
N209000E2071000,209000,2071000,2010,Taunggoo,Oktwin,47
N209000E2075000,209000,2075000,2010,Taunggoo,Oktwin,47
N209000E2077000,209000,2077000,2010,Taunggoo,Oktwin,47
N209000E2083000,209000,2083000,2010,Taunggoo,Oktwin,47
N209000E2085000,209000,2085000,2010,Taunggoo,Oktwin,47
N209000E2087000,209000,2087000,2010,Taunggoo,Oktwin,47
N209000E2089000,209000,2089000,2010,Taunggoo,Oktwin,47
N209000E2091000,209000,2091000,2010,Taunggoo,Oktwin,47
N209000E2097000,209000,2097000,2010,Taunggoo,Taunggoo,47
N209000E2103000,209000,2103000,2010,Taunggoo,Taunggoo,47
N209000E2105000,209000,2105000,2010,Taunggoo,Taunggoo,47
N209000E2113000,209000,2113000,2010,Taunggoo,Taunggoo,47
N209000E2131000,209000,2131000,2010,Taunggoo,Yedashe,47
N209000E2133000,209000,2133000,2010,Taunggoo,Yedashe,47
N209000E2193000,209000,2193000,2010,Taunggoo,Taunggoo,47
N209000E2195000,209000,2195000,2010,Taunggoo,Taunggoo,47
N210000E2083000,210000,2083000,2010,Taunggoo,Oktwin,47
N211000E2039000,211000,2039000,2010,Taunggoo,Phyu,47
N211000E2043000,211000,2043000,2010,Taunggoo,Phyu,47
N211000E2051000,211000,2051000,2010,Taunggoo,Phyu,47
N211000E2053000,211000,2053000,2010,Taunggoo,Phyu,47
N211000E2055000,211000,2055000,2010,Taunggoo,Phyu,47
N211000E2057000,211000,2057000,2010,Taunggoo,Phyu,47
N211000E2061000,211000,2061000,2010,Taunggoo,Phyu,47
N211000E2063000,211000,2063000,2010,Taunggoo,Phyu,47
N211000E2065000,211000,2065000,2010,Taunggoo,Phyu,47
N211000E2067000,211000,2067000,2010,Taunggoo,Phyu,47
N211000E2069000,211000,2069000,2010,Taunggoo,Oktwin,47
N211000E2071000,211000,2071000,2010,Taunggoo,Oktwin,47
N211000E2073000,211000,2073000,2010,Taunggoo,Oktwin,47
N211000E2081000,211000,2081000,2010,Taunggoo,Oktwin,47
N211000E2101000,211000,2101000,2010,Taunggoo,Taunggoo,47
N211000E2111000,211000,2111000,2010,Taunggoo,Taunggoo,47
N211000E2113000,211000,2113000,2010,Taunggoo,Taunggoo,47
N211000E2115000,211000,2115000,2010,Taunggoo,Taunggoo,47
N213000E2043000,213000,2043000,2010,Taunggoo,Phyu,47
N213000E2049000,213000,2049000,2010,Taunggoo,Phyu,47
N213000E2051000,213000,2051000,2010,Taunggoo,Phyu,47
N213000E2053000,213000,2053000,2010,Taunggoo,Phyu,47
N213000E2055000,213000,2055000,2010,Taunggoo,Phyu,47
N213000E2061000,213000,2061000,2010,Taunggoo,Phyu,47
N213000E2063000,213000,2063000,2010,Taunggoo,Phyu,47
N213000E2065000,213000,2065000,2010,Taunggoo,Phyu,47
N213000E2067000,213000,2067000,2010,Taunggoo,Oktwin,47
N213000E2069000,213000,2069000,2010,Taunggoo,Oktwin,47
N213000E2071000,213000,2071000,2010,Taunggoo,Oktwin,47
N213000E2073000,213000,2073000,2010,Taunggoo,Oktwin,47
N213000E2075000,213000,2075000,2010,Taunggoo,Oktwin,47
N213000E2077000,213000,2077000,2010,Taunggoo,Oktwin,47
N213000E2079000,213000,2079000,2010,Taunggoo,Oktwin,47
N213000E2081000,213000,2081000,2010,Taunggoo,Oktwin,47
N213000E2111000,213000,2111000,2010,Taunggoo,Taunggoo,47
N215000E2037000,215000,2037000,2010,Taunggoo,Phyu,47
N215000E2049000,215000,2049000,2010,Taunggoo,Phyu,47
N215000E2051000,215000,2051000,2010,Taunggoo,Phyu,47
N215000E2053000,215000,2053000,2010,Taunggoo,Phyu,47
N215000E2055000,215000,2055000,2010,Taunggoo,Phyu,47
N215000E2057000,215000,2057000,2010,Taunggoo,Phyu,47
N215000E2059000,215000,2059000,2010,Taunggoo,Phyu,47
N215000E2063000,215000,2063000,2010,Taunggoo,Phyu,47
N215000E2065000,215000,2065000,2010,Taunggoo,Phyu,47
N215000E2067000,215000,2067000,2010,Taunggoo,Phyu,47
N215000E2069000,215000,2069000,2010,Taunggoo,Oktwin,47
N215000E2071000,215000,2071000,2010,Taunggoo,Oktwin,47
N215000E2073000,215000,2073000,2010,Taunggoo,Oktwin,47
N215000E2075000,215000,2075000,2010,Taunggoo,Oktwin,47
N215000E2077000,215000,2077000,2010,Taunggoo,Oktwin,47
N217000E2041000,217000,2041000,2010,Taunggoo,Phyu,47
N217000E2045000,217000,2045000,2010,Taunggoo,Phyu,47
N217000E2047000,217000,2047000,2010,Taunggoo,Phyu,47
N217000E2051000,217000,2051000,2010,Taunggoo,Phyu,47
N217000E2053000,217000,2053000,2010,Taunggoo,Phyu,47
N217000E2055000,217000,2055000,2010,Taunggoo,Phyu,47
N217000E2057000,217000,2057000,2010,Taunggoo,Phyu,47
N217000E2059000,217000,2059000,2010,Taunggoo,Phyu,47
N217000E2061000,217000,2061000,2010,Taunggoo,Phyu,47
N217000E2063000,217000,2063000,2010,Taunggoo,Phyu,47
N217000E2065000,217000,2065000,2010,Taunggoo,Phyu,47
N217000E2067000,217000,2067000,2010,Taunggoo,Phyu,47
N217000E2069000,217000,2069000,2010,Taunggoo,Phyu,47
N217000E2071000,217000,2071000,2010,Taunggoo,Phyu,47
N217000E2073000,217000,2073000,2010,Taunggoo,Phyu,47
N217000E2075000,217000,2075000,2010,Taunggoo,Oktwin,47
N217000E2081000,217000,2081000,2010,Taunggoo,Oktwin,47
N219000E2043000,219000,2043000,2010,Taunggoo,Phyu,47
N219000E2045000,219000,2045000,2010,Taunggoo,Phyu,47
N219000E2047000,219000,2047000,2010,Taunggoo,Phyu,47
N219000E2049000,219000,2049000,2010,Taunggoo,Phyu,47
N219000E2053000,219000,2053000,2010,Taunggoo,Phyu,47
N219000E2055000,219000,2055000,2010,Taunggoo,Phyu,47
N219000E2057000,219000,2057000,2010,Taunggoo,Phyu,47
N219000E2059000,219000,2059000,2010,Taunggoo,Phyu,47
N219000E2061000,219000,2061000,2010,Taunggoo,Phyu,47
N219000E2063000,219000,2063000,2010,Taunggoo,Phyu,47
N219000E2065000,219000,2065000,2010,Taunggoo,Phyu,47
N219000E2067000,219000,2067000,2010,Taunggoo,Phyu,47
N219000E2069000,219000,2069000,2010,Taunggoo,Phyu,47
N219000E2071000,219000,2071000,2010,Taunggoo,Phyu,47
N219000E2073000,219000,2073000,2010,Taunggoo,Phyu,47
N219000E2075000,219000,2075000,2010,Taunggoo,Oktwin,47
N221000E2053000,221000,2053000,2010,Taunggoo,Phyu,47
N221000E2055000,221000,2055000,2010,Taunggoo,Phyu,47
N221000E2057000,221000,2057000,2010,Taunggoo,Phyu,47
N221000E2059000,221000,2059000,2010,Taunggoo,Phyu,47
N223000E2041000,223000,2041000,2010,Taunggoo,Phyu,47
N223000E2055000,223000,2055000,2010,Taunggoo,Phyu,47
N223000E2057000,223000,2057000,2010,Taunggoo,Phyu,47
N223000E2059000,223000,2059000,2010,Taunggoo,Phyu,47
N227000E2141000,227000,2141000,2010,Taunggoo,Yedashe,47
N229000E2143000,229000,2143000,2010,Taunggoo,Yedashe,47
N231000E2129000,231000,2129000,2010,Taunggoo,Yedashe,47
N231000E2137000,231000,2137000,2010,Taunggoo,Yedashe,47
N231000E2143000,231000,2143000,2010,Taunggoo,Yedashe,47
N233000E2127000,233000,2127000,2010,Taunggoo,Yedashe,47
N233000E2129000,233000,2129000,2010,Taunggoo,Yedashe,47
N233000E2141000,233000,2141000,2010,Taunggoo,Yedashe,47
N241000E2109000,241000,2109000,2010,Taunggoo,Taunggoo,47
N299000E2095000,299000,2095000,2010,Taunggoo,Taunggoo,47
N302000E2083000,302000,2083000,2010,Taunggoo,Oktwin,47
N306000E2087000,306000,2087000,2010,Taunggoo,Oktwin,47
N512000E2077000,512000,2077000,2010,Taunggoo,Oktwin,47
N794007E2040012,794007,2040012,2011,Thayarwaddy,Nattalin,47
N795999E1988000,795999,1988000,2011,Thayarwaddy,Minhla,47
N796000E2149000,796000,2149000,2010,Taunggoo,Yedashe,47
N796000E2151000,796000,2151000,2010,Taunggoo,Yedashe,47
N796000E2153000,796000,2153000,2010,Taunggoo,Yedashe,47
N796004E2029999,796004,2029999,2011,Thayarwaddy,Gyobingauk,47
N796009E2028000,796009,2028000,2011,Thayarwaddy,Gyobingauk,47
N797939E2077926,797939,2077926,2011,Thayarwaddy,Nattalin,47
N798000E1984000,798000,1984000,2011,Thayarwaddy,Minhla,47
N798000E1996000,798000,1996000,2011,Thayarwaddy,Minhla,47
N798000E1998000,798000,1998000,2011,Thayarwaddy,Minhla,47
N798000E2024000,798000,2024000,2011,Thayarwaddy,Okpo,47
N798000E2028000,798000,2028000,2011,Thayarwaddy,Gyobingauk,47
N798000E2121000,798000,2121000,2010,Taunggoo,Yedashe,47
N798000E2123000,798000,2123000,2010,Taunggoo,Yedashe,47
N798000E2125000,798000,2125000,2010,Taunggoo,Yedashe,47
N798000E2143000,798000,2143000,2010,Taunggoo,Yedashe,47
N798000E2145000,798000,2145000,2010,Taunggoo,Yedashe,47
N798000E2147000,798000,2147000,2010,Taunggoo,Yedashe,47
N798000E2149000,798000,2149000,2010,Taunggoo,Yedashe,47
N798000E2151000,798000,2151000,2010,Taunggoo,Yedashe,47
N798001E2029997,798001,2029997,2011,Thayarwaddy,Gyobingauk,47
N799916E2062045,799916,2062045,2011,Thayarwaddy,Nattalin,47
N799981E2059986,799981,2059986,2011,Thayarwaddy,Nattalin,47
N799992E1991990,799992,1991990,2011,Thayarwaddy,Minhla,47
N800000E1982000,8.00E+05,1982000,2011,Thayarwaddy,Letpadan,47
N800000E1996000,8.00E+05,1996000,2011,Thayarwaddy,Minhla,47
N800000E2031980,8.00E+05,2031980,2011,Thayarwaddy,Gyobingauk,47
N800000E2083000,8.00E+05,2083000,2010,Taunggoo,Oktwin,47
N800000E2105000,8.00E+05,2105000,2010,Taunggoo,Taunggoo,47
N800000E2107000,8.00E+05,2107000,2010,Taunggoo,Taunggoo,47
N800000E2115000,8.00E+05,2115000,2010,Taunggoo,Taunggoo,47
N800000E2119000,8.00E+05,2119000,2010,Taunggoo,Taunggoo,47
N800000E2121000,8.00E+05,2121000,2010,Taunggoo,Yedashe,47
N800000E2123000,8.00E+05,2123000,2010,Taunggoo,Yedashe,47
N800000E2125000,8.00E+05,2125000,2010,Taunggoo,Yedashe,47
N800000E2127000,8.00E+05,2127000,2010,Taunggoo,Yedashe,47
N800000E2141000,8.00E+05,2141000,2010,Taunggoo,Yedashe,47
N800000E2143000,8.00E+05,2143000,2010,Taunggoo,Yedashe,47
N800000E2145000,8.00E+05,2145000,2010,Taunggoo,Yedashe,47
N800000E2147000,8.00E+05,2147000,2010,Taunggoo,Yedashe,47
N800000E2149000,8.00E+05,2149000,2010,Taunggoo,Yedashe,47
N800000E2151000,8.00E+05,2151000,2010,Taunggoo,Yedashe,47
N800005E1983991,800005,1983991,2011,Thayarwaddy,Minhla,47
N800017E1990038,800017,1990038,2011,Thayarwaddy,Minhla,47
N801807E2017929,801807,2017929,2011,Thayarwaddy,Okpo,47
N801910E2032055,801910,2032055,2011,Thayarwaddy,Gyobingauk,47
N801918E2062032,801918,2062032,2011,Thayarwaddy,Nattalin,47
N801939E2067931,801939,2067931,2011,Thayarwaddy,Nattalin,47
N801959E2063925,801959,2063925,2011,Thayarwaddy,Nattalin,47
N801959E2077929,801959,2077929,2011,Thayarwaddy,Nattalin,47
N801960E2069926,801960,2069926,2011,Thayarwaddy,Nattalin,47
N801965E1988001,801965,1988001,2011,Thayarwaddy,Minhla,47
N801965E2065927,801965,2065927,2011,Thayarwaddy,Nattalin,47
N801982E2075917,801982,2075917,2011,Thayarwaddy,Nattalin,47
N801995E1980002,801995,1980002,2011,Thayarwaddy,Letpadan,47
N801995E2059999,801995,2059999,2011,Thayarwaddy,Nattalin,47
N801996E2014000,801996,2014000,2011,Thayarwaddy,Okpo,47
N802000E1993995,802000,1993995,2011,Thayarwaddy,Minhla,47
N802000E1996004,802000,1996004,2011,Thayarwaddy,Minhla,47
N802000E2081000,802000,2081000,2010,Taunggoo,Phyu,47
N802000E2085000,802000,2085000,2010,Taunggoo,Oktwin,47
N802000E2091000,802000,2091000,2010,Taunggoo,Oktwin,47
N802000E2093000,802000,2093000,2010,Taunggoo,Oktwin,47
N802000E2097000,802000,2097000,2010,Taunggoo,Taunggoo,47
N802000E2099000,802000,2099000,2010,Taunggoo,Taunggoo,47
N802000E2101000,802000,2101000,2010,Taunggoo,Taunggoo,47
N802000E2103000,802000,2103000,2010,Taunggoo,Taunggoo,47
N802000E2105000,802000,2105000,2010,Taunggoo,Taunggoo,47
N802000E2107000,802000,2107000,2010,Taunggoo,Taunggoo,47
N802000E2109000,802000,2109000,2010,Taunggoo,Taunggoo,47
N802000E2111000,802000,2111000,2010,Taunggoo,Taunggoo,47
N802000E2113000,802000,2113000,2010,Taunggoo,Taunggoo,47
N802000E2115000,802000,2115000,2010,Taunggoo,Taunggoo,47
N802000E2117000,802000,2117000,2010,Taunggoo,Taunggoo,47
N802000E2119000,802000,2119000,2010,Taunggoo,Taunggoo,47
N802000E2121000,802000,2121000,2010,Taunggoo,Yedashe,47
N802000E2123000,802000,2123000,2010,Taunggoo,Yedashe,47
N802000E2125000,802000,2125000,2010,Taunggoo,Yedashe,47
N802000E2127000,802000,2127000,2010,Taunggoo,Yedashe,47
N802000E2129000,802000,2129000,2010,Taunggoo,Yedashe,47
N802000E2131000,802000,2131000,2010,Taunggoo,Yedashe,47
N802000E2133000,802000,2133000,2010,Taunggoo,Yedashe,47
N802000E2135000,802000,2135000,2010,Taunggoo,Yedashe,47
N802000E2137000,802000,2137000,2010,Taunggoo,Yedashe,47
N802000E2139000,802000,2139000,2010,Taunggoo,Yedashe,47
