Forest_type,Plot_id,Species_names,Genus,Species,Family,Dbh_cm,H_m,WD,AGB,C_Tree,BA,Lat,Long,Northing,Easting,Tenure
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,33,25,0.85,1.223648254,0.575114679,0.08552986,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Vitex_peduncularis,Vitex,peduncularis,Verbenaceae,10,15,0.565170667,0.048529681,0.02280895,0.007853982,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Diospyros_burmanica,Diospyros,burmanica,Ebenaceae,9,20,1.095,0.099763091,0.046888653,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,21,20,0.8795,0.421081913,0.197908499,0.034636059,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Pittosporum_napaulensis,Pittosporum,napaulensis,Pittosporaceae,7,15,0.6135,0.026207073,0.012317324,0.003848451,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Diospyros_burmanica,Diospyros,burmanica,Ebenaceae,9,30,1.095,0.148195483,0.069651877,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,20,0.85,0.115274098,0.054178826,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,12,20,0.85,0.136613936,0.06420855,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,25,0.85,0.143323005,0.067361812,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,12,20,0.85,0.136613936,0.06420855,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,7,15,0.8795,0.037246519,0.017505864,0.003848451,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,15,0.85,0.036026691,0.016932545,0.003848451,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,21,30,0.86,0.611966939,0.287624461,0.034636059,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,9,20,0.85,0.077913837,0.036619503,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Diospyros_burmanica,Diospyros,burmanica,Ebenaceae,15,35,1.095,0.466899914,0.219442959,0.017671459,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,8,20,0.85,0.061910579,0.029097972,0.005026548,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Vitex_limnifolia,Vitex,limnifolia,Verbenaceae,13,30,0.565170667,0.159305267,0.074873476,0.013273229,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,10,20,0.8795,0.098945153,0.046504222,0.007853982,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,21,20,0.85,0.407291433,0.191426973,0.034636059,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,8,25,0.85,0.076974883,0.036178195,0.005026548,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,12,30,0.86,0.205266317,0.096475169,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Strychnos_potatorum,Strychnos,potatorum,Loganiaceae,9,25,0.731,0.083612123,0.039297698,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Vitex_peduncularis,Vitex,peduncularis,Verbenaceae,10,12,0.565170667,0.039032221,0.018345144,0.007853982,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,11,40,0.8795,0.234421975,0.110178328,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,30,25,0.85,1.015916639,0.47748082,0.070685835,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,15,40,0.8795,0.429467137,0.201849554,0.017671459,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,32,30,0.85,1.37673717,0.64706647,0.080424772,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Xylia_xylocarpa,Xylia,xylocarpa,Mimosaceae,12,25,0.68,0.136613936,0.06420855,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,29,25,0.85,0.950863717,0.446905947,0.066051986,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,15,0.85,0.08705456,0.040915643,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Xylia_xylocarpa,Xylia,xylocarpa,Mimosaceae,6,17,0.68,0.024233333,0.011389667,0.002827433,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,8,15,0.85,0.046754634,0.021974678,0.005026548,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,10,0.85,0.058603892,0.027543829,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,30,35,0.72,1.19983819,0.563923949,0.070685835,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Dalbergia_oliveri,Dalbergia,oliveri,Fabaceae,15,40,0.8795,0.429467137,0.201849554,0.017671459,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,13.5,15,0.85,0.129838808,0.06102424,0.014313882,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,12,40,0.630496778,0.200760325,0.094357353,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Pittosporum_napaulensis,Pittosporum,napaulensis,Pittosporaceae,11,25,0.6135,0.104258159,0.049001335,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,25,0.85,0.143323005,0.067361812,0.009503318,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Lophopetalum_wallichii,Lophopetalum,wallichii,Celastraceae,14.5,25,0.427,0.125514083,0.058991619,0.016512996,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,9,30,0.7825,0.10675974,0.050177078,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,9.5,10,0.86,0.044524805,0.020926659,0.007088218,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Chionanthus_ramiflora,Chionanthus,ramiflora,Oleaceae,14,15,0.753,0.12384371,0.058206544,0.015393804,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,15,0.85,0.036026691,0.016932545,0.003848451,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Strychnos_potatorum,Strychnos,potatorum,Loganiaceae,12,15,0.731,0.089048229,0.041852668,0.011309734,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,22,30,0.85,0.662532754,0.311390394,0.038013271,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,9,20,0.85,0.077913837,0.036619503,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Strychnos_potatorum,Strychnos,potatorum,Loganiaceae,9.5,15,0.731,0.056439086,0.02652637,0.007088218,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,13,30,0.85,0.23725518,0.111509935,0.013273229,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,9.5,10,0.86,0.044524805,0.020926659,0.007088218,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,1,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,9,10,0.85,0.039610408,0.018616892,0.006361725,20.89039122,95.24977623,2311656,734032.0004,Protected_Area
Dipterocarpus_Forest,2,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,12.5,20,0.3925,0.069594704,0.032709511,0.012271846,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Xylia_xylocarpa,Xylia,xylocarpa,Mimosaceae,11,25,0.68,0.115274098,0.054178826,0.009503318,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,8,9,0.86,0.028724858,0.013500683,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,20,20,0.85,0.370291517,0.174037013,0.031415927,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,23,25,0.85,0.604797685,0.284254912,0.041547563,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,22,30,0.72,0.563444311,0.264818826,0.038013271,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,22,32,0.72,0.600077071,0.282036223,0.038013271,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,13,33,0.72,0.221441294,0.104077408,0.013273229,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,19,35,0.72,0.491936471,0.231210141,0.028352874,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,36,35,0.72,1.712712524,0.804974886,0.101787602,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,12,22,0.3925,0.070529191,0.03314872,0.011309734,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,8,15,0.651833333,0.036083535,0.016959261,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Rhus_paniculata,Rhus,paniculata,Anacardiaceae,7,15,0.627181818,0.026777346,0.012585352,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Premna_pyramidata,Premna,pyramidata,Verbenaceae,16,35,0.634,0.310675351,0.146017415,0.020106193,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,15,0.85,0.036026691,0.016932545,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,6,20,0.85,0.035308921,0.016595193,0.002827433,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Bridelia_ovata,Bridelia,ovata,Euphorbiaceae,10,30,0.6,0.10119546,0.047561866,0.007853982,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,14,30,0.7825,0.252911197,0.118868262,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,8,25,0.86,0.077858612,0.036593548,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,9,30,0.86,0.117067751,0.055021843,0.006361725,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,9,30,0.651833333,0.089323159,0.041981885,0.006361725,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,9,25,0.630496778,0.072372966,0.034015294,0.006361725,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,14,23,0.86,0.213980327,0.100570754,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,14,28,0.85,0.25632803,0.120474174,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,7,10,0.651833333,0.018717323,0.008797142,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Diospyros_burmanica,Diospyros,burmanica,Ebenaceae,13,25,1.095,0.254267069,0.119505522,0.013273229,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Rhus_paniculata,Rhus,paniculata,Anacardiaceae,13,20,0.627181818,0.11871177,0.055794532,0.013273229,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Engelhardtia_spicata,Engelhardtia,spicata,Juglandaceae,20,30,0.438666667,0.28841601,0.135555524,0.031415927,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,8,25,0.85,0.076974883,0.036178195,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Pittosporum_napaulensis,Pittosporum,napaulensis,Pittosporaceae,14,25,0.6135,0.166937327,0.078460544,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Engelhardtia_spicata,Engelhardtia,spicata,Juglandaceae,11,35,0.438666667,0.104363203,0.049050705,0.009503318,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,15,0.85,0.036026691,0.016932545,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,12,30,0.630496778,0.151613434,0.071258314,0.011309734,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Croton_roxburghianus,Croton,roxburghianus,Euphorbiaceae,9,27,0.510402667,0.063479062,0.029835159,0.006361725,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,12,9,0.85,0.062665775,0.029452914,0.011309734,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,8,15,0.85,0.046754634,0.021974678,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,14,28,0.7825,0.236441633,0.111127568,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,20,0.85,0.047705075,0.022421385,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,14,23,0.651833333,0.163267839,0.076735885,0.015393804,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,11,15,0.630496778,0.065038293,0.030567998,0.009503318,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,12,27,0.7825,0.168899597,0.07938281,0.011309734,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,25,0.85,0.143323005,0.067361812,0.009503318,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,40,45,0.3925,1.487164774,0.698967444,0.125663706,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Rhus_paniculata,Rhus,paniculata,Anacardiaceae,7,15,0.627181818,0.026777346,0.012585352,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,17,30,0.3925,0.188412283,0.088553773,0.022698007,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,39,32,0.85,2.157309359,1.013935399,0.119459061,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Pittosporum_napaulensis,Pittosporum,napaulensis,Pittosporaceae,7,15,0.6135,0.026207073,0.012317324,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Rhus_paniculata,Rhus,paniculata,Anacardiaceae,8,20,0.627181818,0.04601591,0.021627478,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,26,47,0.85,1.42273305,0.668684534,0.053092916,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,8,20,0.7825,0.057107443,0.026840498,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,11,7,0.630496778,0.030911477,0.014528394,0.009503318,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,7,18,0.651833333,0.03321924,0.015613043,0.003848451,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,2,Carissa_carandas,Carissa,carandas,Apocynaceae,8,18,0.834,0.054834104,0.025772029,0.005026548,20.89011686,95.25072347,2311627,734131.0005,Protected_Area
Dipterocarpus_Forest,3,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,23,35,0.72,0.71429026,0.335716422,0.041547563,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,9,25,0.85,0.096872111,0.045529892,0.006361725,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,6,11.88889507,0.85,0.021252855,0.009988842,0.002827433,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,12,28,0.630496778,0.141740375,0.066617976,0.011309734,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,11,20,0.651833333,0.088964379,0.041813258,0.009503318,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,18,25,0.3925,0.176312844,0.082867037,0.0254469,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,19,20,0.85,0.335011905,0.157455595,0.028352874,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,10,20,0.86,0.096803448,0.045497621,0.007853982,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,8,20,0.651833333,0.047780345,0.022456762,0.005026548,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Vitex_limnifolia,Vitex,limnifolia,Verbenaceae,8,18,0.565170667,0.037507661,0.017628601,0.005026548,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Wendlandia_tinctoria,Wendlandia,tinctoria,Rubiaceae,10,15,0.651833333,0.05577986,0.026216534,0.007853982,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,13,0.85,0.03133055,0.014725359,0.003848451,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,21,25,0.72,0.430658569,0.202409527,0.034636059,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,11,20,0.630496778,0.086121056,0.040476896,0.009503318,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,11,10,0.72,0.04983909,0.023424372,0.009503318,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,6,12,0.85,0.02144668,0.01007994,0.002827433,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,10,25,0.86,0.120358011,0.056568265,0.007853982,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,26.5,35,0.72,0.941798378,0.442645237,0.055154586,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Dipterocarpus_tuberculatus,Dipterocarpus,tuberculatus,Dipterocarpaceae,19,23,0.72,0.326546458,0.153476835,0.028352874,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Xylia_xylocarpa,Xylia,xylocarpa,Mimosaceae,9,20,0.68,0.062665775,0.029452914,0.006361725,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,17,23,0.85,0.309037085,0.14524743,0.022698007,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,18,0.85,0.043043272,0.020230338,0.003848451,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Buchanania_lanzan,Buchanania,lanzan,Anacardiaceae,6,15,0.3925,0.012543504,0.005895447,0.002827433,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,11,18,0.85,0.10400936,0.048884399,0.009503318,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,7,19,0.85,0.045375646,0.021326554,0.003848451,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Flacourtia_cataphracta,Flacourtia,cataphracta,Flacourtiaceae,23,20,0.7825,0.448697653,0.210887897,0.041547563,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_obtusa,Shorea,obtusa,Dipterocarpaceae,9,20,0.85,0.077913837,0.036619503,0.006361725,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,7,21,0.86,0.05060611,0.023784872,0.003848451,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Shorea_siamensis,Shorea,siamensis,Dipterocarpaceae,18,25,0.86,0.379111476,0.178182394,0.0254469,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,12,23,0.630496778,0.116980563,0.054980865,0.011309734,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
Dipterocarpus_Forest,3,Terminalia_crenulata,Terminalia,crenulata,Combretaceae,11,20,0.630496778,0.086121056,0.040476896,0.009503318,20.8898827,95.25204607,2311603,734269.0005,Protected_Area
