system:index,District,Districts,EAST,NORTH,New_Carbon,Old_Carbon,Plot_names,Year,Zone,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,.geo
000000000000000006d9,Taunggoo,Taunggoo,213000.0,2073000,6.66409276951436,69.65516723,N213000E2073000,2010,47,220.0,99.0,45.0,3270.0,321.0,102.0,219.0,241.0,191.0,253.0,171.0,1346.0,244.0,2.0,86.0,669.0,15.0,410.0,19.0,"{""type"":""Point"",""coordinates"":[94.37182163468846,22.628056105593277]}"
000000000000000006da,Taunggoo,Taunggoo,213000.0,2075000,5.98243239318658,68.92031383,N213000E2075000,2010,47,234.0,102.0,45.0,3332.0,338.0,114.0,224.0,255.0,203.0,268.0,184.0,1290.0,234.0,2.0,86.0,639.0,14.0,401.0,16.0,"{""type"":""Point"",""coordinates"":[94.40098415557802,22.627801936833233]}"
000000000000000006db,Taunggoo,Taunggoo,213000.0,2077000,0.119749251205841,1.686358752,N213000E2077000,2010,47,255.0,108.0,46.0,3483.0,364.0,130.0,234.0,270.0,203.0,291.0,203.0,1132.0,213.0,1.0,87.0,565.0,10.0,362.0,10.0,"{""type"":""Point"",""coordinates"":[94.66388829458809,22.625291462940137]}"
000000000000000006dc,Taunggoo,Taunggoo,213000.0,2079000,1.14037108926016,15.40867426,N213000E2079000,2010,47,251.0,106.0,45.0,3423.0,359.0,128.0,231.0,272.0,199.0,286.0,199.0,1218.0,224.0,1.0,87.0,605.0,11.0,386.0,11.0,"{""type"":""Point"",""coordinates"":[94.48871696880452,22.627021594148875]}"
000000000000000006dd,Taunggoo,Taunggoo,213000.0,2081000,3.42580049403229,38.64155528,N213000E2081000,2010,47,228.0,99.0,45.0,3201.0,327.0,111.0,216.0,250.0,198.0,260.0,179.0,1405.0,261.0,2.0,87.0,712.0,16.0,429.0,18.0,"{""type"":""Point"",""coordinates"":[94.19691339586706,22.62949193613249]}"
000000000000000006de,Taunggoo,Taunggoo,213000.0,2111000,1.92619422785282,24.5518632,N213000E2111000,2010,47,244.0,105.0,45.0,3436.0,350.0,120.0,230.0,259.0,211.0,278.0,192.0,1189.0,221.0,1.0,86.0,591.0,12.0,376.0,12.0,"{""type"":""Point"",""coordinates"":[94.57632492720158,22.62621003775715]}"
00000000000000000714,Taunggoo,Taunggoo,215000.0,2037000,0.84781770639957,11.67203342,N215000E2037000,2010,47,251.0,106.0,45.0,3457.0,359.0,127.0,232.0,272.0,199.0,287.0,199.0,1246.0,230.0,1.0,88.0,624.0,11.0,394.0,11.0,"{""type"":""Point"",""coordinates"":[94.49907100145064,22.698264651679782]}"
00000000000000000715,Taunggoo,Taunggoo,215000.0,2049000,2.43349651715913,26.5277045,N215000E2049000,2010,47,245.0,103.0,45.0,3358.0,350.0,124.0,226.0,266.0,194.0,280.0,194.0,1346.0,250.0,2.0,87.0,682.0,14.0,420.0,14.0,"{""type"":""Point"",""coordinates"":[94.32236128580364,22.7068261257024]}"
00000000000000000716,Taunggoo,Taunggoo,215000.0,2051000,13.4127741527148,136.684425,N215000E2051000,2010,47,247.0,105.0,45.0,3456.0,354.0,123.0,231.0,269.0,194.0,282.0,194.0,1229.0,228.0,1.0,87.0,611.0,11.0,389.0,11.0,"{""type"":""Point"",""coordinates"":[94.55744063424025,22.707066917159285]}"
00000000000000000717,Taunggoo,Taunggoo,215000.0,2053000,11.723908541081,122.4567797,N215000E2053000,2010,47,247.0,106.0,45.0,3454.0,355.0,124.0,231.0,269.0,195.0,282.0,195.0,1234.0,229.0,1.0,88.0,615.0,11.0,390.0,11.0,"{""type"":""Point"",""coordinates"":[94.53856971858205,22.70756633647727]}"
00000000000000000718,Taunggoo,Taunggoo,215000.0,2055000,9.32114236639999,99.76228032,N215000E2055000,2010,47,249.0,105.0,46.0,3410.0,354.0,126.0,228.0,270.0,197.0,283.0,197.0,1286.0,236.0,1.0,87.0,647.0,13.0,404.0,13.0,"{""type"":""Point"",""coordinates"":[94.4409822920274,22.708618684325884]}"
00000000000000000719,Taunggoo,Taunggoo,215000.0,2057000,7.97405586818984,85.83896134,N215000E2057000,2010,47,226.0,98.0,45.0,3221.0,325.0,109.0,216.0,249.0,197.0,258.0,177.0,1447.0,270.0,2.0,87.0,740.0,17.0,443.0,18.0,"{""type"":""Point"",""coordinates"":[94.16820570328495,22.71085269395366]}"
0000000000000000071a,Taunggoo,Taunggoo,215000.0,2059000,8.72484044375685,94.88320394,N215000E2059000,2010,47,249.0,105.0,45.0,3426.0,355.0,125.0,230.0,270.0,197.0,283.0,197.0,1275.0,234.0,1.0,87.0,640.0,12.0,402.0,12.0,"{""type"":""Point"",""coordinates"":[94.46056666385414,22.70848491129429]}"
0000000000000000071b,Taunggoo,Taunggoo,215000.0,2063000,6.67462487506893,78.61401228,N215000E2063000,2010,47,249.0,105.0,45.0,3426.0,355.0,125.0,230.0,270.0,197.0,283.0,197.0,1275.0,234.0,1.0,87.0,640.0,12.0,402.0,12.0,"{""type"":""Point"",""coordinates"":[94.46053545014678,22.708511665900605]}"
0000000000000000071c,Taunggoo,Taunggoo,215000.0,2065000,17.8581358912445,157.1952369,N215000E2065000,2010,47,233.0,101.0,45.0,3266.0,335.0,114.0,221.0,254.0,203.0,266.0,184.0,1380.0,255.0,2.0,87.0,696.0,16.0,425.0,17.0,"{""type"":""Point"",""coordinates"":[94.28531061515055,22.71004559666299]}"
0000000000000000071d,Taunggoo,Taunggoo,215000.0,2067000,28.2934548450644,238.4930759,N215000E2067000,2010,47,216.0,98.0,45.0,3236.0,315.0,100.0,215.0,239.0,187.0,248.0,167.0,1421.0,262.0,2.0,87.0,719.0,16.0,432.0,19.0,"{""type"":""Point"",""coordinates"":[94.26581096624386,22.710228419806178]}"
0000000000000000071e,Taunggoo,Taunggoo,215000.0,2069000,5.15041472987481,58.44345107,N215000E2069000,2010,47,256.0,108.0,45.0,3517.0,364.0,129.0,235.0,271.0,202.0,291.0,202.0,1155.0,218.0,1.0,87.0,575.0,10.0,370.0,10.0,"{""type"":""Point"",""coordinates"":[94.69405857231573,22.706282115373874]}"
0000000000000000071f,Taunggoo,Taunggoo,215000.0,2071000,6.97663501457807,77.19817977,N215000E2071000,2010,47,238.0,102.0,45.0,3325.0,341.0,117.0,224.0,259.0,207.0,271.0,187.0,1336.0,245.0,2.0,87.0,672.0,15.0,414.0,15.0,"{""type"":""Point"",""coordinates"":[94.3631977332511,22.70945253622288]}"
00000000000000000720,Taunggoo,Taunggoo,215000.0,2073000,7.15142342432708,78.21891437,N215000E2073000,2010,47,261.0,113.0,46.0,3763.0,370.0,125.0,245.0,279.0,223.0,298.0,203.0,902.0,167.0,1.0,84.0,436.0,9.0,306.0,11.0,"{""type"":""Point"",""coordinates"":[95.5113582861997,22.695544600037177]}"
00000000000000000721,Taunggoo,Taunggoo,215000.0,2075000,3.6180410139776,42.2716033,N215000E2075000,2010,47,223.0,99.0,45.0,3217.0,322.0,106.0,216.0,246.0,194.0,255.0,174.0,1432.0,266.0,2.0,87.0,729.0,16.0,438.0,19.0,"{""type"":""Point"",""coordinates"":[94.20737444693845,22.710759052831538]}"
00000000000000000722,Taunggoo,Taunggoo,215000.0,2077000,10.9446702764788,85.49584062,N215000E2077000,2010,47,251.0,104.0,45.0,3381.0,356.0,128.0,228.0,272.0,199.0,285.0,199.0,1336.0,249.0,2.0,88.0,679.0,14.0,418.0,14.0,"{""type"":""Point"",""coordinates"":[94.34368024794016,22.709679950376604]}"
00000000000000000766,Taunggoo,Taunggoo,217000.0,2041000,1.43003656205402,19.41666036,N217000E2041000,2010,47,213.0,97.0,45.0,3213.0,310.0,97.0,213.0,237.0,184.0,245.0,164.0,1460.0,269.0,3.0,87.0,744.0,19.0,445.0,22.0,"{""type"":""Point"",""coordinates"":[94.22767673403477,22.783099049221594]}"
00000000000000000767,Taunggoo,Taunggoo,217000.0,2045000,3.75551936236722,40.54344444,N217000E2045000,2010,47,251.0,105.0,45.0,3451.0,357.0,127.0,230.0,272.0,198.0,286.0,198.0,1330.0,247.0,2.0,89.0,677.0,13.0,417.0,13.0,"{""type"":""Point"",""coordinates"":[94.4324966227227,22.789493400132237]}"
00000000000000000768,Taunggoo,Taunggoo,217000.0,2047000,26.324577460746,196.0453929,N217000E2047000,2010,47,258.0,108.0,45.0,3544.0,368.0,131.0,237.0,281.0,204.0,294.0,204.0,1211.0,227.0,1.0,88.0,608.0,10.0,388.0,10.0,"{""type"":""Point"",""coordinates"":[94.66476227839459,22.787500181961338]}"
00000000000000000769,Taunggoo,Taunggoo,217000.0,2051000,2.85890057124917,27.7882228,N217000E2051000,2010,47,256.0,108.0,45.0,3523.0,364.0,129.0,235.0,278.0,202.0,292.0,202.0,1214.0,228.0,1.0,88.0,609.0,10.0,389.0,10.0,"{""type"":""Point"",""coordinates"":[94.65481848304542,22.787620577689786]}"
0000000000000000076a,Taunggoo,Taunggoo,217000.0,2053000,3.08470659145443,29.09065175,N217000E2053000,2010,47,242.0,103.0,45.0,3365.0,346.0,121.0,225.0,263.0,210.0,276.0,191.0,1376.0,257.0,2.0,88.0,700.0,15.0,427.0,15.0,"{""type"":""Point"",""coordinates"":[94.34447396792767,22.79082667134721]}"
0000000000000000076b,Taunggoo,Taunggoo,217000.0,2055000,8.69948123136476,90.71726101,N217000E2055000,2010,47,246.0,104.0,45.0,3400.0,351.0,123.0,228.0,267.0,194.0,281.0,194.0,1345.0,250.0,2.0,88.0,683.0,14.0,420.0,14.0,"{""type"":""Point"",""coordinates"":[94.40275887779727,22.790345088433444]}"
0000000000000000076c,Taunggoo,Taunggoo,217000.0,2057000,9.04686590533431,99.31552934,N217000E2057000,2010,47,218.0,99.0,45.0,3243.0,316.0,100.0,216.0,241.0,188.0,249.0,168.0,1433.0,264.0,2.0,87.0,728.0,17.0,439.0,20.0,"{""type"":""Point"",""coordinates"":[94.28607758053175,22.792119810652707]}"
0000000000000000076d,Taunggoo,Taunggoo,217000.0,2059000,12.2031141517476,119.3086629,N217000E2059000,2010,47,249.0,106.0,45.0,3475.0,356.0,124.0,232.0,271.0,196.0,284.0,196.0,1251.0,233.0,1.0,88.0,628.0,11.0,397.0,11.0,"{""type"":""Point"",""coordinates"":[94.586620991534,22.789453268222754]}"
0000000000000000076e,Taunggoo,Taunggoo,217000.0,2061000,12.1792187821699,128.2305792,N217000E2061000,2010,47,236.0,105.0,45.0,3468.0,342.0,112.0,230.0,251.0,203.0,271.0,184.0,1261.0,232.0,2.0,87.0,625.0,14.0,397.0,14.0,"{""type"":""Point"",""coordinates"":[94.63650495501889,22.789092081037428]}"
0000000000000000076f,Taunggoo,Taunggoo,217000.0,2063000,9.73093599807189,108.302039,N217000E2063000,2010,47,251.0,106.0,45.0,3515.0,359.0,126.0,233.0,273.0,197.0,287.0,197.0,1259.0,234.0,1.0,89.0,634.0,11.0,399.0,11.0,"{""type"":""Point"",""coordinates"":[94.57896025592419,22.79767139146425]}"
00000000000000000770,Taunggoo,Taunggoo,217000.0,2065000,6.00491135891901,55.71092626,N217000E2065000,2010,47,248.0,104.0,45.0,3395.0,353.0,125.0,228.0,268.0,196.0,282.0,196.0,1349.0,251.0,2.0,88.0,687.0,14.0,421.0,14.0,"{""type"":""Point"",""coordinates"":[94.40301750565838,22.799325717955085]}"
00000000000000000771,Taunggoo,Taunggoo,217000.0,2067000,13.4559530950071,115.7031098,N217000E2067000,2010,47,235.0,102.0,45.0,3367.0,338.0,114.0,224.0,256.0,203.0,269.0,184.0,1399.0,260.0,2.0,88.0,709.0,16.0,432.0,17.0,"{""type"":""Point"",""coordinates"":[94.32511701025469,22.800021337719418]}"
00000000000000000772,Taunggoo,Taunggoo,217000.0,2069000,33.6396387428291,287.5160963,N217000E2069000,2010,47,223.0,99.0,45.0,3275.0,322.0,104.0,218.0,246.0,192.0,255.0,173.0,1446.0,268.0,2.0,87.0,737.0,18.0,442.0,20.0,"{""type"":""Point"",""coordinates"":[94.24717192384043,22.800658989170064]}"
00000000000000000773,Taunggoo,Taunggoo,217000.0,2071000,7.97057021055677,66.95874024,N217000E2071000,2010,47,233.0,101.0,45.0,3339.0,336.0,113.0,223.0,257.0,202.0,267.0,183.0,1410.0,263.0,2.0,88.0,716.0,16.0,435.0,17.0,"{""type"":""Point"",""coordinates"":[94.30560844314586,22.80019078355945]}"
00000000000000000774,Taunggoo,Taunggoo,217000.0,2073000,13.8673264372785,137.2014405,N217000E2073000,2010,47,207.0,97.0,45.0,3208.0,304.0,91.0,213.0,231.0,178.0,239.0,158.0,1478.0,272.0,3.0,86.0,756.0,19.0,450.0,23.0,"{""type"":""Point"",""coordinates"":[94.22756079740738,22.800846271414304]}"
00000000000000000775,Taunggoo,Taunggoo,217000.0,2075000,6.69529556829228,71.41105446,N217000E2075000,2010,47,212.0,98.0,45.0,3260.0,310.0,95.0,215.0,236.0,182.0,244.0,163.0,1454.0,267.0,3.0,86.0,740.0,19.0,443.0,22.0,"{""type"":""Point"",""coordinates"":[94.26671170465663,22.80055197074478]}"
00000000000000000776,Taunggoo,Taunggoo,217000.0,2081000,2.58356079297011,30.598396,N217000E2081000,2010,47,237.0,101.0,45.0,3307.0,338.0,117.0,221.0,260.0,206.0,270.0,186.0,1459.0,276.0,2.0,88.0,751.0,17.0,450.0,17.0,"{""type"":""Point"",""coordinates"":[94.20800318018696,22.801332313429135]}"
000000000000000007aa,Taunggoo,Taunggoo,219000.0,2043000,8.68204733819573,90.0107195,N219000E2043000,2010,47,241.0,101.0,45.0,3313.0,343.0,121.0,222.0,264.0,190.0,274.0,190.0,1518.0,293.0,2.0,89.0,793.0,16.0,468.0,16.0,"{""type"":""Point"",""coordinates"":[94.17001163921161,22.891673700771946]}"
000000000000000007ab,Taunggoo,Taunggoo,219000.0,2045000,3.73206932109626,42.96360796,N219000E2045000,2010,47,255.0,107.0,45.0,3566.0,364.0,128.0,236.0,277.0,201.0,291.0,201.0,1313.0,244.0,2.0,89.0,672.0,12.0,416.0,12.0,"{""type"":""Point"",""coordinates"":[94.57947751164636,22.897109344956096]}"
000000000000000007ac,Taunggoo,Taunggoo,219000.0,2047000,7.82292114888522,71.90181,N219000E2047000,2010,47,255.0,111.0,45.0,3711.0,364.0,122.0,242.0,273.0,217.0,291.0,198.0,1068.0,197.0,1.0,85.0,518.0,11.0,357.0,12.0,"{""type"":""Point"",""coordinates"":[95.16413700537,22.89022449292958]}"
000000000000000007ad,Taunggoo,Taunggoo,219000.0,2049000,5.59603855601699,62.55912186,N219000E2049000,2010,47,252.0,113.0,45.0,3818.0,358.0,112.0,246.0,282.0,212.0,288.0,193.0,1084.0,186.0,1.0,85.0,509.0,10.0,383.0,14.0,"{""type"":""Point"",""coordinates"":[95.80701006334635,22.880178138256163]}"
000000000000000007ae,Taunggoo,Taunggoo,219000.0,2053000,1.32125450532299,14.1641557,N219000E2053000,2010,47,256.0,107.0,45.0,3534.0,364.0,130.0,234.0,278.0,202.0,292.0,202.0,1325.0,245.0,2.0,89.0,679.0,12.0,419.0,12.0,"{""type"":""Point"",""coordinates"":[94.55017675862419,22.897417022928778]}"
000000000000000007af,Taunggoo,Taunggoo,219000.0,2055000,1.83314040087074,20.97746907,N219000E2055000,2010,47,242.0,101.0,45.0,3317.0,344.0,122.0,222.0,265.0,191.0,276.0,191.0,1540.0,299.0,2.0,89.0,808.0,17.0,475.0,17.0,"{""type"":""Point"",""coordinates"":[94.14078669090733,22.901274145340015]}"
000000000000000007b0,Taunggoo,Taunggoo,219000.0,2057000,5.82092356044192,54.74578715,N219000E2057000,2010,47,233.0,100.0,45.0,3302.0,334.0,114.0,220.0,256.0,183.0,266.0,183.0,1521.0,290.0,3.0,89.0,791.0,19.0,468.0,19.0,"{""type"":""Point"",""coordinates"":[94.17024351246639,22.909412004762554]}"
000000000000000007b1,Taunggoo,Taunggoo,219000.0,2059000,2.21653574219419,21.23958282,N219000E2059000,2010,47,245.0,102.0,45.0,3323.0,347.0,125.0,222.0,268.0,194.0,278.0,194.0,1552.0,303.0,2.0,89.0,817.0,17.0,478.0,17.0,"{""type"":""Point"",""coordinates"":[94.13118624633927,22.909840078463684]}"
000000000000000007b2,Taunggoo,Taunggoo,219000.0,2061000,4.50864075329046,43.75981603,N219000E2061000,2010,47,219.0,99.0,45.0,3265.0,318.0,101.0,217.0,243.0,188.0,251.0,169.0,1496.0,279.0,3.0,87.0,772.0,20.0,459.0,21.0,"{""type"":""Point"",""coordinates"":[94.20910457814716,22.90940308656045]}"
000000000000000007b3,Taunggoo,Taunggoo,219000.0,2063000,4.12303662175193,40.47554826,N219000E2063000,2010,47,225.0,100.0,45.0,3288.0,326.0,106.0,220.0,249.0,194.0,258.0,175.0,1491.0,279.0,3.0,87.0,768.0,20.0,458.0,20.0,"{""type"":""Point"",""coordinates"":[94.22860422705388,22.909251477124624]}"
000000000000000007b4,Taunggoo,Taunggoo,219000.0,2065000,2.5700643923952,26.05316079,N219000E2065000,2010,47,208.0,97.0,45.0,3216.0,304.0,91.0,213.0,232.0,178.0,239.0,159.0,1497.0,275.0,3.0,87.0,770.0,21.0,459.0,24.0,"{""type"":""Point"",""coordinates"":[94.24810387596061,22.90909986768881]}"
000000000000000007b5,Taunggoo,Taunggoo,219000.0,2067000,1.39165432065565,16.79173914,N219000E2067000,2010,47,219.0,99.0,45.0,3276.0,318.0,101.0,217.0,243.0,188.0,251.0,169.0,1476.0,274.0,3.0,87.0,758.0,19.0,454.0,21.0,"{""type"":""Point"",""coordinates"":[94.26759906576629,22.908943799151942]}"
000000000000000007b6,Taunggoo,Taunggoo,219000.0,2069000,7.78735176471118,96.98356699,N219000E2069000,2010,47,249.0,104.0,45.0,3417.0,354.0,125.0,229.0,270.0,196.0,283.0,196.0,1428.0,274.0,2.0,89.0,740.0,14.0,442.0,14.0,"{""type"":""Point"",""coordinates"":[94.36516419681566,22.90824372028655]}"
000000000000000007b7,Taunggoo,Taunggoo,219000.0,2071000,8.71468901917094,91.9007338,N219000E2071000,2010,47,242.0,101.0,45.0,3320.0,344.0,122.0,222.0,265.0,191.0,275.0,191.0,1536.0,298.0,2.0,89.0,805.0,17.0,473.0,17.0,"{""type"":""Point"",""coordinates"":[94.15070819075123,22.90999614700055]}"
000000000000000007b8,Taunggoo,Taunggoo,219000.0,2073000,9.35515314941013,98.78055313,N219000E2073000,2010,47,242.0,101.0,45.0,3315.0,344.0,122.0,222.0,265.0,191.0,275.0,191.0,1549.0,301.0,2.0,89.0,814.0,17.0,477.0,17.0,"{""type"":""Point"",""coordinates"":[94.14109436888,22.92755608694902]}"
000000000000000007b9,Taunggoo,Taunggoo,219000.0,2075000,3.02989257056443,35.21137705,N219000E2075000,2010,47,242.0,101.0,45.0,3292.0,344.0,122.0,222.0,265.0,192.0,275.0,192.0,1564.0,305.0,2.0,89.0,824.0,17.0,482.0,17.0,"{""type"":""Point"",""coordinates"":[94.11160187451252,22.92806888357017]}"
0000000000000000081a,Taunggoo,Taunggoo,221000.0,2053000,2.31156661298657,21.4341095,N221000E2053000,2010,47,248.0,106.0,45.0,3510.0,356.0,122.0,234.0,271.0,195.0,284.0,195.0,1394.0,260.0,2.0,89.0,720.0,13.0,436.0,13.0,"{""type"":""Point"",""coordinates"":[94.58098468780244,23.032572375858727]}"
0000000000000000081b,Taunggoo,Taunggoo,221000.0,2055000,3.54805956489193,33.95577395,N221000E2055000,2010,47,251.0,107.0,45.0,3566.0,360.0,124.0,236.0,274.0,197.0,287.0,197.0,1365.0,253.0,2.0,89.0,703.0,13.0,430.0,13.0,"{""type"":""Point"",""coordinates"":[94.63957727564471,23.03197485631756]}"
0000000000000000081c,Taunggoo,Taunggoo,221000.0,2057000,2.80667994213625,30.57750532,N221000E2057000,2010,47,242.0,107.0,45.0,3615.0,350.0,114.0,236.0,266.0,206.0,279.0,187.0,1313.0,242.0,2.0,88.0,661.0,14.0,418.0,14.0,"{""type"":""Point"",""coordinates"":[94.78588484030934,23.030391875443588]}"
0000000000000000081d,Taunggoo,Taunggoo,221000.0,2059000,1.89786664988144,30.92033198,N221000E2059000,2010,47,243.0,108.0,45.0,3628.0,350.0,113.0,237.0,267.0,206.0,279.0,187.0,1260.0,231.0,1.0,87.0,626.0,12.0,408.0,13.0,"{""type"":""Point"",""coordinates"":[94.93222807778238,23.028670662436962]}"
0000000000000000086d,Taunggoo,Taunggoo,223000.0,2041000,1.6522065859933,21.50965442,N223000E2041000,2010,47,249.0,107.0,45.0,3576.0,356.0,120.0,236.0,272.0,194.0,284.0,194.0,1407.0,262.0,2.0,89.0,729.0,14.0,441.0,14.0,"{""type"":""Point"",""coordinates"":[94.64024168170167,23.104261343494972]}"
0000000000000000086e,Taunggoo,Taunggoo,223000.0,2055000,4.24028271523148,42.52507221,N223000E2055000,2010,47,248.0,103.0,45.0,3433.0,353.0,125.0,228.0,272.0,196.0,283.0,196.0,1636.0,329.0,3.0,91.0,873.0,17.0,499.0,17.0,"{""type"":""Point"",""coordinates"":[94.17222335333413,23.108528703203127]}"
0000000000000000086f,Taunggoo,Taunggoo,223000.0,2057000,2.42666633095006,29.00269046,N223000E2057000,2010,47,250.0,113.0,45.0,3814.0,356.0,110.0,246.0,280.0,209.0,285.0,191.0,1171.0,204.0,1.0,85.0,561.0,12.0,416.0,16.0,"{""type"":""Point"",""coordinates"":[95.78897299958514,23.096658576198852]}"
00000000000000000870,Taunggoo,Taunggoo,223000.0,2059000,1.07677809137192,12.87846551,N223000E2059000,2010,47,248.0,107.0,45.0,3619.0,356.0,119.0,237.0,271.0,192.0,284.0,192.0,1426.0,267.0,2.0,90.0,741.0,14.0,445.0,14.0,"{""type"":""Point"",""coordinates"":[94.61119063833848,23.113482764473503]}"
00000000000000000924,Taunggoo,Taunggoo,227000.0,2141000,0.685462508630374,9.682479848,N227000E2141000,2010,47,246.0,106.0,45.0,3583.0,353.0,118.0,235.0,269.0,191.0,282.0,191.0,1596.0,309.0,2.0,90.0,849.0,16.0,488.0,16.0,"{""type"":""Point"",""coordinates"":[94.46658199117525,23.27751525582556]}"
000000000000000009b7,Taunggoo,Taunggoo,229000.0,2143000,1.10023492774414,15.40519482,N229000E2143000,2010,47,241.0,106.0,44.0,3659.0,349.0,112.0,237.0,266.0,203.0,277.0,185.0,1621.0,307.0,3.0,90.0,862.0,19.0,498.0,19.0,"{""type"":""Point"",""coordinates"":[94.54616802677714,23.394151962080546]}"
000000000000000009ff,Taunggoo,Taunggoo,231000.0,2129000,4.75529990259845,56.97302321,N231000E2129000,2010,47,231.0,108.0,45.0,3692.0,336.0,99.0,237.0,260.0,174.0,266.0,174.0,1541.0,285.0,3.0,89.0,811.0,21.0,490.0,21.0,"{""type"":""Point"",""coordinates"":[94.88907735688818,23.44454426308554]}"
00000000000000000a00,Taunggoo,Taunggoo,231000.0,2137000,0.923280574115865,12.90130904,N231000E2137000,2010,47,236.0,108.0,45.0,3678.0,342.0,104.0,238.0,265.0,198.0,271.0,180.0,1526.0,282.0,3.0,89.0,800.0,21.0,484.0,21.0,"{""type"":""Point"",""coordinates"":[94.89904790684369,23.444432785559204]}"
00000000000000000a01,Taunggoo,Taunggoo,231000.0,2143000,2.96813317379543,38.11583118,N231000E2143000,2010,47,247.0,106.0,44.0,3656.0,355.0,117.0,238.0,272.0,191.0,282.0,191.0,1698.0,321.0,3.0,91.0,912.0,19.0,519.0,19.0,"{""type"":""Point"",""coordinates"":[94.42933066097477,23.44944927424433]}"
00000000000000000a3a,Taunggoo,Taunggoo,233000.0,2127000,0.763197152441425,10.11997465,N233000E2127000,2010,47,241.0,107.0,44.0,3716.0,348.0,109.0,239.0,267.0,184.0,276.0,184.0,1640.0,309.0,3.0,91.0,876.0,20.0,506.0,20.0,"{""type"":""Point"",""coordinates"":[94.62550435272006,23.48365057932426]}"
00000000000000000a3b,Taunggoo,Taunggoo,233000.0,2129000,2.08441066753983,27.88984974,N233000E2129000,2010,47,240.0,107.0,44.0,3713.0,347.0,108.0,239.0,266.0,183.0,275.0,183.0,1635.0,308.0,3.0,90.0,872.0,20.0,505.0,20.0,"{""type"":""Point"",""coordinates"":[94.6450798063447,23.483445460675796]}"
00000000000000000a3c,Taunggoo,Taunggoo,233000.0,2141000,2.73328095414285,35.40142024,N233000E2141000,2010,47,240.0,107.0,44.0,3700.0,347.0,109.0,238.0,267.0,183.0,275.0,183.0,1622.0,305.0,3.0,90.0,863.0,20.0,502.0,20.0,"{""type"":""Point"",""coordinates"":[94.66465971907036,23.483240342027347]}"
0000000000000000127d,Taunggoo,Taunggoo,299000.0,2095000,4.77192813436521,54.26903705,N299000E2095000,2010,47,227.0,113.0,46.0,3400.0,329.0,85.0,244.0,252.0,190.0,259.0,174.0,1439.0,265.0,2.0,82.0,703.0,16.0,474.0,22.0,"{""type"":""Point"",""coordinates"":[96.82373415364358,21.792951201202882]}"
0000000000000000127e,Taunggoo,Taunggoo,302000.0,2083000,3.35688138768796,37.72784009,N302000E2083000,2010,47,217.0,111.0,46.0,3320.0,317.0,77.0,240.0,240.0,183.0,248.0,165.0,1487.0,262.0,2.0,82.0,704.0,16.0,495.0,23.0,"{""type"":""Point"",""coordinates"":[96.55310685160892,21.789174342610615]}"
0000000000000000127f,Taunggoo,Taunggoo,306000.0,2087000,1.80666468582512,29.85682299,N306000E2087000,2010,47,218.0,113.0,46.0,3333.0,319.0,76.0,243.0,242.0,182.0,249.0,166.0,1545.0,285.0,2.0,83.0,764.0,17.0,510.0,23.0,"{""type"":""Point"",""coordinates"":[96.80429247305058,21.79270595064494]}"
00000000000000001280,Taunggoo,Taunggoo,215000.0,2077000,2.64014720055091,36.66745259,N512000E2077000,2010,47,209.0,111.0,46.0,3288.0,307.0,69.0,238.0,232.0,174.0,239.0,157.0,1586.0,283.0,2.0,82.0,756.0,18.0,528.0,25.0,"{""type"":""Point"",""coordinates"":[96.61110637901109,21.790034949113924]}"
00000000000000001539,Taunggoo,Taunggoo,241000.0,2109000,0.281348920514698,3.489318659,N241000E2109000,2010,47,237.0,109.0,45.0,3758.0,343.0,103.0,240.0,268.0,180.0,273.0,180.0,1648.0,313.0,4.0,91.0,898.0,24.0,761.0,24.0,"{""type"":""Point"",""coordinates"":[94.8824466736217,23.652320535771903]}"
00000000000000001281,Thayarwaddy,Thayarwaddy,795999.0,1988000,1.03060634482644,111.7137895,N795999E1988000,2011,46,219.0,113.0,46.0,3349.0,320.0,78.0,242.0,244.0,183.0,251.0,168.0,1535.0,285.0,2.0,83.0,764.0,17.0,505.0,23.0,"{""type"":""Point"",""coordinates"":[96.84307773401345,21.793223206367145]}"
00000000000000001285,Thayarwaddy,Thayarwaddy,796009.0,2028000,12.3837035886533,200.8074749,N796009E2028000,2011,46,203.0,111.0,46.0,3265.0,301.0,64.0,237.0,227.0,169.0,233.0,152.0,1628.0,289.0,3.0,82.0,776.0,19.0,544.0,26.0,"{""type"":""Point"",""coordinates"":[96.59176725774228,21.7898075349602]}"
00000000000000001286,Thayarwaddy,Thayarwaddy,797939.0,2077926,2.38343917279349,28.34892347,N797939E2077926,2011,46,206.0,111.0,46.0,3307.0,305.0,66.0,239.0,231.0,171.0,237.0,155.0,1642.0,299.0,3.0,83.0,805.0,19.0,545.0,26.0,"{""type"":""Point"",""coordinates"":[96.70772618063714,21.791457402349977]}"
00000000000000001287,Thayarwaddy,Thayarwaddy,798000.0,1984000,15.4874224951522,158.8758658,N798000E1984000,2011,46,209.0,111.0,46.0,3309.0,309.0,68.0,241.0,234.0,174.0,240.0,158.0,1620.0,297.0,2.0,82.0,800.0,18.0,537.0,25.0,"{""type"":""Point"",""coordinates"":[96.74640888227576,21.791988035375336]}"
