"","Plot_names","Year","District","Township","PEF_Status","Genus","Species","DBH_mm","EAST","NORTH","Zone","genusCorr","speciesCorr","familyAPG","orderAPG","DBH_cm","WD","H_m","WD_gcm3","AGB","Carbon_Mg"
"1","N181974E1971996",2011,"Thayarwaddy","Tharrawaddy","Thonze","Dalbergia","ovata",170,181974,1971996,47,
