"","Plot_names","EAST","NORTH","Year","District","Township"
"1104","N2031000E187000",187000,2031000,2012,"Bago","Kyauktaga"
"1105","N2031000E189000",189000,2031000,2012,"Bago","Kyauktaga"
"1106","N2031000E191000",191000,2031000,2012,"Bago","Kyauktaga"
"1107","N2031000E197000",197000,2031000,2012,"Bago","Kyauktaga"
"1108","N2031000E199000",199000,2031000,2012,"Bago","Kyauktaga"
"1109","N2031000E201000",201000,2031000,2012,"Bago","Kyauktaga"
"1110","N2031000E203000",203000,2031000,2012,"Bago","Kyauktaga"
"1111","N2031000E205000",205000,2031000,2012,"Bago","Kyauktaga"
"1112","N2031000E207000",207000,2031000,2012,"Bago","Kyauktaga"
"1113","N2031000E209000",209000,2031000,2012,"Bago","Kyauktaga"
"1114","N2031000E211000",211000,2031000,2012,"Bago","Kyauktaga"
"1115","N2031000E213000",213000,2031000,2012,"Bago","Kyauktaga"
"1116","N2031000E215000",215000,2031000,2012,"Bago","Kyauktaga"
"1117","N2031000E221000",221000,2031000,2012,"Bago","Kyauktaga"
"1118","N2031000E223000",223000,2031000,2012,"Bago","Kyauktaga"
"1119","N2032206E691827",691827,2032206,2017,"Pyay","Padaung"
"1120","N2033000E185000",185000,2033000,2012,"Bago","Kyauktaga"
"1121","N2033000E187000",187000,2033000,2012,"Bago","Kyauktaga"
"1122","N2033000E189000",189000,2033000,2012,"Bago","Kyauktaga"
"1123","N2033000E191000",191000,2033000,2012,"Bago","Kyauktaga"
"1124","N2033000E195000",195000,2033000,2012,"Bago","Kyauktaga"
"1125","N2033000E197000",197000,2033000,2012,"Bago","Kyauktaga"
"1126","N2033000E199000",199000,2033000,2012,"Bago","Kyauktaga"
"1127","N2033000E201000",201000,2033000,2012,"Bago","Kyauktaga"
"1128","N2033000E203000",203000,2033000,2012,"Bago","Kyauktaga"
"1129","N2033000E205000",205000,2033000,2012,"Bago","Kyauktaga"
"1130","N2033000E207000",207000,2033000,2012,"Bago","Kyauktaga"
"1131","N2033000E219000",219000,2033000,2012,"Bago","Kyauktaga"
"1132","N2033000E223000",223000,2033000,2012,"Bago","Kyauktaga"
"1133","N2034000E817000",817000,2034000,2012,"Bago","Kyauktaga"
"1134","N2034228E689755",689755,2034228,2017,"Pyay","Padaung"
"1135","N2034252E691801",691801,2034252,2017,"Pyay","Padaung"
"1136","N2034278E693849",693849,2034278,2017,"Pyay","Padaung"
"1137","N2035000E185000",185000,2035000,2012,"Bago","Kyauktaga"
"1138","N2035000E187000",187000,2035000,2012,"Bago","Kyauktaga"
"1139","N2035000E189000",189000,2035000,2012,"Bago","Kyauktaga"
"1140","N2035000E191000",191000,2035000,2012,"Bago","Kyauktaga"
"1141","N2035000E193000",193000,2035000,2012,"Bago","Kyauktaga"
"1142","N2035000E199000",199000,2035000,2012,"Bago","Kyauktaga"
"1143","N2035000E201000",201000,2035000,2012,"Bago","Kyauktaga"
"1144","N2035000E203000",203000,2035000,2012,"Bago","Kyauktaga"
"1145","N2035000E219000",219000,2035000,2012,"Bago","Kyauktaga"
"1146","N2036274E689730",689730,2036274,2017,"Pyay","Padaung"
"1147","N2036300E691777",691777,2036300,2017,"Pyay","Padaung"
"1148","N2036324E693824",693824,2036324,2017,"Pyay","Padaung"
"1149","N2036349E695872",695872,2036349,2017,"Pyay","Padaung"
"1150","N2037000E185000",185000,2037000,2012,"Bago","Kyauktaga"
"1151","N2037000E187000",187000,2037000,2012,"Bago","Kyauktaga"
"1152","N2037000E189000",189000,2037000,2012,"Bago","Kyauktaga"
"1153","N2037000E191000",191000,2037000,2012,"Bago","Kyauktaga"
"1154","N2037000E193000",193000,2037000,2012,"Bago","Kyauktaga"
"1155","N2037000E199000",199000,2037000,2012,"Bago","Kyauktaga"
"1156","N2037000E221000",221000,2037000,2012,"Bago","Kyauktaga"
"1157","N2037000E223000",223000,2037000,2012,"Bago","Kyauktaga"
"1158","N2037000E815000",815000,2037000,2012,"Bago","Kyauktaga"
"1159","N2038297E687657",687657,2038297,2017,"Pyay","Padaung"
"1160","N2038322E689705",689705,2038322,2017,"Pyay","Padaung"
"1161","N2038347E691752",691752,2038347,2017,"Pyay","Padaung"
"1162","N2038372E683799",683799,2038372,2017,"Pyay","Padaung"
"1163","N2038396E695847",695847,2038396,2017,"Pyay","Padaung"
"1164","N2038420E697894",697894,2038420,2017,"Pyay","Padaung"
"1165","N2038445E699942",699942,2038445,2017,"Pyay","Padaung"
"1166","N2038469E701990",701990,2038469,2017,"Pyay","Padaung"
"1167","N2038539E708133",708133,2038539,2017,"Pyay","Padaung"
"1168","N2038561E710181",710181,2038561,2017,"Pyay","Padaung"
"1169","N2039000E185000",185000,2039000,2012,"Bago","Kyauktaga"
"1170","N2039000E187000",187000,2039000,2012,"Bago","Kyauktaga"
"1171","N2039000E189000",189000,2039000,2012,"Bago","Kyauktaga"
"1172","N2039000E191000",191000,2039000,2012,"Bago","Kyauktaga"
"1173","N2039000E811000",811000,2039000,2012,"Bago","Kyauktaga"
"1174","N2039000E813000",813000,2039000,2012,"Bago","Kyauktaga"
"1175","N2039000E815000",815000,2039000,2012,"Bago","Kyauktaga"
"1176","N2040343E687632",687632,2040343,2017,"Pyay","Padaung"
"1177","N2040369E689679",689679,2040369,2017,"Pyay","Padaung"
"1178","N2040394E691727",691727,2040394,2017,"Pyay","Padaung"
"1179","N2040419E693775",693775,2040419,2017,"Pyay","Padaung"
"1180","N2040444E695873",695873,2040444,2017,"Pyay","Padaung"
"1181","N2040468E697871",697871,2040468,2017,"Pyay","Padaung"
"1182","N2040493E699918",699918,2040493,2017,"Pyay","Padaung"
"1183","N2040516E704967",704967,2040516,2017,"Pyay","Padaung"
"1184","N2040563E706062",706062,2040563,2017,"Pyay","Padaung"
"1185","N2040587E708110",708110,2040587,2017,"Pyay","Padaung"
"1186","N2040609E710158",710158,2040609,2017,"Pyay","Padaung"
"1187","N2040966E744978",744978,2040966,2017,"Pyay","Thegon"
"1188","N2041000E185000",185000,2041000,2012,"Bago","Kyauktaga"
"1189","N2041000E187000",187000,2041000,2012,"Bago","Kyauktaga"
"1190","N2041000E189000",189000,2041000,2012,"Bago","Kyauktaga"
"1191","N2041000E191000",191000,2041000,2012,"Bago","Kyauktaga"
"1192","N2041000E809000",809000,2041000,2012,"Bago","Kyauktaga"
"1193","N2041000E811000",811000,2041000,2012,"Bago","Kyauktaga"
"1194","N2041000E813000",813000,2041000,2012,"Bago","Kyauktaga"
"1195","N2041000E815000",815000,2041000,2012,"Bago","Kyauktaga"
"1196","N2042367E685558",685558,2042367,2017,"Pyay","Padaung"
"1197","N2042392E687606",687606,2042392,2017,"Pyay","Padaung"
"1198","N2042417E689654",689654,2042417,2017,"Pyay","Padaung"
"1199","N2042443E691702",691702,2042443,2017,"Pyay","Padaung"
"1200","N2042467E693730",693730,2042467,2017,"Pyay","Padaung"
"1201","N2042492E695799",695799,2042492,2017,"Pyay","Padaung"
"1202","N2042517E697847",697847,2042517,2017,"Pyay","Padaung"
"1203","N2043000E187000",187000,2043000,2012,"Bago","Kyauktaga"
"1204","N2043000E809000",809000,2043000,2012,"Bago","Kyauktaga"
"1205","N2043000E811000",811000,2043000,2012,"Bago","Kyauktaga"
"1206","N2043014E744962",744962,2043014,2017,"Pyay","Thegon"
"1207","N2044389E683484",683484,2044389,2017,"Pyay","Padaung"
"1208","N2044414E685533",685533,2044414,2017,"Pyay","Padaung"
"1209","N2044440E687581",687581,2044440,2017,"Pyay","Padaung"
"1210","N2044466E689629",689629,2044466,2017,"Pyay","Padaung"
"1211","N2044491E691678",691678,2044491,2017,"Pyay","Padaung"
"1212","N2044516E693725",693725,2044516,2017,"Pyay","Padaung"
"1213","N2044541E695773",695773,2044541,2017,"Pyay","Padaung"
"1214","N2044565E697822",697822,2044565,2017,"Pyay","Padaung"
"1215","N2045042E742884",742884,2045042,2017,"Pyay","Thegon"
"1216","N2046463E685507",685507,2046463,2017,"Pyay","Padaung"
"1217","N2046489E687556",687556,2046489,2017,"Pyay","Padaung"
"1218","N2046513E689604",689604,2046513,2017,"Pyay","Padaung"
"1219","N2046539E691653",691653,2046539,2017,"Pyay","Padaung"
"1220","N2046564E693700",693700,2046564,2017,"Pyay","Padaung"
"1221","N2046589E695749",695749,2046589,2017,"Pyay","Padaung"
"1222","N2046613E697798",697798,2046613,2017,"Pyay","Padaung"
"1223","N2047000E807000",807000,2047000,2012,"Bago","Kyauktaga"
"1224","N2047087E742873",742873,2047087,2017,"Pyay","Thegon"
"1225","N2048512E685482",685482,2048512,2017,"Pyay","Padaung"
"1226","N2048537E687530",687530,2048537,2017,"Pyay","Padaung"
"1227","N2048562E689579",689579,2048562,2017,"Pyay","Padaung"
"1228","N2048587E691627",691627,2048587,2017,"Pyay","Padaung"
"1229","N2048612E693676",693676,2048612,2017,"Pyay","Padaung"
"1230","N2048638E695725",695725,2048638,2017,"Pyay","Padaung"
"1231","N2048661E697773",697773,2048661,2017,"Pyay","Padaung"
"1232","N2049134E742852",742852,2049134,2017,"Pyay","Thegon"
"1233","N205000E2039000",2039000,205000,2010,"Taunggoo","Phyu"
"1234","N205000E2041000",2041000,205000,2010,"Taunggoo","Phyu"
"1235","N205000E2043000",2043000,205000,2010,"Taunggoo","Phyu"
"1236","N205000E2045000",2045000,205000,2010,"Taunggoo","Phyu"
"1237","N205000E2047000",2047000,205000,2010,"Taunggoo","Phyu"
"1238","N205000E2049000",2049000,205000,2010,"Taunggoo","Phyu"
"1239","N205000E2051000",2051000,205000,2010,"Taunggoo","Phyu"
"1240","N205000E2053000",2053000,205000,2010,"Taunggoo","Phyu"
"1241","N205000E2055000",2055000,205000,2010,"Taunggoo","Phyu"
"1242","N205000E2057000",2057000,205000,2010,"Taunggoo","Phyu"
"1243","N205000E2059000",2059000,205000,2010,"Taunggoo","Phyu"
"1244","N205000E2061000",2061000,205000,2010,"Taunggoo","Phyu"
"1245","N205000E2063000",2063000,205000,2010,"Taunggoo","Phyu"
"1246","N205000E2065000",2065000,205000,2010,"Taunggoo","Phyu"
"1247","N205000E2067000",2067000,205000,2010,"Taunggoo","Phyu"
"1248","N205000E2069000",2069000,205000,2010,"Taunggoo","Phyu"
"1249","N205000E2071000",2071000,205000,2010,"Taunggoo","Oktwin"
"1250","N205000E2073000",2073000,205000,2010,"Taunggoo","Oktwin"
"1251","N205000E2075000",2075000,205000,2010,"Taunggoo","Oktwin"
"1252","N205000E2085000",2085000,205000,2010,"Taunggoo","Oktwin"
"1253","N205000E2091000",2091000,205000,2010,"Taunggoo","Taunggoo"
"1254","N205000E2093000",2093000,205000,2010,"Taunggoo","Taunggoo"
"1255","N205000E2095000",2095000,205000,2010,"Taunggoo","Taunggoo"
"1256","N205000E2099000",2099000,205000,2010,"Taunggoo","Taunggoo"
"1257","N205000E2105000",2105000,205000,2010,"Taunggoo","Taunggoo"
"1258","N205000E2111000",2111000,205000,2010,"Taunggoo","Taunggoo"
"1259","N205000E2115000",2115000,205000,2010,"Taunggoo","Taunggoo"
"1260","N205000E2133000",2133000,205000,2010,"Taunggoo","Yedashe"
"1261","N205000E2135000",2135000,205000,2010,"Taunggoo","Yedashe"
"1262","N205000E2137000",2137000,205000,2010,"Taunggoo","Yedashe"
"1263","N2050561E685455",685455,2050561,2017,"Pyay","Padaung"
"1264","N2050586E687505",687505,2050586,2017,"Pyay","Padaung"
"1265","N2050611E689553",689553,2050611,2017,"Pyay","Padaung"
"1266","N2050636E691602",691602,2050636,2017,"Pyay","Padaung"
"1267","N2050661E693651",693651,2050661,2017,"Pyay","Padaung"
"1268","N2050687E695701",695701,2050687,2017,"Pyay","Padaung"
"1269","N2050711E697749",697749,2050711,2017,"Pyay","Padaung"
"1270","N2051189E742832",742832,2051189,2017,"Pyay","Thegon"
"1271","N2052231E693873",693873,2052231,2017,"Pyay","Padaung"
"1272","N2052635E687479",687479,2052635,2017,"Pyay","Padaung"
"1273","N2052661E689528",689528,2052661,2017,"Pyay","Padaung"
"1274","N2052666E691577",691577,2052666,2017,"Pyay","Padaung"
"1275","N2052710E693626",693626,2052710,2017,"Pyay","Padaung"
"1276","N2052735E695675",695675,2052735,2017,"Pyay","Padaung"
"1277","N2052760E697724",697724,2052760,2017,"Pyay","Padaung"
"1278","N2052784E699775",699775,2052784,2017,"Pyay","Padaung"
"1279","N2054633E683355",683355,2054633,2017,"Pyay","Padaung"
"1280","N2054658E685404",685404,2054658,2017,"Pyay","Padaung"
"1281","N2054684E687454",687454,2054684,2017,"Pyay","Padaung"
"1282","N2054710E689502",689502,2054710,2017,"Pyay","Padaung"
"1283","N2054735E691552",691552,2054735,2017,"Pyay","Padaung"
"1284","N2054760E693601",693601,2054760,2017,"Pyay","Padaung"
"1285","N2054784E695651",695651,2054784,2017,"Pyay","Padaung"
"1286","N2054809E697701",697701,2054809,2017,"Pyay","Padaung"
"1287","N2054833E699750",699750,2054833,2017,"Pyay","Padaung"
"1288","N2054857E701800",701800,2054857,2017,"Pyay","Padaung"
"1289","N2054882E703849",703849,2054882,2017,"Pyay","Padaung"
"1290","N2054905E705899",705899,2054905,2017,"Pyay","Padaung"
"1291","N2056682E683329",683329,2056682,2017,"Pyay","Padaung"
"1292","N2056708E685379",685379,2056708,2017,"Pyay","Padaung"
"1293","N2056734E687428",687428,2056734,2017,"Pyay","Padaung"
"1294","N2056759E689478",689478,2056759,2017,"Pyay","Padaung"
"1295","N2056784E691527",691527,2056784,2017,"Pyay","Padaung"
"1296","N2056810E693577",693577,2056810,2017,"Pyay","Padaung"
"1297","N2056834E695627",695627,2056834,2017,"Pyay","Padaung"
"1298","N2056859E697676",697676,2056859,2017,"Pyay","Padaung"
"1299","N2056882E699729",699729,2056882,2017,"Pyay","Padaung"
"1300","N2056907E701776",701776,2056907,2017,"Pyay","Padaung"
"1301","N2056930E703826",703826,2056930,2017,"Pyay","Padaung"
"1302","N2056955E705875",705875,2056955,2017,"Pyay","Padaung"
"1303","N2058706E681252",681252,2058706,2017,"Pyay","Padaung"
"1304","N2058732E683303",683303,2058732,2017,"Pyay","Padaung"
"1305","N2058758E685352",685352,2058758,2017,"Pyay","Padaung"
"1306","N2058783E687403",687403,2058783,2017,"Pyay","Padaung"
"1307","N2058809E689452",689452,2058809,2017,"Pyay","Padaung"
"1308","N2058834E691501",691501,2058834,2017,"Pyay","Padaung"
"1309","N2058860E693552",693552,2058860,2017,"Pyay","Padaung"
"1310","N2058884E695601",695601,2058884,2017,"Pyay","Padaung"
"1311","N2058909E697652",697652,2058909,2017,"Pyay","Padaung"
"1312","N2058932E699701",699701,2058932,2017,"Pyay","Padaung"
"1313","N2058956E701752",701752,2058956,2017,"Pyay","Padaung"
"1314","N2060729E679176",679176,2060729,2017,"Pyay","Padaung"
"1315","N2060756E681226",681226,2060756,2017,"Pyay","Padaung"
"1316","N2060782E683277",683277,2060782,2017,"Pyay","Padaung"
"1317","N2060807E685327",685327,2060807,2017,"Pyay","Padaung"
"1318","N2060833E687377",687377,2060833,2017,"Pyay","Padaung"
"1319","N2060859E689426",689426,2060859,2017,"Pyay","Padaung"
"1320","N2060884E691476",691476,2060884,2017,"Pyay","Padaung"
"1321","N2060910E693527",693527,2060910,2017,"Pyay","Padaung"
"1322","N2060934E695577",695577,2060934,2017,"Pyay","Padaung"
"1323","N2060959E697627",697627,2060959,2017,"Pyay","Padaung"
"1324","N2060983E699678",699678,2060983,2017,"Pyay","Padaung"
"1325","N2061007E701728",701728,2061007,2017,"Pyay","Padaung"
"1326","N2062779E679149",679149,2062779,2017,"Pyay","Padaung"
"1327","N2062805E681199",681199,2062805,2017,"Pyay","Padaung"
"1328","N2062832E683250",683250,2062832,2017,"Pyay","Padaung"
"1329","N2062857E685300",685300,2062857,2017,"Pyay","Padaung"
"1330","N2062883E687501",687501,2062883,2017,"Pyay","Padaung"
"1331","N2062909E689401",689401,2062909,2017,"Pyay","Padaung"
"1332","N2062934E691451",691451,2062934,2017,"Pyay","Padaung"
"1333","N2062984E695553",695553,2062984,2017,"Pyay","Padaung"
"1334","N2063009E697603",697603,2063009,2017,"Pyay","Padaung"
"1335","N2063033E699653",699653,2063033,2017,"Pyay","Padaung"
"1336","N2063057E701704",701704,2063057,2017,"Pyay","Padaung"
"1337","N2063082E703754",703754,2063082,2017,"Pyay","Padaung"
"1338","N2064908E685275",685275,2064908,2017,"Pyay","Padaung"
"1339","N2064934E687325",687325,2064934,2017,"Pyay","Padaung"
"1340","N2064960E689376",689376,2064960,2017,"Pyay","Padaung"
"1341","N2064985E691426",691426,2064985,2017,"Pyay","Padaung"
"1342","N2065010E693477",693477,2065010,2017,"Pyay","Padaung"
"1343","N2065035E695528",695528,2065035,2017,"Pyay","Padaung"
"1344","N2065060E697578",697578,2065060,2017,"Pyay","Padaung"
"1345","N2065109E701680",701680,2065109,2017,"Pyay","Padaung"
"1346","N2065876E783731",783731,2065876,2017,"Pyay","Paungde"
"1347","N2065890E785782",785782,2065890,2017,"Pyay","Paungde"
"1348","N2065905E787834",787834,2065905,2017,"Pyay","Paungde"
"1349","N2066959E685248",685248,2066959,2017,"Pyay","Padaung"
"1350","N2066985E687299",687299,2066985,2017,"Pyay","Padaung"
"1351","N2067010E689351",689351,2067010,2017,"Pyay","Padaung"
"1352","N2067036E691401",691401,2067036,2017,"Pyay","Padaung"
"1353","N2067060E693452",693452,2067060,2017,"Pyay","Padaung"
"1354","N2067086E695503",695503,2067086,2017,"Pyay","Padaung"
"1355","N2067111E697553",697553,2067111,2017,"Pyay","Padaung"
"1356","N2067135E699605",699605,2067135,2017,"Pyay","Padaung"
"1357","N2067159E701656",701656,2067159,2017,"Pyay","Padaung"
"1358","N2068983E683172",683172,2068983,2017,"Pyay","Padaung"
"1359","N2069010E685223",685223,2069010,2017,"Pyay","Padaung"
"1360","N2069036E687273",687273,2069036,2017,"Pyay","Padaung"
"1361","N2069061E689325",689325,2069061,2017,"Pyay","Padaung"
"1362","N2069087E691376",691376,2069087,2017,"Pyay","Padaung"
"1363","N2069111E693427",693427,2069111,2017,"Pyay","Padaung"
"1364","N2069137E695978",695978,2069137,2017,"Pyay","Padaung"
"1365","N2069162E697530",697530,2069162,2017,"Pyay","Padaung"
"1366","N2069186E699580",699580,2069186,2017,"Pyay","Padaung"
"1367","N2069210E701632",701632,2069210,2017,"Pyay","Padaung"
"1368","N206945E265230",265230,206945,2017,"PYAY","Thegon"
"1369","N2069793E759076",759076,2069793,2017,"PYAY","Thegon"
"1370","N2069811E761127",761127,2069811,2017,"PYAY","Thegon"
"1371","N2069857E767282",767282,2069857,2017,"PYAY","Thegon"
"1372","N207000E2039000",2039000,207000,2010,"Taunggoo","Phyu"
"1373","N207000E2041000",2041000,207000,2010,"Taunggoo","Phyu"
"1374","N207000E2043000",2043000,207000,2010,"Taunggoo","Phyu"
"1375","N207000E2045000",2045000,207000,2010,"Taunggoo","Phyu"
"1376","N207000E2047000",2047000,207000,2010,"Taunggoo","Phyu"
"1377","N207000E2049000",2049000,207000,2010,"Taunggoo","Phyu"
"1378","N207000E2051000",2051000,207000,2010,"Taunggoo","Phyu"
"1379","N207000E2055000",2055000,207000,2010,"Taunggoo","Phyu"
"1380","N207000E2057000",2057000,207000,2010,"Taunggoo","Phyu"
"1381","N207000E2061000",2061000,207000,2010,"Taunggoo","Phyu"
"1382","N207000E2063000",2063000,207000,2010,"Taunggoo","Phyu"
"1383","N207000E2065000",2065000,207000,2010,"Taunggoo","Phyu"
"1384","N207000E2067000",2067000,207000,2010,"Taunggoo","Phyu"
"1385","N207000E2069000",2069000,207000,2010,"Taunggoo","Phyu"
"1386","N207000E2071000",2071000,207000,2010,"Taunggoo","Oktwin"
"1387","N207000E2073000",2073000,207000,2010,"Taunggoo","Oktwin"
"1388","N207000E2075000",2075000,207000,2010,"Taunggoo","Oktwin"
"1389","N207000E2077000",2077000,207000,2010,"Taunggoo","Oktwin"
"1390","N207000E2081000",2081000,207000,2010,"Taunggoo","Oktwin"
"1391","N207000E2083000",2083000,207000,2010,"Taunggoo","Oktwin"
"1392","N207000E2089000",2089000,207000,2010,"Taunggoo","Oktwin"
"1393","N207000E2091000",2091000,207000,2010,"Taunggoo","Oktwin"
"1394","N207000E2095000",2095000,207000,2010,"Taunggoo","Taunggoo"
"1395","N207000E2097000",2097000,207000,2010,"Taunggoo","Taunggoo"
"1396","N207000E2103000",2103000,207000,2010,"Taunggoo","Taunggoo"
"1397","N207000E2105000",2105000,207000,2010,"Taunggoo","Taunggoo"
"1398","N207000E2109000",2109000,207000,2010,"Taunggoo","Taunggoo"
"1399","N207000E2137000",2137000,207000,2010,"Taunggoo","Yedashe"
"1400","N207000E2155000",2155000,207000,2010,"Taunggoo","Yedashe"
"1401","N207000E2193000",2193000,207000,2010,"Taunggoo","Taunggoo"
"1402","N2070056E761059",761059,2070056,2017,"PYAY","Paukkaung"
"1403","N2071034E683145",683145,2071034,2017,"Pyay","Padaung"
"1404","N2071061E685197",685197,2071061,2017,"Pyay","Padaung"
"1405","N2071061E687248",687248,2071061,2017,"Pyay","Padaung"
"1406","N2071113E689299",689299,2071113,2017,"Pyay","Padaung"
"1407","N2071128E691350",691350,2071128,2017,"Pyay","Padaung"
"1408","N2071164E693401",693401,2071164,2017,"Pyay","Padaung"
"1409","N2071188E695454",695454,2071188,2017,"Pyay","Padaung"
"1410","N2071213E697505",697505,2071213,2017,"Pyay","Padaung"
"1411","N2071237E699556",699556,2071237,2017,"Pyay","Padaung"
"1412","N2071842E759058",759058,2071842,2017,"PYAY","Thegon"
"1413","N2071856E761110",761110,2071856,2017,"Pyay","Paukkaung"
"1414","N2072018E781634",781634,2072018,2017,"Pyay","Paungde"
"1415","N2072061E787729",787729,2072061,2017,"Pyay","Paungde"
"1416","N2072074E789844",789844,2072074,2017,"Pyay","Paungde"
"1417","N2073060E681068",681068,2073060,2017,"Pyay","Padaung"
"1418","N2073086E683119",683119,2073086,2017,"Pyay","Padaung"
"1419","N2073112E685171",685171,2073112,2017,"Pyay","Padaung"
"1420","N2073138E687222",687222,2073138,2017,"Pyay","Padaung"
"1421","N2073164E689274",689274,2073164,2017,"Pyay","Padaung"
"1422","N2073189E691325",691325,2073189,2017,"Pyay","Padaung"
"1423","N2073215E693377",693377,2073215,2017,"Pyay","Padaung"
"1424","N2073239E695428",695428,2073239,2017,"Pyay","Padaung"
"1425","N2073264E697480",697480,2073264,2017,"Pyay","Padaung"
"1426","N2073289E699532",699532,2073289,2017,"Pyay","Padaung"
"1427","N2073878E756987",756987,2073878,2017,"PYAY","Thegon"
"1428","N2073911E761094",761094,2073911,2017,"PYAY","Thegon"
"1429","N2073927E763149",763149,2073927,2017,"PYAY","Thegon"
"1430","N2073994E759044",759044,2073994,2017,"PYAY","Thegon"
"1431","N2074056E779567",779567,2074056,2017,"Pyay","Paungde"
"1432","N2074141E791884",791884,2074141,2017,"Pyay","Paungde"
"1433","N2074155E793937",793937,2074155,2017,"Pyay","Paungde"
"1434","N2074169E795989",795989,2074169,2017,"Pyay","Paungde"
"1435","N2075112E681041",681041,2075112,2017,"Pyay","Padaung"
"1436","N2075137E683093",683093,2075137,2017,"Pyay","Padaung"
"1437","N2075164E685145",685145,2075164,2017,"Pyay","Padaung"
"1438","N2075190E687196",687196,2075190,2017,"Pyay","Padaung"
"1439","N2075216E689248",689248,2075216,2017,"Pyay","Padaung"
"1440","N2075216E691300",691300,2075216,2017,"Pyay","Padaung"
"1441","N2075267E693352",693352,2075267,2017,"Pyay","Padaung"
"1442","N2075291E695404",695404,2075291,2017,"Pyay","Padaung"
"1443","N2075316E697456",697456,2075316,2017,"Pyay","Padaung"
"1444","N2075780E740551",740551,2075780,2017,"Pyay","Pyay"
"1445","N2075927E756969",756969,2075927,2017,"PYAY","Thegon"
"1446","N2075948E759092",759092,2075948,2017,"PYAY","Thegon"
"1447","N2075964E761077",761077,2075964,2017,"Pyay","Paukkaung"
"1448","N2076123E781605",781605,2076123,2017,"Pyay","Paungde"
"1449","N2076167E787764",787764,2076167,2017,"Pyay","Paungde"
"1450","N2076180E789817",789817,2076180,2017,"Pyay","Paungde"
"1451","N2076221E795977",795977,2076221,2017,"Pyay","Paungde"
"1452","N2076234E798029",798029,2076234,2017,"Pyay","Paungde"
"1453","N2077163E681015",681015,2077163,2017,"PYAY","Padaung"
"1454","N2077189E683066",683066,2077189,2017,"PYAY","Padaung"
"1455","N2077216E685119",685119,2077216,2017,"Pyay","Padaung"
"1456","N2077242E687171",687171,2077242,2017,"Pyay","Padaung"
"1457","N2077267E689222",689222,2077267,2017,"PYAY","Padaung"
"1458","N2077293E691275",691275,2077293,2017,"PYAY","Padaung"
"1459","N2077318E693327",693327,2077318,2017,"PYAY","Padaung"
"1460","N2077344E695379",695379,2077344,2017,"PYAY","Padaung"
"1461","N2077368E697431",697431,2077368,2017,"Pyay","Padaung"
"1462","N2077903E754912",754912,2077903,2017,"PYAY","Paukkaung"
"1463","N2078220E787750",787750,2078220,2017,"Pyay","Paungde"
"1464","N2078234E789803",789803,2078234,2017,"Pyay","Paungde"
"1465","N2078248E791856",791856,2078248,2017,"Pyay","Paungde"
"1466","N2078261E793910",793910,2078261,2017,"Pyay","Paungde"
"1467","N2078275E795964",795964,2078275,2017,"Pyay","Paungde"
"1468","N2079215E680988",680988,2079215,2017,"PYAY","Padaung"
"1469","N2079241E683040",683040,2079241,2017,"PYAY","Padaung"
"1470","N2079268E685092",685092,2079268,2017,"PYAY","Padaung"
"1471","N2079294E687145",687145,2079294,2017,"PYAY","Padaung"
"1472","N2079319E689197",689197,2079319,2017,"PYAY","Padaung"
"1473","N2079346E691250",691250,2079346,2017,"PYAY","Padaung"
"1474","N2079370E693301",693301,2079370,2017,"PYAY","Padaung"
"1475","N2079396E695354",695354,2079396,2017,"PYAY","Padaung"
"1476","N2079421E697406",697406,2079421,2017,"PYAY","Padaung"
"1477","N2079445E699459",699459,2079445,2017,"Pyay","Padaung"
"1478","N208000E2085000",2085000,208000,2010,"Taunggoo","Oktwin"
"1479","N2080135E769258",769258,2080135,2017,"PYAY","Paukkaung"
"1480","N2080287E789789",789789,2080287,2017,"Pyay","Paungde"
"1481","N2080302E791843",791843,2080302,2017,"Pyay","Paungde"
"1482","N2080315E793896",793896,2080315,2017,"Pyay","Paungde"
"1483","N2080328E795950",795950,2080328,2017,"Pyay","Paungde"
"1484","N2080341E798004",798004,2080341,2017,"Pyay","Paukkaung"
"1485","N2080353E800057",800057,2080353,2017,"Pyay","Paukkaung"
"1486","N2081268E680961",680961,2081268,2017,"PYAY","Padaung"
"1487","N2081295E683014",683014,2081295,2017,"PYAY","Padaung"
"1488","N2081320E685067",685067,2081320,2017,"PYAY","Padaung"
"1489","N2081346E687119",687119,2081346,2017,"PYAY","Padaung"
"1490","N2081372E689171",689171,2081372,2017,"PYAY","Padaung"
"1491","N2081398E691223",691223,2081398,2017,"PYAY","Padaung"
"1492","N2081423E693277",693277,2081423,2017,"PYAY","Padaung"
"1493","N2081448E695329",695329,2081448,2017,"PYAY","Padaung"
"1494","N2081473E697381",697381,2081473,2017,"Pyay","Padaung"
"1495","N2081498E699435",699435,2081498,2017,"Pyay","Padaung"
"1496","N2082186E769240",769240,2082186,2017,"PYAY","Paukkaung"
"1497","N2082299E783614",783614,2082299,2017,"Pyay","Paungde"
"1498","N2082341E789776",789776,2082341,2017,"Pyay","Paungde"
"1499","N2082353E791829",791829,2082353,2017,"Pyay","Paungde"
"1500","N2082382E795937",795937,2082382,2017,"Pyay","Paungde"
"1501","N2083400E687093",687093,2083400,2017,"PYAY","Padaung"
"1502","N2083425E689146",689146,2083425,2017,"PYAY","Padaung"
"1503","N2083450E691198",691198,2083450,2017,"PYAY","Padaung"
"1504","N2083475E693251",693251,2083475,2017,"PYAY","Padaung"
