"","Plot_names","EAST","NORTH","Year","District","Township"
"1","N181974E1971996",1971996,181974,2011,"Thayarwaddy","Tharrawaddy"
"2","N182002E1970008",1970008,182002,2011,"Thayarwaddy","Tharrawaddy"
"3","N182004E1962006",1962006,182004,2011,"Thayarwaddy","Tharrawaddy"
"4","N182009E1964004",1964004,182009,2011,"Thayarwaddy","Tharrawaddy"
"5","N182232E1974110",1974110,182232,2011,"Thayarwaddy","Tharrawaddy"
"6","N182246E1977268",1977268,182246,2011,"Thayarwaddy","Tharrawaddy"
"7","N183934E1999962",1999962,183934,2011,"Thayarwaddy","Letpadan"
"8","N183938E2028020",2028020,183938,2011,"Thayarwaddy","Gyobingauk"
"9","N183948E2022059",2022059,183948,2011,"Thayarwaddy","Okpo"
"10","N183955E1988182",1988182,183955,2011,"Thayarwaddy","Letpadan"
"11","N183982E2003977",2003977,183982,2011,"Thayarwaddy","Letpadan"
"12","N183982E2020114",2020114,183982,2011,"Thayarwaddy","Okpo"
"13","N183985E2006008",2006008,183985,2011,"Thayarwaddy","Okpo"
"14","N183987E2025978",2025978,183987,2011,"Thayarwaddy","Gyobingauk"
"15","N183994E1975992",1975992,183994,2011,"Thayarwaddy","Tharrawaddy"
"16","N183994E1981998",1981998,183994,2011,"Thayarwaddy","Tharrawaddy"
"17","N183996E1993975",1993975,183996,2011,"Thayarwaddy","Letpadan"
"18","N183996E2001978",2001978,183996,2011,"Thayarwaddy","Letpadan"
"19","N183997E1992172",1992172,183997,2011,"Thayarwaddy","Letpadan"
"20","N183998E1984004",1984004,183998,2011,"Thayarwaddy","Letpadan"
"21","N183998E1998020",1998020,183998,2011,"Thayarwaddy","Letpadan"
"22","N184000E2010001",2010001,184000,2011,"Thayarwaddy","Okpo"
"23","N184000E2011998",2011998,184000,2011,"Thayarwaddy","Okpo"
"24","N184003E1971985",1971985,184003,2011,"Thayarwaddy","Tharrawaddy"
"25","N184006E2023961",2023961,184006,2011,"Thayarwaddy","Gyobingauk"
"26","N184008E1985981",1985981,184008,2011,"Thayarwaddy","Letpadan"
"27","N184010E1967997",1967997,184010,2011,"Thayarwaddy","Tharrawaddy"
"28","N184011E1990118",1990118,184011,2011,"Thayarwaddy","Letpadan"
"29","N184014E1969991",1969991,184014,2011,"Thayarwaddy","Tharrawaddy"
"30","N184014E1979998",1979998,184014,2011,"Thayarwaddy","Tharrawaddy"
"31","N184017E1974020",1974020,184017,2011,"Thayarwaddy","Tharrawaddy"
"32","N184023E1996010",1996010,184023,2011,"Thayarwaddy","Letpadan"
"33","N184024E1978019",1978019,184024,2011,"Thayarwaddy","Tharrawaddy"
"34","N184034E2016060",2016060,184034,2011,"Thayarwaddy","Okpo"
"35","N184041E2030113",2030113,184041,2011,"Thayarwaddy","Gyobingauk"
"36","N184042E2018076",2018076,184042,2011,"Thayarwaddy","Okpo"
"37","N184043E2008087",2008087,184043,2011,"Thayarwaddy","Okpo"
"38","N184098E2014108",2014108,184098,2011,"Thayarwaddy","Okpo"
"39","N185000E2043000",2043000,185000,2010,"Taunggoo","Phyu"
"40","N185000E2045000",2045000,185000,2010,"Taunggoo","Phyu"
"41","N185000E2047000",2047000,185000,2010,"Taunggoo","Phyu"
"42","N185000E2049000",2049000,185000,2010,"Taunggoo","Phyu"
"43","N185000E2051000",2051000,185000,2010,"Taunggoo","Phyu"
"44","N185000E2053000",2053000,185000,2010,"Taunggoo","Phyu"
"45","N185000E2055000",2055000,185000,2010,"Taunggoo","Phyu"
"46","N185000E2057000",2057000,185000,2010,"Taunggoo","Phyu"
"47","N185000E2059000",2059000,185000,2010,"Taunggoo","Phyu"
"48","N185000E2061000",2061000,185000,2010,"Taunggoo","Phyu"
"49","N185000E2063000",2063000,185000,2010,"Taunggoo","Phyu"
"50","N185000E2065000",2065000,185000,2010,"Taunggoo","Phyu"
"51","N185000E2067000",2067000,185000,2010,"Taunggoo","Phyu"
"52","N185000E2069000",2069000,185000,2010,"Taunggoo","Phyu"
"53","N185000E2071000",2071000,185000,2010,"Taunggoo","Phyu"
"54","N185000E2073000",2073000,185000,2010,"Taunggoo","Phyu"
"55","N185000E2075000",2075000,185000,2010,"Taunggoo","Oktwin"
"56","N185000E2077000",2077000,185000,2010,"Taunggoo","Oktwin"
"57","N185000E2079000",2079000,185000,2010,"Taunggoo","Oktwin"
"58","N185000E2081000",2081000,185000,2010,"Taunggoo","Oktwin"
"59","N185000E2083000",2083000,185000,2010,"Taunggoo","Oktwin"
"60","N185000E2085000",2085000,185000,2010,"Taunggoo","Oktwin"
"61","N185000E2087000",2087000,185000,2010,"Taunggoo","Oktwin"
"62","N185000E2089000",2089000,185000,2010,"Taunggoo","Oktwin"
"63","N185000E2091000",2091000,185000,2010,"Taunggoo","Oktwin"
"64","N185000E2093000",2093000,185000,2010,"Taunggoo","Taunggoo"
"65","N185000E2095000",2095000,185000,2010,"Taunggoo","Taunggoo"
"66","N185000E2101000",2101000,185000,2010,"Taunggoo","Taunggoo"
"67","N185000E2103000",2103000,185000,2010,"Taunggoo","Taunggoo"
"68","N185000E2105000",2105000,185000,2010,"Taunggoo","Taunggoo"
"69","N185000E2107000",2107000,185000,2010,"Taunggoo","Taunggoo"
"70","N185000E2109000",2109000,185000,2010,"Taunggoo","Taunggoo"
"71","N185000E2111000",2111000,185000,2010,"Taunggoo","Yedashe"
"72","N185000E2113000",2113000,185000,2010,"Taunggoo","Yedashe"
"73","N185000E2115000",2115000,185000,2010,"Taunggoo","Yedashe"
"74","N185000E2117000",2117000,185000,2010,"Taunggoo","Yedashe"
"75","N185000E2119000",2119000,185000,2010,"Taunggoo","Yedashe"
"76","N185000E2121000",2121000,185000,2010,"Taunggoo","Yedashe"
"77","N185000E2123000",2123000,185000,2010,"Taunggoo","Yedashe"
"78","N185000E2125000",2125000,185000,2010,"Taunggoo","Yedashe"
"79","N185000E2131000",2131000,185000,2010,"Taunggoo","Yedashe"
"80","N185000E2133000",2133000,185000,2010,"Taunggoo","Yedashe"
"81","N185000E2135000",2135000,185000,2010,"Taunggoo","Yedashe"
"82","N185000E2137000",2137000,185000,2010,"Taunggoo","Yedashe"
"83","N185000E2139000",2139000,185000,2010,"Taunggoo","Yedashe"
"84","N185000E2141000",2141000,185000,2010,"Taunggoo","Yedashe"
"85","N185000E2197000",2197000,185000,2010,"Taunggoo","Taunggoo"
"86","N185000E2199000",2199000,185000,2010,"Taunggoo","Taunggoo"
"87","N185590E1983682",1983682,185590,2011,"Thayarwaddy","Letpadan"
"88","N185877E1985989",1985989,185877,2011,"Thayarwaddy","Letpadan"
"89","N185901E2024018",2024018,185901,2011,"Thayarwaddy","Gyobingauk"
"90","N185935E2004972",2004972,185935,2011,"Thayarwaddy","Okpo"
"91","N185974E1981998",1981998,185974,2011,"Thayarwaddy","Tharrawaddy"
"92","N185985E2004018",2004018,185985,2011,"Thayarwaddy","Letpadan"
"93","N185986E2008025",2008025,185986,2011,"Thayarwaddy","Okpo"
"94","N185993E1969997",1969997,185993,2011,"Thayarwaddy","Tharrawaddy"
"95","N185997E1992005",1992005,185997,2011,"Thayarwaddy","Letpadan"
"96","N185998E1971974",1971974,185998,2011,"Thayarwaddy","Tharrawaddy"
"97","N185999E2009998",2009998,185999,2011,"Thayarwaddy","Okpo"
"98","N186000E1990000",1990000,186000,2011,"Thayarwaddy","Letpadan"
"99","N186000E2026000",2026000,186000,2011,"Thayarwaddy","Gyobingauk"
"100","N186004E1997982",1997982,186004,2011,"Thayarwaddy","Letpadan"
"101","N186009E1996014",1996014,186009,2011,"Thayarwaddy","Letpadan"
"102","N186013E1992005",1992005,186013,2011,"Thayarwaddy","Letpadan"
"103","N186016E1976014",1976014,186016,2011,"Thayarwaddy","Tharrawaddy"
"104","N186016E2001992",2001992,186016,2011,"Thayarwaddy","Letpadan"
"105","N186021E1973991",1973991,186021,2011,"Thayarwaddy","Tharrawaddy"
"106","N186022E2000141",2000141,186022,2011,"Thayarwaddy","Letpadan"
"107","N186024E1993992",1993992,186024,2011,"Thayarwaddy","Letpadan"
"108","N186027E2006092",2006092,186027,2011,"Thayarwaddy","Okpo"
"109","N186064E2020093",2020093,186064,2011,"Thayarwaddy","Okpo"
"110","N186102E2016032",2016032,186102,2011,"Thayarwaddy","Okpo"
"111","N186107E2017908",2017908,186107,2011,"Thayarwaddy","Okpo"
"112","N186236E1979838",1979838,186236,2011,"Thayarwaddy","Tharrawaddy"
"113","N186253E1978042",1978042,186253,2011,"Thayarwaddy","Tharrawaddy"
"114","N186259E2012379",2012379,186259,2011,"Thayarwaddy","Okpo"
"115","N186994E2131004",2131004,186994,2010,"Taunggoo","Yedashe"
"116","N187000E2045000",2045000,187000,2010,"Taunggoo","Phyu"
"117","N187000E2047000",2047000,187000,2010,"Taunggoo","Phyu"
"118","N187000E2049000",2049000,187000,2010,"Taunggoo","Phyu"
"119","N187000E2051000",2051000,187000,2010,"Taunggoo","Phyu"
"120","N187000E2055000",2055000,187000,2010,"Taunggoo","Phyu"
"121","N187000E2057000",2057000,187000,2010,"Taunggoo","Phyu"
"122","N187000E2058000",2058000,187000,2010,"Taunggoo","Phyu"
"123","N187000E2059000",2059000,187000,2010,"Taunggoo","Phyu"
"124","N187000E2061000",2061000,187000,2010,"Taunggoo","Phyu"
"125","N187000E2063000",2063000,187000,2010,"Taunggoo","Phyu"
"126","N187000E2065000",2065000,187000,2010,"Taunggoo","Phyu"
"127","N187000E2067000",2067000,187000,2010,"Taunggoo","Phyu"
"128","N187000E2069000",2069000,187000,2010,"Taunggoo","Phyu"
"129","N187000E2071000",2071000,187000,2010,"Taunggoo","Phyu"
"130","N187000E2073000",2073000,187000,2010,"Taunggoo","Oktwin"
"131","N187000E2075000",2075000,187000,2010,"Taunggoo","Oktwin"
"132","N187000E2077000",2077000,187000,2010,"Taunggoo","Oktwin"
"133","N187000E2079000",2079000,187000,2010,"Taunggoo","Oktwin"
"134","N187000E2081000",2081000,187000,2010,"Taunggoo","Oktwin"
"135","N187000E2083000",2083000,187000,2010,"Taunggoo","Oktwin"
"136","N187000E2087000",2087000,187000,2010,"Taunggoo","Oktwin"
"137","N187000E2089000",2089000,187000,2010,"Taunggoo","Oktwin"
"138","N187000E2091000",2091000,187000,2010,"Taunggoo","Oktwin"
"139","N187000E2097000",2097000,187000,2010,"Taunggoo","Taunggoo"
"140","N187000E2099000",2099000,187000,2010,"Taunggoo","Taunggoo"
"141","N187000E2101000",2101000,187000,2010,"Taunggoo","Taunggoo"
"142","N187000E2103000",2103000,187000,2010,"Taunggoo","Taunggoo"
"143","N187000E2105000",2105000,187000,2010,"Taunggoo","Taunggoo"
"144","N187000E2107000",2107000,187000,2010,"Taunggoo","Taunggoo"
"145","N187000E2109000",2109000,187000,2010,"Taunggoo","Taunggoo"
"146","N187000E2111000",2111000,187000,2010,"Taunggoo","Taunggoo"
"147","N187000E2113000",2113000,187000,2010,"Taunggoo","Yedashe"
"148","N187000E2115000",2115000,187000,2010,"Taunggoo","Yedashe"
"149","N187000E2117000",2117000,187000,2010,"Taunggoo","Yedashe"
"150","N187000E2119000",2119000,187000,2010,"Taunggoo","Yedashe"
"151","N187000E2121000",2121000,187000,2010,"Taunggoo","Yedashe"
"152","N187000E2123000",2123000,187000,2010,"Taunggoo","Yedashe"
"153","N187000E2133000",2133000,187000,2010,"Taunggoo","Yedashe"
"154","N187000E2135000",2135000,187000,2010,"Taunggoo","Yedashe"
"155","N187000E2137000",2137000,187000,2010,"Taunggoo","Yedashe"
"156","N187000E2141000",2141000,187000,2010,"Taunggoo","Yedashe"
"157","N187000E2145000",2145000,187000,2010,"Taunggoo","Yedashe"
"158","N187000E2149000",2149000,187000,2010,"Taunggoo","Yedashe"
"159","N187000E2153000",2153000,187000,2010,"Taunggoo","Yedashe"
"160","N187000E2193000",2193000,187000,2010,"Taunggoo","Taunggoo"
"161","N187000E2195000",2195000,187000,2010,"Taunggoo","Taunggoo"
"162","N187000E2197000",2197000,187000,2010,"Taunggoo","Taunggoo"
"163","N187945E2001926",2001926,187945,2011,"Thayarwaddy","Letpadan"
"164","N187951E1988112",1988112,187951,2011,"Thayarwaddy","Letpadan"
"165","N187974E1969997",1969997,187974,2011,"Thayarwaddy","Tharrawaddy"
"166","N187978E2000022",2000022,187978,2011,"Thayarwaddy","Letpadan"
"167","N187982E1972110",1972110,187982,2011,"Thayarwaddy","Tharrawaddy"
"168","N187998E2003996",2003996,187998,2011,"Thayarwaddy","Letpadan"
"169","N188000E2021016",2021016,188000,2011,"Thayarwaddy","Okpo"
"170","N188001E1996012",1996012,188001,2011,"Thayarwaddy","Letpadan"
"171","N188003E1990002",1990002,188003,2011,"Thayarwaddy","Letpadan"
"172","N188004E2021898",2021898,188004,2011,"Thayarwaddy","Okpo"
"173","N188006E1993975",1993975,188006,2011,"Thayarwaddy","Letpadan"
"174","N188011E2007953",2007953,188011,2011,"Thayarwaddy","Okpo"
"175","N188017E1976020",1976020,188017,2011,"Thayarwaddy","Tharrawaddy"
"176","N188027E1973995",1973995,188027,2011,"Thayarwaddy","Tharrawaddy"
"177","N188037E2014062",2014062,188037,2011,"Thayarwaddy","Okpo"
"178","N188051E2006037",2006037,188051,2011,"Thayarwaddy","Okpo"
"179","N188053E2010002",2010002,188053,2011,"Thayarwaddy","Okpo"
"180","N188067E2018101",2018101,188067,2011,"Thayarwaddy","Okpo"
"181","N188069E2016116",2016116,188069,2011,"Thayarwaddy","Okpo"
"182","N188073E2012025",2012025,188073,2011,"Thayarwaddy","Okpo"
"183","N188098E1987970",1987970,188098,2011,"Thayarwaddy","Letpadan"
"184","N188115E1984108",1984108,188115,2011,"Thayarwaddy","Letpadan"
"185","N188120E1980088",1980088,188120,2011,"Thayarwaddy","Letpadan"
"186","N188128E1998011",1998011,188128,2011,"Thayarwaddy","Letpadan"
"187","N188153E1978025",1978025,188153,2011,"Thayarwaddy","Tharrawaddy"
"188","N188996E2131006",2131006,188996,2010,"Taunggoo","Yedashe"
"189","N189000E2043000",2043000,189000,2010,"Taunggoo","Phyu"
"190","N189000E2045000",2045000,189000,2010,"Taunggoo","Phyu"
"191","N189000E2047000",2047000,189000,2010,"Taunggoo","Phyu"
"192","N189000E2049000",2049000,189000,2010,"Taunggoo","Phyu"
"193","N189000E2051000",2051000,189000,2010,"Taunggoo","Phyu"
"194","N189000E2053000",2053000,189000,2010,"Taunggoo","Phyu"
"195","N189000E2055000",2055000,189000,2010,"Taunggoo","Phyu"
"196","N189000E2057000",2057000,189000,2010,"Taunggoo","Phyu"
"197","N189000E2059000",2059000,189000,2010,"Taunggoo","Phyu"
"198","N189000E2061000",2061000,189000,2010,"Taunggoo","Phyu"
"199","N189000E2063000",2063000,189000,2010,"Taunggoo","Phyu"
"200","N189000E2065000",2065000,189000,2010,"Taunggoo","Phyu"
"201","N189000E2067000",2067000,189000,2010,"Taunggoo","Phyu"
"202","N189000E2069000",2069000,189000,2010,"Taunggoo","Phyu"
"203","N189000E2071000",2071000,189000,2010,"Taunggoo","Oktwin"
"204","N189000E2073000",2073000,189000,2010,"Taunggoo","Oktwin"
"205","N189000E2075000",2075000,189000,2010,"Taunggoo","Oktwin"
"206","N189000E2077000",2077000,189000,2010,"Taunggoo","Oktwin"
"207","N189000E2079000",2079000,189000,2010,"Taunggoo","Oktwin"
"208","N189000E2081000",2081000,189000,2010,"Taunggoo","Oktwin"
"209","N189000E2083000",2083000,189000,2010,"Taunggoo","Oktwin"
"210","N189000E2085000",2085000,189000,2010,"Taunggoo","Oktwin"
"211","N189000E2087000",2087000,189000,2010,"Taunggoo","Oktwin"
"212","N189000E2089000",2089000,189000,2010,"Taunggoo","Oktwin"
"213","N189000E2093000",2093000,189000,2010,"Taunggoo","Taunggoo"
"214","N189000E2097000",2097000,189000,2010,"Taunggoo","Taunggoo"
"215","N189000E2099000",2099000,189000,2010,"Taunggoo","Taunggoo"
"216","N189000E2101000",2101000,189000,2010,"Taunggoo","Taunggoo"
"217","N189000E2103000",2103000,189000,2010,"Taunggoo","Taunggoo"
"218","N189000E2105000",2105000,189000,2010,"Taunggoo","Taunggoo"
"219","N189000E2109000",2109000,189000,2010,"Taunggoo","Taunggoo"
"220","N189000E2111000",2111000,189000,2010,"Taunggoo","Taunggoo"
"221","N189000E2115000",2115000,189000,2010,"Taunggoo","Yedashe"
"222","N189000E2117000",2117000,189000,2010,"Taunggoo","Yedashe"
"223","N189000E2119000",2119000,189000,2010,"Taunggoo","Yedashe"
"224","N189000E2121000",2121000,189000,2010,"Taunggoo","Yedashe"
"225","N189000E2125000",2125000,189000,2010,"Taunggoo","Yedashe"
"226","N189000E2133000",2133000,189000,2010,"Taunggoo","Yedashe"
"227","N189000E2135000",2135000,189000,2010,"Taunggoo","Yedashe"
"228","N189000E2137000",2137000,189000,2010,"Taunggoo","Yedashe"
"229","N189000E2139000",2139000,189000,2010,"Taunggoo","Yedashe"
"230","N189000E2141000",2141000,189000,2010,"Taunggoo","Yedashe"
"231","N189000E2147000",2147000,189000,2010,"Taunggoo","Yedashe"
"232","N189000E2151000",2151000,189000,2010,"Taunggoo","Yedashe"
"233","N189000E2153000",2153000,189000,2010,"Taunggoo","Yedashe"
"234","N189000E2195000",2195000,189000,2010,"Taunggoo","Taunggoo"
"235","N1897000E227000",227000,1897000,2012,"Bago","Bago"
"236","N1897000E231000",231000,1897000,2012,"Bago","Bago"
"237","N189955E2011912",2011912,189955,2011,"Thayarwaddy","Okpo"
"238","N189975E1985977",1985977,189975,2011,"Thayarwaddy","Letpadan"
"239","N189978E1993852",1993852,189978,2011,"Thayarwaddy","Letpadan"
"240","N189980E1995990",1995990,189980,2011,"Thayarwaddy","Letpadan"
"241","N189981E1992177",1992177,189981,2011,"Thayarwaddy","Letpadan"
"242","N189995E1971993",1971993,189995,2011,"Thayarwaddy","Tharrawaddy"
"243","N190000E2008000",2008000,190000,2011,"Thayarwaddy","Okpo"
"244","N190019E2004013",2004013,190019,2011,"Thayarwaddy","Letpadan"
"245","N190024E2000002",2000002,190024,2011,"Thayarwaddy","Letpadan"
"246","N190028E1984118",1984118,190028,2011,"Thayarwaddy","Letpadan"
"247","N190038E1989923",1989923,190038,2011,"Thayarwaddy","Letpadan"
"248","N190055E2020089",2020089,190055,2011,"Thayarwaddy","Okpo"
"249","N190058E1988028",1988028,190058,2011,"Thayarwaddy","Letpadan"
"250","N190059E2014063",2014063,190059,2011,"Thayarwaddy","Okpo"
"251","N190074E2006011",2006011,190074,2011,"Thayarwaddy","Okpo"
"252","N190075E2016104",2016104,190075,2011,"Thayarwaddy","Okpo"
"253","N190081E2010052",2010052,190081,2011,"Thayarwaddy","Okpo"
"254","N190098E1982133",1982133,190098,2011,"Thayarwaddy","Letpadan"
"255","N190099E2002120",2002120,190099,2011,"Thayarwaddy","Letpadan"
"256","N190103E2018074",2018074,190103,2011,"Thayarwaddy","Okpo"
"257","N1909610E220971",220971,1909610,2012,"Bago","Daik U"
"258","N191000E2043000",2043000,191000,2010,"Taunggoo","Phyu"
"259","N191000E2045000",2045000,191000,2010,"Taunggoo","Phyu"
"260","N191000E2047000",2047000,191000,2010,"Taunggoo","Phyu"
"261","N191000E2049000",2049000,191000,2010,"Taunggoo","Phyu"
"262","N191000E2051000",2051000,191000,2010,"Taunggoo","Phyu"
"263","N191000E2053000",2053000,191000,2010,"Taunggoo","Phyu"
"264","N191000E2055000",2055000,191000,2010,"Taunggoo","Phyu"
"265","N191000E2057000",2057000,191000,2010,"Taunggoo","Phyu"
"266","N191000E2059000",2059000,191000,2010,"Taunggoo","Phyu"
"267","N191000E2061000",2061000,191000,2010,"Taunggoo","Phyu"
"268","N191000E2063000",2063000,191000,2010,"Taunggoo","Phyu"
"269","N191000E2065000",2065000,191000,2010,"Taunggoo","Phyu"
"270","N191000E2067000",2067000,191000,2010,"Taunggoo","Phyu"
"271","N191000E2071000",2071000,191000,2010,"Taunggoo","Oktwin"
"272","N191000E2073000",2073000,191000,2010,"Taunggoo","Oktwin"
"273","N191000E2075000",2075000,191000,2010,"Taunggoo","Oktwin"
"274","N191000E2077000",2077000,191000,2010,"Taunggoo","Oktwin"
"275","N191000E2079000",2079000,191000,2010,"Taunggoo","Oktwin"
"276","N191000E2081000",2081000,191000,2010,"Taunggoo","Oktwin"
"277","N191000E2083000",2083000,191000,2010,"Taunggoo","Oktwin"
"278","N191000E2085000",2085000,191000,2010,"Taunggoo","Oktwin"
"279","N191000E2087000",2087000,191000,2010,"Taunggoo","Oktwin"
"280","N191000E2089000",2089000,191000,2010,"Taunggoo","Oktwin"
"281","N191000E2093000",2093000,191000,2010,"Taunggoo","Taunggoo"
"282","N191000E2097000",2097000,191000,2010,"Taunggoo","Taunggoo"
"283","N191000E2099000",2099000,191000,2010,"Taunggoo","Taunggoo"
"284","N191000E2101000",2101000,191000,2010,"Taunggoo","Taunggoo"
"285","N191000E2103000",2103000,191000,2010,"Taunggoo","Taunggoo"
"286","N191000E2107000",2107000,191000,2010,"Taunggoo","Taunggoo"
"287","N191000E2109000",2109000,191000,2010,"Taunggoo","Taunggoo"
"288","N191000E2111000",2111000,191000,2010,"Taunggoo","Taunggoo"
"289","N191000E2113000",2113000,191000,2010,"Taunggoo","Taunggoo"
"290","N191000E2119000",2119000,191000,2010,"Taunggoo","Yedashe"
"291","N191000E2121000",2121000,191000,2010,"Taunggoo","Yedashe"
"292","N191000E2127000",2127000,191000,2010,"Taunggoo","Yedashe"
"293","N191000E2133000",2133000,191000,2010,"Taunggoo","Yedashe"
"294","N191000E2135000",2135000,191000,2010,"Taunggoo","Yedashe"
"295","N191000E2137000",2137000,191000,2010,"Taunggoo","Yedashe"
"296","N191000E2145000",2145000,191000,2010,"Taunggoo","Yedashe"
"297","N191000E2147000",2147000,191000,2010,"Taunggoo","Yedashe"
"298","N191000E2149000",2149000,191000,2010,"Taunggoo","Yedashe"
"299","N191000E2151000",2151000,191000,2010,"Taunggoo","Yedashe"
"300","N191000E2153000",2153000,191000,2010,"Taunggoo","Yedashe"
"301","N191000E2195000",2195000,191000,2010,"Taunggoo","Taunggoo"
"302","N191963E2001840",2001840,191963,2011,"Thayarwaddy","Letpadan"
"303","N191997E2004007",2004007,191997,2011,"Thayarwaddy","Letpadan"
"304","N192000E1999986",1999986,192000,2011,"Thayarwaddy","Letpadan"
"305","N192006E1998017",1998017,192006,2011,"Thayarwaddy","Letpadan"
"306","N192011E1992008",1992008,192011,2011,"Thayarwaddy","Letpadan"
"307","N192012E2005971",2005971,192012,2011,"Thayarwaddy","Letpadan"
"308","N192015E1982104",1982104,192015,2011,"Thayarwaddy","Letpadan"
"309","N192051E2014049",2014049,192051,2011,"Thayarwaddy","Okpo"
"310","N192074E2010036",2010036,192074,2011,"Thayarwaddy","Okpo"
"311","N192078E2008062",2008062,192078,2011,"Thayarwaddy","Okpo"
"312","N192108E2012062",2012062,192108,2011,"Thayarwaddy","Okpo"
"313","N192118E1994013",1994013,192118,2011,"Thayarwaddy","Letpadan"
"314","N192452E1995833",1995833,192452,2011,"Thayarwaddy","Letpadan"
"315","N193000E2039000",2039000,193000,2010,"Taunggoo","Phyu"
"316","N193000E2041000",2041000,193000,2010,"Taunggoo","Phyu"
"317","N193000E2043000",2043000,193000,2010,"Taunggoo","Phyu"
"318","N193000E2045000",2045000,193000,2010,"Taunggoo","Phyu"
"319","N193000E2047000",2047000,193000,2010,"Taunggoo","Phyu"
"320","N193000E2049000",2049000,193000,2010,"Taunggoo","Phyu"
"321","N193000E2051000",2051000,193000,2010,"Taunggoo","Phyu"
"322","N193000E2053000",2053000,193000,2010,"Taunggoo","Phyu"
"323","N193000E2055000",2055000,193000,2010,"Taunggoo","Phyu"
"324","N193000E2057000",2057000,193000,2010,"Taunggoo","Phyu"
"325","N193000E2059000",2059000,193000,2010,"Taunggoo","Phyu"
"326","N193000E2061000",2061000,193000,2010,"Taunggoo","Phyu"
"327","N193000E2063000",2063000,193000,2010,"Taunggoo","Phyu"
"328","N193000E2065000",2065000,193000,2010,"Taunggoo","Phyu"
"329","N193000E2067000",2067000,193000,2010,"Taunggoo","Phyu"
"330","N193000E2069000",2069000,193000,2010,"Taunggoo","Phyu"
"331","N193000E2073000",2073000,193000,2010,"Taunggoo","Oktwin"
"332","N193000E2075000",2075000,193000,2010,"Taunggoo","Oktwin"
"333","N193000E2077000",2077000,193000,2010,"Taunggoo","Oktwin"
"334","N193000E2079000",2079000,193000,2010,"Taunggoo","Oktwin"
"335","N193000E2081000",2081000,193000,2010,"Taunggoo","Oktwin"
"336","N193000E2083000",2083000,193000,2010,"Taunggoo","Oktwin"
"337","N193000E2085000",2085000,193000,2010,"Taunggoo","Oktwin"
"338","N193000E2087000",2087000,193000,2010,"Taunggoo","Oktwin"
"339","N193000E2089000",2089000,193000,2010,"Taunggoo","Oktwin"
"340","N193000E2091000",2091000,193000,2010,"Taunggoo","Taunggoo"
"341","N193000E2093000",2093000,193000,2010,"Taunggoo","Taunggoo"
"342","N193000E2097000",2097000,193000,2010,"Taunggoo","Taunggoo"
"343","N193000E2099000",2099000,193000,2010,"Taunggoo","Taunggoo"
"344","N193000E2101000",2101000,193000,2010,"Taunggoo","Taunggoo"
"345","N193000E2115000",2115000,193000,2010,"Taunggoo","Yedashe"
"346","N193000E2117000",2117000,193000,2010,"Taunggoo","Yedashe"
"347","N193000E2119000",2119000,193000,2010,"Taunggoo","Yedashe"
"348","N193000E2121000",2121000,193000,2010,"Taunggoo","Yedashe"
"349","N193000E2123000",2123000,193000,2010,"Taunggoo","Yedashe"
"350","N193000E2125000",2125000,193000,2010,"Taunggoo","Yedashe"
"351","N193000E2133002",2133002,193000,2010,"Taunggoo","Yedashe"
"352","N193000E2141000",2141000,193000,2010,"Taunggoo","Yedashe"
"353","N193000E2145000",2145000,193000,2010,"Taunggoo","Yedashe"
"354","N193000E2147000",2147000,193000,2010,"Taunggoo","Yedashe"
"355","N193000E2149000",2149000,193000,2010,"Taunggoo","Yedashe"
"356","N193000E2195000",2195000,193000,2010,"Taunggoo","Taunggoo"
"357","N193007E2131004",2131004,193007,2010,"Taunggoo","Yedashe"
"358","N1933000E223000",223000,1933000,2012,"Bago","Bago"
"359","N193377E1995746",1995746,193377,2011,"Thayarwaddy","Letpadan"
"360","N1934999E204999",204999,1934999,2012,"Bago","Bago"
"361","N1934999E206999",206999,1934999,2012,"Bago","Bago"
"362","N1937000E207099",207099,1937000,2012,"Bago","Bago"
"363","N1937005E204999",204999,1937005,2012,"Bago","Bago"
"364","N1939000E221000",221000,1939000,2012,"Bago","Bago"
"365","N1939159E203285",203285,1939159,2012,"Bago","Bago"
"366","N193977E2005990",2005990,193977,2011,"Thayarwaddy","Letpadan"
"367","N193983E1997987",1997987,193983,2011,"Thayarwaddy","Letpadan"
"368","N193995E2003978",2003978,193995,2011,"Thayarwaddy","Letpadan"
"369","N193996E1993941",1993941,193996,2011,"Thayarwaddy","Letpadan"
"370","N1940000E207000",207000,1940000,2012,"Bago","Bago"
"371","N194029E2000023",2000023,194029,2011,"Thayarwaddy","Letpadan"
"372","N194038E2002014",2002014,194038,2011,"Thayarwaddy","Letpadan"
"373","N194065E2008042",2008042,194065,2011,"Thayarwaddy","Okpo"
"374","N194071E2010056",2010056,194071,2011,"Thayarwaddy","Okpo"
"375","N1941000E205000",205000,1941000,2012,"Bago","Bago"
"376","N1942988E204995",204995,1942988,2012,"Bago","Bago"
"377","N1943000E221000",221000,1943000,2012,"Bago","Bago"
"378","N1945000E201000",201000,1945000,2012,"Bago","Bago"
"379","N1945000E203000",203000,1945000,2012,"Bago","Bago"
"380","N1945003E205008",205008,1945003,2012,"Bago","Bago"
"381","N1946991E206994",206994,1946991,2012,"Bago","Bago"
"382","N1947000E201000",201000,1947000,2012,"Bago","Bago"
